Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (65 a 69 anos + 70 a 74 anos + 75 a 79 anos + 80 a 89 anos + 90 a 99 anos + 100 anos ou mais);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
4317400018;Vista Alegre - Santiago (RS);132
4317400019;Guabiroba - Santiago (RS);132
4317400020;Atalaia - Santiago (RS);13
4317400021;Vila Rica - Santiago (RS);200
4317400022;Carlos Humberto - Santiago (RS);122
4317400023;Vila Jardim dos Eucaliptos - Santiago (RS);61
4317400024;Monsenhor Assis - Santiago (RS);84
4317400025;São Jorge - Santiago (RS);203
4317400026;Ana Martins Bonato - Santiago (RS);92
4317400027;Centro - Santiago (RS);995
4317400028;Presidente João Goulart - Santiago (RS);21
4317608001;Bom Princípio - Santo Antônio da Patrulha (RS);297
4317608002;Pitangueiras - Santo Antônio da Patrulha (RS);380
4317608003;Menino Deus - Santo Antônio da Patrulha (RS);196
4317608004;Santa Teresinha - Santo Antônio da Patrulha (RS);177
4317608005;Cidade Alta - Santo Antônio da Patrulha (RS);272
4317608006;Centro - Santo Antônio da Patrulha (RS);212
4317608007;Madre Teresa - Santo Antônio da Patrulha (RS);101
4317608008;Várzea - Santo Antônio da Patrulha (RS);186
4317608009;Jaú - Santo Antônio da Patrulha (RS);74
4317608010;Imigrantes - Santo Antônio da Patrulha (RS);59
4317608011;Passo dos Ramos - Santo Antônio da Patrulha (RS);54
4317806001;Getúlio Vargas - Santo Augusto (RS);128
4317806002;Centro - Santo Augusto (RS);200
4317806003;São João - Santo Augusto (RS);65
4317806004;Santa Fé - Santo Augusto (RS);103
4317806005;Floresta - Santo Augusto (RS);69
4317806006;São Francisco - Santo Augusto (RS);97
4317806007;Glória - Santo Augusto (RS);100
4317806008;Petrópolis - Santo Augusto (RS);104
4317806009;Santo Antônio - Santo Augusto (RS);94
4317806010;Leonizio Gonzatto - Santo Augusto (RS);46
4317806011;Santa Rita - Santo Augusto (RS);59
4317806012;Zeca Silva - Santo Augusto (RS);35
4317806013;Tiradentes - Santo Augusto (RS);29
4317806014;Industrial - Santo Augusto (RS);5
4317806015;Cerro Azul - Santo Augusto (RS);21
4318002001;Centro - São Borja (RS);1153
4318002002;Pirahy - São Borja (RS);264
4318002003;Bettin - São Borja (RS);283
4318002004;Paraboi - São Borja (RS);221
4318002005;Dr. Florencio Aquino Guimarães - São Borja (RS);199
4318002006;Maria do Carmo - São Borja (RS);326
4318002007;Várzea - São Borja (RS);541
4318002008;Passo - São Borja (RS);912
4318002009;Itachere - São Borja (RS);409
4318002010;Tiro - São Borja (RS);703
4318101001;Centro - São Francisco de Assis (RS);719
4318101002;Santo Antônio das Olarias - São Francisco de Assis (RS);55
4318101003;Padre Matheus Mandarino - São Francisco de Assis (RS);124
4318101004;João XXIII - São Francisco de Assis (RS);154
4318101005;Ari Lopes - São Francisco de Assis (RS);45
4318101006;Assis Brasil Martins de Bitencourt - São Francisco de Assis (RS);135
4318101007;Vila Nova - São Francisco de Assis (RS);82
4318101008;Getúlio Vargas - São Francisco de Assis (RS);137
4318101009;João de Deus - São Francisco de Assis (RS);32
4318309001;Centro - São Gabriel (RS);1409
4318309002;Independência - São Gabriel (RS);582
4318309003;Mariana - São Gabriel (RS);293
4318309004;Jardim Primavera - São Gabriel (RS);44
4318309005;Vieira - São Gabriel (RS);34
4318309006;Corredor da Balança - São Gabriel (RS);22
4318309007;Novo Horizonte - São Gabriel (RS);32
4318309008;Esplanada - São Gabriel (RS);13
4318309009;Leal - São Gabriel (RS);11
4318309010;Cidade Nova - São Gabriel (RS);396
4318309011;Vargas - São Gabriel (RS);133
4318309012;Vila Trindade - São Gabriel (RS);153
4318309013;São Bento - São Gabriel (RS);35
4318309014;Jardim das Hortências - São Gabriel (RS);52
4318309015;Vivenda - São Gabriel (RS);23
4318309016;São Sebastião - São Gabriel (RS);66
4318309017;Santo Antônio - São Gabriel (RS);245
4318309018;Universitário - São Gabriel (RS);17
4318309019;San Isidro - São Gabriel (RS);3
4318309020;Dr. Dácio - São Gabriel (RS);45
4318309021;Élbio Vieira Vargas - São Gabriel (RS);76
4318309022;Gabrielense - São Gabriel (RS);192
4318309023;Trilha - São Gabriel (RS);..
4318309024;Bela Vista - São Gabriel (RS);69
4318309025;Santa Isabel - São Gabriel (RS);29
4318309026;Zona Sul - São Gabriel (RS);82
4318309027;Jardim Europa - São Gabriel (RS);45
4318309028;Vila Maria - São Gabriel (RS);140
4318309029;Baltar - São Gabriel (RS);296
4318309030;3 de Outubro - São Gabriel (RS);212
4318309031;Menino Jesus - São Gabriel (RS);167
4318309032;São Clemente - São Gabriel (RS);220
4318309033;São Gregório - São Gabriel (RS);41
4318309034;Medeiros - São Gabriel (RS);54
4318309035;Andrade - São Gabriel (RS);42
4318309036;Bomfim - São Gabriel (RS);176
4318309037;Morro do Sabiá - São Gabriel (RS);14
4318408001;Centro - São Jerônimo (RS);324
4318408002;Cidade Baixa - São Jerônimo (RS);111
4318408003;Bela Vista - São Jerônimo (RS);188
4318408004;São Francisco - São Jerônimo (RS);79
4318408005;Padre Reus - São Jerônimo (RS);22
4318408006;Fátima - São Jerônimo (RS);59
4318408007;São Thomas - São Jerônimo (RS);105
4318408008;Cidade Alta - São Jerônimo (RS);198
4318408009;Princesa Isabel - São Jerônimo (RS);25
4318408010;Passo D'Areia - São Jerônimo (RS);119
4318408011;Bandeira Branca - São Jerônimo (RS);66
4318408012;Quininho - São Jerônimo (RS);62
4318507001;Centro - São José do Norte (RS);...
4318507002;Almirante Tamandaré - São José do Norte (RS);...
4318507003;Brasília - São José do Norte (RS);...
4318507004;Guarida - São José do Norte (RS);...
4318507005;Comendador Carlos da Silva Santos - São José do Norte (RS);...
4318507006;João de Magalhães - São José do Norte (RS);...
4318507007;João Landell - São José do Norte (RS);...
4318507008;Veneza - São José do Norte (RS);...
4318507009;Humberto Ferrari - São José do Norte (RS);...
4318507010;Gaspar Silveira Martins - São José do Norte (RS);...
4318507011;Imperial Marinheiro Marcílio Dias - São José do Norte (RS);...
4318507012;Praia do Mar Grosso - São José do Norte (RS);...
4318606001;Altos da Esperança - São José do Ouro (RS);26
4318606002;Braço - São José do Ouro (RS);15
4318606003;São Francisco - São José do Ouro (RS);62
4318606004;Planalto - São José do Ouro (RS);30
4318606005;Operário - São José do Ouro (RS);58
4318606006;Das Canções - São José do Ouro (RS);22
4318606007;Nossa Senhora da Saúde - São José do Ouro (RS);4
4318705001;Boa Vista - São Leopoldo (RS);104
4318705002;Scharlau - São Leopoldo (RS);1162
4318705003;Arroio da Manteiga - São Leopoldo (RS);908
4318705004;Campina - São Leopoldo (RS);740
4318705005;Santos Dumont - São Leopoldo (RS);957
4318705006;Rio dos Sinos - São Leopoldo (RS);430
4318705007;São Miguel - São Leopoldo (RS);472
4318705008;Vicentina - São Leopoldo (RS);696
4318705009;São João Batista - São Leopoldo (RS);237
4318705010;Centro - São Leopoldo (RS);1780
4318705011;Fião - São Leopoldo (RS);301
4318705012;Cristo Rei - São Leopoldo (RS);526
4318705013;Padre Reus - São Leopoldo (RS);174
4318705014;Morro do Espelho - São Leopoldo (RS);340
4318705015;São José - São Leopoldo (RS);399
4318705016;Pinheiro - São Leopoldo (RS);159
4318705017;Rio Branco - São Leopoldo (RS);667
4318705018;Santo André - São Leopoldo (RS);325
4318705019;Campestre - São Leopoldo (RS);231
4318705020;Feitoria - São Leopoldo (RS);1898
4318705021;Fazenda São Borja - São Leopoldo (RS);101
4318705022;Jardim América - São Leopoldo (RS);590
4318705023;Santa Teresa - São Leopoldo (RS);660
4318705024;Duque de Caxias - São Leopoldo (RS);455
4318903001;Centro - São Luiz Gonzaga (RS);1203
4318903002;Oeste - São Luiz Gonzaga (RS);12
4318903003;Vila Nova - São Luiz Gonzaga (RS);20
4318903004;Vila Floresta - São Luiz Gonzaga (RS);142
4318903005;Vila Loureiro - São Luiz Gonzaga (RS);34
4318903006;Gruta - São Luiz Gonzaga (RS);168
4318903007;Pedreira - São Luiz Gonzaga (RS);76
4318903008;Vila Harmonia - São Luiz Gonzaga (RS);94
4318903009;Duque de Caxias - São Luiz Gonzaga (RS);261
4318903010;Monsenhor Wolski - São Luiz Gonzaga (RS);128
4318903011;Presidente Vargas - São Luiz Gonzaga (RS);135
4318903012;Maria Auxiliadora - São Luiz Gonzaga (RS);71
4318903013;Vila Mário - São Luiz Gonzaga (RS);163
4318903014;Residencial Centenário - São Luiz Gonzaga (RS);40
4318903015;Vila Fernando Ferrari - São Luiz Gonzaga (RS);39
4318903016;Agrícola - São Luiz Gonzaga (RS);144
4318903017;Vila Jauri - São Luiz Gonzaga (RS);71
4318903018;Raimundo Gomes Neto - São Luiz Gonzaga (RS);85
4318903019;Vila Marcos - São Luiz Gonzaga (RS);47
4318903020;Joaquim Nascimento - São Luiz Gonzaga (RS);54
4318903021;Vila Trinta - São Luiz Gonzaga (RS);54
4318903022;Vila Paz - São Luiz Gonzaga (RS);146
4318903023;Área Industrial - São Luiz Gonzaga (RS);2
4319000001;Bela Vista - São Marcos (RS);15
4319000002;Polo - São Marcos (RS);96
4319000003;São José - São Marcos (RS);102
4319000004;Santini - São Marcos (RS);32
4319000005;Michelon - São Marcos (RS);35
4319000006;Francisco Doncatto - São Marcos (RS);234
4319000007;Henrique Pante - São Marcos (RS);168
4319000008;Industrial - São Marcos (RS);101
4319406001;Nova Alemanha - São Pedro do Sul (RS);18
4319406002;Riveira - São Pedro do Sul (RS);101
4319406003;Canto Verde - São Pedro do Sul (RS);43
4319406004;Vila Schmidt - São Pedro do Sul (RS);41
4319406005;Vila Santa Luzia - São Pedro do Sul (RS);72
4319406006;Vila Oliveira - São Pedro do Sul (RS);120
4319406007;Vila Linhares - São Pedro do Sul (RS);36
4319406008;Vila Gaúcha - São Pedro do Sul (RS);48
4319406009;Vila Maturino de Oliveira Bello - São Pedro do Sul (RS);116
4319406010;Vila Progresso - São Pedro do Sul (RS);46
4319406011;Vila Santo Antônio - São Pedro do Sul (RS);78
4319406012;Vila Trevo - São Pedro do Sul (RS);33
4319604001;Centro - São Sepé (RS);512
4319604002;Medianeira - São Sepé (RS);104
4319604003;Kurtz - São Sepé (RS);193
4319604004;São Francisco - São Sepé (RS);106
4319604005;Santo Antônio - São Sepé (RS);150
4319604006;Cooperativa - São Sepé (RS);31
4319604007;Cristo Rei - São Sepé (RS);20
4319604008;Tatsch - São Sepé (RS);227
4319604009;Bela Vista - São Sepé (RS);37
4319604010;Isolanda - São Sepé (RS);81
4319604011;Silveira - São Sepé (RS);38
4319604012;Rosa - São Sepé (RS);92
4319604013;Pontes - São Sepé (RS);224
4319604014;Santos - São Sepé (RS);62
4319604015;Walter - São Sepé (RS);19
4319604016;Lôndero - São Sepé (RS);82
4319604017;Lili - São Sepé (RS);39
4320206001;Boca da Picada - Seberi (RS);172
4320206002;São Luiz - Seberi (RS);51
4320206003;Nossa Senhora Aparecida - Seberi (RS);67
4320206004;São José - Seberi (RS);81
4320206005;Centro - Seberi (RS);283
4320263001;Nossa Senhora Aparecida - Segredo (RS);12
4320263002;Renascer - Segredo (RS);8
4320404001;Centro - Serafina Corrêa (RS);470
4320404002;Aparecida - Serafina Corrêa (RS);132
4320404003;Santim - Serafina Corrêa (RS);102
4320404004;Gramadinho - Serafina Corrêa (RS);171
4320404005;Planalto - Serafina Corrêa (RS);50
4320701001;Maieron - Sobradinho (RS);159
4320701002;Vera Cruz - Sobradinho (RS);84
4320701003;Pousada do Sol - Sobradinho (RS);7
4320701004;Peões - Sobradinho (RS);8
4320701005;Copetti - Sobradinho (RS);67
4320701006;Pinhal - Sobradinho (RS);19
4320701007;Medianeira - Sobradinho (RS);49
4320701008;Industrial - Sobradinho (RS);20
4320701009;Rio Branco - Sobradinho (RS);67
4320701010;União - Sobradinho (RS);71
4320701011;Floresta - Sobradinho (RS);33
4320701012;Baixada - Sobradinho (RS);72
4320701013;Centro - Sobradinho (RS);332
4320800001;Botucaraí - Soledade (RS);259
4320800002;Expedicionário - Soledade (RS);255
4320800003;Missões - Soledade (RS);175
4320800004;Farroupilha - Soledade (RS);81
4320800005;Fontes - Soledade (RS);379
4320800006;Ipiranga - Soledade (RS);234
4320800007;Centro - Soledade (RS);461
4320909001;São Paulo - Tapejara (RS);340
4320909002;Nazaré - Tapejara (RS);72
4320909003;São Cristóvão - Tapejara (RS);175
4320909004;Treze de Maio - Tapejara (RS);55
4320909005;Centro - Tapejara (RS);654
4321006001;Centro - Tapera (RS);182
4321006002;Oito de Maio - Tapera (RS);49
4321006003;Azul - Tapera (RS);37
4321006004;Vila São Judas Tadeu - Tapera (RS);78
4321006005;Vila Brasília - Tapera (RS);55
4321006006;Vila Promorar - Tapera (RS);22
4321006007;Vila Cohab - Tapera (RS);45
4321006008;Seminário - Tapera (RS);31
4321006009;Progresso - Tapera (RS);112
4321006010;Pompéia - Tapera (RS);91
4321006011;Vila Elisa Trevisan - Tapera (RS);59
4321006012;América - Tapera (RS);35
4321204001;Centro - Taquara (RS);457
4321204002;Cruzeiro do Sul - Taquara (RS);237
4321204003;Eldorado - Taquara (RS);46
4321204004;Empresa - Taquara (RS);273
4321204005;Fogão Gaúcho - Taquara (RS);3
4321204006;Ideal - Taquara (RS);16
4321204007;Jardim do Prado - Taquara (RS);409
4321204008;Km 4 - Taquara (RS);35
4321204009;Medianeira - Taquara (RS);123
4321204010;Morro da Cruz - Taquara (RS);29
4321204011;Morro do Leôncio - Taquara (RS);49
4321204012;Mundo Novo - Taquara (RS);160
4321204013;Nossa Senhora de Fátima - Taquara (RS);174
4321204014;Petrópolis - Taquara (RS);386
4321204015;Picada Francesa - Taquara (RS);6
4321204016;Recreio - Taquara (RS);115
4321204017;Sagrada Família - Taquara (RS);170
4321204018;Santa Maria - Taquara (RS);80
4321204019;Santa Rosa - Taquara (RS);183
4321204020;Santa Terezinha - Taquara (RS);390
4321204021;Tucanos - Taquara (RS);70
4321204022;Ronda - Taquara (RS);16
4321303001;Centro - Taquari (RS);499
4321303002;Santo Antônio - Taquari (RS);56
4321303003;Colônia Vinte de Setembro - Taquari (RS);301
4321303004;União - Taquari (RS);68
4321303005;Léo Alvim Faller - Taquari (RS);145
4321303006;Prado - Taquari (RS);168
4321303007;Coqueiros - Taquari (RS);181
4321303008;Passo da Aldeia - Taquari (RS);150
4321303009;São João - Taquari (RS);37
4321303010;Caleira - Taquari (RS);61
4321303011;Praia - Taquari (RS);131
4321303012;Olaria - Taquari (RS);39
4321402001;Fries - Tenente Portela (RS);74
4321402002;Tereza Verzeri - Tenente Portela (RS);131
4321436001;Centro - Terra de Areia (RS);266
4321436002;Bela Vista - Terra de Areia (RS);98
4321436003;Serraria - Terra de Areia (RS);40
4321451001;Canabarro - Teutônia (RS);727
4321451002;Centro Administrativo - Teutônia (RS);44
4321451003;Languiru - Teutônia (RS);251
4321451004;Boa Vista - Teutônia (RS);59
4321451005;Teutônia - Teutônia (RS);292
4321451006;Alesgut - Teutônia (RS);49
4321667001;Santa Rita - Três Cachoeiras (RS);66
4321667002;Nossa Senhora Aparecida - Três Cachoeiras (RS);13
4321667003;Bela Vista - Três Cachoeiras (RS);62
4321667004;Centro - Três Cachoeiras (RS);223
4321667005;Iate - Três Cachoeiras (RS);20
4321667006;São João - Três Cachoeiras (RS);21
4321667007;Pontal - Três Cachoeiras (RS);39
4321709001;Centro - Três Coroas (RS);439
4321709002;Vila Nova - Três Coroas (RS);131
4321709003;Linha 28 - Três Coroas (RS);100
4321709004;Águas Brancas - Três Coroas (RS);110
4321709005;Sander - Três Coroas (RS);241
4321709006;Quilombo - Três Coroas (RS);67
4321709007;Linha Café Baixa - Três Coroas (RS);121
4321709008;Moreira - Três Coroas (RS);8
4321857001;Nossa Senhora Aparecida - Três Palmeiras (RS);50
4321857002;São Luiz - Três Palmeiras (RS);20
4321857003;São Pedro - Três Palmeiras (RS);6
4321857004;Centro - Três Palmeiras (RS);147
4321907001;Centro - Três Passos (RS);478
4321907002;Santa Inês - Três Passos (RS);190
4321907003;Pindorama - Três Passos (RS);224
4321907004;Glória - Três Passos (RS);159
4321907005;Sulserra - Três Passos (RS);72
4321907006;Frei Olimpio - Três Passos (RS);148
4321907007;Operário - Três Passos (RS);105
4321907008;Weber - Três Passos (RS);86
4321907009;Ildo Meneghetti - Três Passos (RS);134
4321907010;Érico Veríssimo - Três Passos (RS);215
4322186001;São José - Tupanci do Sul (RS);3
4322202001;Ana do Nascimento Terra - Tupanciretã (RS);39
4322202002;Jardim das Paineiras - Tupanciretã (RS);24
4322202003;Juliana - Tupanciretã (RS);106
4322202004;Chiapetta - Tupanciretã (RS);47
4322202005;Moraes - Tupanciretã (RS);88
4322202006;Beck - Tupanciretã (RS);85
4322202007;da Vila Gaúcha - Tupanciretã (RS);125
4322202008;da Vila Elizabeth - Tupanciretã (RS);176
4322202009;do Frigorífico - Tupanciretã (RS);47
4322202010;Coronel Marcial Gonçalves Terra - Tupanciretã (RS);206
4322202011;do Gaúcho - Tupanciretã (RS);74
4322202012;Medeiros - Tupanciretã (RS);44
4322202013;da Pedreira - Tupanciretã (RS);42
4322202014;São Jorge - Tupanciretã (RS);38
4322202015;Severo da Rosa - Tupanciretã (RS);36
4322202016;Residencial Martins - Tupanciretã (RS);18
4322202017;Antônio Augusto de Oliveira Terra - Tupanciretã (RS);62
4322202018;Centro - Tupanciretã (RS);521
4322376001;Emiliano Trindade Prestes - Unistalda (RS);25
4322376002;Democratino da Silva Ribeiro - Unistalda (RS);18
4322376003;Bertoldo Trindade - Unistalda (RS);15
4322400001;Centro - Uruguaiana (RS);1260
4322400002;Mascarenhas de Moraes - Uruguaiana (RS);149
4322400003;Santo Antônio - Uruguaiana (RS);296
4322400004;Santana - Uruguaiana (RS);427
4322400005;São João - Uruguaiana (RS);799
4322400006;Jóquei Clube - Uruguaiana (RS);122
4322400007;Cidade Nova - Uruguaiana (RS);273
4322400008;Santo Inácio - Uruguaiana (RS);152
4322400009;Distrito Rodoviário - Uruguaiana (RS);15
4322400010;Aeroporto - Uruguaiana (RS);16
4322400011;Jardim do Salso - Uruguaiana (RS);19
4322400012;União das Vilas - Uruguaiana (RS);419
4322400013;Salso de Baixo - Uruguaiana (RS);19
4322400014;Vila Júlia - Uruguaiana (RS);350
4322400015;Ipiranga - Uruguaiana (RS);489
4322400016;Rui Ramos - Uruguaiana (RS);110
4322400017;Cidade Alegria - Uruguaiana (RS);183
4322400018;Emílio Brandi - Uruguaiana (RS);130
4322400019;São Miguel - Uruguaiana (RS);962
4322400020;Nova Esperança - Uruguaiana (RS);732
4322400021;Alexandre Zachia - Uruguaiana (RS);196
4322400022;Rio Branco - Uruguaiana (RS);149
4322400023;Tabajara Brites - Uruguaiana (RS);180
4322400024;Cabo Luiz Quevedo - Uruguaiana (RS);421
4322400025;Francisca Tarrago - Uruguaiana (RS);70
4322400026;Bela Vista - Uruguaiana (RS);539
4322509001;Rio Branco - Vacaria (RS);...
4322509002;Centro - Vacaria (RS);821
4322509003;Santa Terezinha - Vacaria (RS);279
4322509004;Carazinho - Vacaria (RS);137
4322509005;Flora - Vacaria (RS);74
4322509006;Porcínio Pinto - Vacaria (RS);45
4322509007;Nossa Senhora de Oliveira - Vacaria (RS);33
4322509008;Imperial - Vacaria (RS);213
4322509009;Franciosi - Vacaria (RS);133
4322509010;Parque dos Rodeios - Vacaria (RS);29
4322509011;Chico Mendes - Vacaria (RS);8
4322509012;Monte Claro - Vacaria (RS);144
4322509013;Santana - Vacaria (RS);27
4322509014;Lindoca - Vacaria (RS);48
4322509015;Giacomet - Vacaria (RS);2
4322509016;Barcellos - Vacaria (RS);55
4322509017;Vista Alegre - Vacaria (RS);44
4322509018;Lomba Chata - Vacaria (RS);33
4322509019;Jardim dos Pampas - Vacaria (RS);204
4322509020;Gertrudes - Vacaria (RS);98
4322509021;Gaúcha - Vacaria (RS);71
4322509022;São Francisco - Vacaria (RS);53
4322509023;Borges - Vacaria (RS);81
4322509024;Minuano - Vacaria (RS);34
4322509025;Pradense - Vacaria (RS);46
4322509026;Nossa Senhora de Fátima - Vacaria (RS);196
4322509027;Pinheiros - Vacaria (RS);43
4322509028;Petrópolis - Vacaria (RS);327
4322509029;Cristina - Vacaria (RS);37
4322509030;Planalto - Vacaria (RS);131
4322509031;Cristal - Vacaria (RS);110
4322509032;Boeira - Vacaria (RS);85
4322509033;Kennedy - Vacaria (RS);156
4322509034;São José - Vacaria (RS);51
4322509035;Jardim Toscano - Vacaria (RS);85
4322509036;São João - Vacaria (RS);40
4322509037;Vêneto - Vacaria (RS);3
4322509038;Chácara das Palmeiras - Vacaria (RS);33
4322509039;Jardim América - Vacaria (RS);257
4322509040;Seminário - Vacaria (RS);23
4322509041;Lindóia - Vacaria (RS);18
4322509042;Mauá - Vacaria (RS);89
4322509043;Haideé - Vacaria (RS);43
4322509044;Diamantina - Vacaria (RS);5
4322509045;Glória - Vacaria (RS);184
4322509046;Altos da Glória - Vacaria (RS);81
4322509047;Gasparetto - Vacaria (RS);72
4322509048;Vitória - Vacaria (RS);161
4322509049;Municipal - Vacaria (RS);121
4322509050;Santa Cruz - Vacaria (RS);23
4322509051;Passo da Porteira - Vacaria (RS);3
4322509052;Industrial - Vacaria (RS);14
4322509053;Distrito Industrial I - Vacaria (RS);-
4322509054;Distrito Industrial II - Vacaria (RS);..
4322509055;Aeroporto - Vacaria (RS);7
4322509056;Samuel Guazzelli - Vacaria (RS);46
4322541001;Centro - Vale Real (RS);67
4322541002;Vila Nova - Vale Real (RS);43
4322541003;Recosta - Vale Real (RS);5
4322541004;Canto Krewer - Vale Real (RS);34
4322541005;Krindges - Vale Real (RS);12
4322541006;Morro Paris - Vale Real (RS);15
4322541007;Imigrante - Vale Real (RS);1
4322608001;Centro - Venâncio Aires (RS);775
4322608002;Cidade Alta - Venâncio Aires (RS);199
4322608003;União - Venâncio Aires (RS);209
4322608004;São Francisco Xavier - Venâncio Aires (RS);55
4322608005;Diettrich - Venâncio Aires (RS);65
4322608006;Santa Tecla - Venâncio Aires (RS);94
4322608007;Aviação - Venâncio Aires (RS);457
4322608008;Gressler - Venâncio Aires (RS);222
4322608009;Bela Vista - Venâncio Aires (RS);90
4322608010;Cidade Nova - Venâncio Aires (RS);117
4322608011;Xangrilá - Venâncio Aires (RS);78
4322608012;Leopoldina - Venâncio Aires (RS);48
4322608013;Morsch - Venâncio Aires (RS);100
4322608014;Brígida - Venâncio Aires (RS);137
4322608015;Cruzeiro - Venâncio Aires (RS);63
4322608016;Macedo - Venâncio Aires (RS);104
4322608017;Industrial - Venâncio Aires (RS);11
4322608018;Universitário - Venâncio Aires (RS);14
4322608019;Brands - Venâncio Aires (RS);53
4322608020;Coronel Brito - Venâncio Aires (RS);220
4322608021;Battisti - Venâncio Aires (RS);85
4322707001;Araçá - Vera Cruz (RS);97
4322707002;Arco Íris - Vera Cruz (RS);217
4322707003;Boa Vista - Vera Cruz (RS);36
4322707004;Esmeralda - Vera Cruz (RS);29
4322707005;Bom Jesus - Vera Cruz (RS);24
4322707006;Centro - Vera Cruz (RS);386
4322707007;Cipriano de Oliveira - Vera Cruz (RS);70
4322707008;Conventos - Vera Cruz (RS);26
4322707009;Imigrantes - Vera Cruz (RS);40
4322707010;Industrial - Vera Cruz (RS);20
4322707012;Leopoldina - Vera Cruz (RS);119
4322707013;Maria Rosália Pauli - Vera Cruz (RS);8
4322707014;Rincão da Serra - Vera Cruz (RS);74
4322806001;Centro - Veranópolis (RS);555
4322806002;Valverde - Veranópolis (RS);76
4322806003;Renovação - Veranópolis (RS);208
4322806004;Medianeira - Veranópolis (RS);190
4322806005;Medianeira 3 - Veranópolis (RS);31
4322806006;Vila Azul - Veranópolis (RS);37
4322806007;Distrito Industrial - Veranópolis (RS);..
4322806008;Por do Sol - Veranópolis (RS);8
4322806009;Santa Lúcia - Veranópolis (RS);99
4322806010;Santo Antônio - Veranópolis (RS);201
4322806011;Santa Rita - Veranópolis (RS);9
4322806012;Femaçã - Veranópolis (RS);103
4322806013;Palugana - Veranópolis (RS);152
4322806014;São Francisco - Veranópolis (RS);80
4322806015;São Pelegrino - Veranópolis (RS);98
4322806016;Universal - Veranópolis (RS);28
4322806017;Sapopema - Veranópolis (RS);16
4323101002;Figueiras - Vicente Dutra (RS);22
4323101003;Nossa Senhora dos Navegantes - Vicente Dutra (RS);7
4323101004;Águas do Prado - Vicente Dutra (RS);25
4323101005;Jateí - Vicente Dutra (RS);11
4323101006;Centro - Vicente Dutra (RS);109
4323101007;Uruguai - Vicente Dutra (RS);28
5000856001;Jardim das Flores - Angélica (MS);82
5000856002;Jardim dos Estados - Angélica (MS);4
5000856003;Setor Industrial - Angélica (MS);20
5000856004;Alvorada - Angélica (MS);39
5000856005;Imperial - Angélica (MS);47
5000856006;Jardim Ouro Verde - Angélica (MS);2
5000856007;Esplanada - Angélica (MS);36
5000856008;Antonio Mota Ramos - Angélica (MS);16
5000856009;Cerejo - Angélica (MS);4
5000856010;Mutum - Angélica (MS);9
5000856011;Das Nações - Angélica (MS);37
5000856012;Santa Clara - Angélica (MS);33
5000856013;Dos Estados - Angélica (MS);31
5000856014;Esperança - Angélica (MS);64
5000906001;Centro - Antônio João (MS);224
5000906002;Vila Penzo - Antônio João (MS);141
5000906003;Vila Nova - Antônio João (MS);114
5000906004;Vila Arabela Freire - Antônio João (MS);18
5000906005;Vila Guarany - Antônio João (MS);5
5002001001;Centro - Batayporã (MS);321
5002001002;Vila Nova Era - Batayporã (MS);8
5002001003;Vila Antonia Nantes - Batayporã (MS);28
5002001004;Vila Nídio Boffo - Batayporã (MS);41
5002001005;Vila Cantidiano Duarte - Batayporã (MS);34
5002001006;Vila Maria Gonçalves da Silva - Batayporã (MS);82
5002001007;Vila José Mustafá - Batayporã (MS);24
5002001008;Vila Militar - Batayporã (MS);16
5002100001;Primaveras - Bela Vista (MS);161
5002100002;Costa e Silva - Bela Vista (MS);171
5002100003;Antônio João - Bela Vista (MS);151
5002100004;Nova Bela Vista - Bela Vista (MS);149
5002100005;Planalto - Bela Vista (MS);67
5002100006;Espírito Santo - Bela Vista (MS);125
5002100007;Centro - Bela Vista (MS);471
5002100008;Água Doce - Bela Vista (MS);137
5002100009;Serradinho - Bela Vista (MS);58
5002209001;Atlântico - Bonito (MS);147
5002209002;Alvorada - Bonito (MS);78
5002209003;Formoso - Bonito (MS);110
5002209004;Rincão Bonito - Bonito (MS);173
5002209005;Singular - Bonito (MS);162
5002704001;Centro - Campo Grande (MS);2073
5002704002;São Francisco - Campo Grande (MS);1303
5002704003;Cruzeiro - Campo Grande (MS);1434
5002704004;Jardim dos Estados - Campo Grande (MS);505
5002704005;Bela Vista - Campo Grande (MS);176
5002704006;Itanhangá - Campo Grande (MS);203
5002704007;São Bento - Campo Grande (MS);308
5002704008;Monte Líbano - Campo Grande (MS);352
5002704009;Glória - Campo Grande (MS);430
5002704010;Carvalho - Campo Grande (MS);348
5002704011;Amambaí - Campo Grande (MS);1164
5002704012;Cabreúva - Campo Grande (MS);372
5002704013;Planalto - Campo Grande (MS);812
5002704014;José Abrão - Campo Grande (MS);303
5002704015;Nasser - Campo Grande (MS);1530
5002704016;Seminário - Campo Grande (MS);301
5002704017;Monte Castelo - Campo Grande (MS);600
5002704018;Mata do Segredo - Campo Grande (MS);367
5002704019;Coronel Antonino - Campo Grande (MS);1337
5002704020;Nova Lima - Campo Grande (MS);1524
5002704021;Bandeirantes - Campo Grande (MS);631
5002704022;Taquarussu - Campo Grande (MS);654
5002704023;Jóckey Club - Campo Grande (MS);760
5002704024;Jardim Paulista - Campo Grande (MS);322
