"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência (Pessoas)"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2010"
"Cód.","Município","Total","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"3116605","Cláudio (MG)","13798","7720","597","2502","63","253","489","2175"
"3116704","Coimbra (MG)","3042","794","208","806","70","97","42","1024"
"3116803","Coluna (MG)","4054","378","297","1941","79","586","5","766"
"3116902","Comendador Gomes (MG)","1699","577","148","318","149","63","21","423"
"3117009","Comercinho (MG)","3575","311","410","1216","299","762","11","566"
"3117108","Conceição da Aparecida (MG)","5096","1030","362","1405","195","233","73","1798"
"3117207","Conceição das Pedras (MG)","1191","155","145","277","17","66","5","524"
"3117306","Conceição das Alagoas (MG)","10974","5336","834","2633","95","120","349","1606"
"3117405","Conceição de Ipanema (MG)","2220","285","106","776","178","262","17","596"
"3117504","Conceição do Mato Dentro (MG)","7423","1881","531","2410","152","777","91","1581"
"3117603","Conceição do Pará (MG)","2497","1034","276","696","16","48","11","414"
"3117702","Conceição do Rio Verde (MG)","6148","3144","398","1475","46","145","55","885"
"3117801","Conceição dos Ouros (MG)","5191","2428","228","1272","27","62","77","1098"
"3117836","Cônego Marinho (MG)","2938","340","259","558","63","1395","13","311"
"3117876","Confins (MG)","3103","1634","339","450","11","105","12","552"
"3117900","Congonhal (MG)","5426","2015","127","1210","67","581","80","1345"
"3118007","Congonhas (MG)","21614","13239","1727","2650","214","375","133","3276"
"3118106","Congonhas do Norte (MG)","1199","210","156","418","28","233","3","152"
"3118205","Conquista (MG)","3177","1735","337","528","31","86","36","424"
"3118304","Conselheiro Lafaiete (MG)","53077","30273","2706","8424","414","613","1123","9524"
"3118403","Conselheiro Pena (MG)","8534","1928","608","2901","113","532","202","2250"
"3118502","Consolação (MG)","822","150","81","296","8","56","2","229"
"3118601","Contagem (MG)","305844","184785","11476","40565","4188","1481","4359","58989"
"3118700","Coqueiral (MG)","4368","1776","302","1098","128","119","93","854"
"3118809","Coração de Jesus (MG)","12150","1195","677","4250","823","1915","131","3159"
"3118908","Cordisburgo (MG)","3974","1091","353","1332","46","135","26","991"
"3119005","Cordislândia (MG)","1527","549","180","451","15","60","11","262"
"3119104","Corinto (MG)","9071","3377","833","2609","92","112","91","1958"
"3119203","Coroaci (MG)","4139","628","357","1744","169","536","30","675"
"3119302","Coromandel (MG)","14179","5171","801","4379","232","197","295","3104"
"3119401","Coronel Fabriciano (MG)","44516","25273","2232","7741","350","568","738","7614"
"3119500","Coronel Murta (MG)","3927","452","494","1292","136","610","62","881"
"3119609","Coronel Pacheco (MG)","1324","588","145","290","6","51","5","239"
"3119708","Coronel Xavier Chaves (MG)","1259","457","78","295","12","88","25","304"
"3119807","Córrego Danta (MG)","1567","376","227","503","66","71","36","288"
"3119906","Córrego do Bom Jesus (MG)","1732","459","74","303","26","109","12","749"
"3119955","Córrego Fundo (MG)","2749","1293","200","540","20","165","62","468"
"3120003","Córrego Novo (MG)","1083","252","244","269","55","66","11","186"
"3120102","Couto de Magalhães de Minas (MG)","1364","421","238","370","12","25","12","286"
"3120151","Crisólita (MG)","2252","200","163","1112","40","307","11","419"
"3120201","Cristais (MG)","6101","2665","339","1742","103","197","59","998"
"3120300","Cristália (MG)","1915","443","112","518","44","663","3","131"
"3120409","Cristiano Otoni (MG)","2135","704","209","559","30","95","18","519"
"3120508","Cristina (MG)","4794","1670","137","1507","20","102","58","1300"
"3120607","Crucilândia (MG)","2315","482","145","725","82","47","48","787"
"3120706","Cruzeiro da Fortaleza (MG)","1857","693","151","640","-","7","-","367"
"3120805","Cruzília (MG)","6887","2539","685","1879","71","203","204","1305"
"3120839","Cuparaque (MG)","1679","314","172","760","3","53","13","364"
"3120870","Curral de Dentro (MG)","2221","457","201","866","10","311","37","338"
"3120904","Curvelo (MG)","32735","15362","2109","7956","167","457","659","6025"
"3121001","Datas (MG)","2265","493","253","618","13","460","5","422"
"3121100","Delfim Moreira (MG)","3764","1253","192","961","77","230","64","987"
"3121209","Delfinópolis (MG)","3233","1521","18","1009","13","20","16","636"
"3121258","Delta (MG)","3522","2820","22","373","-","23","3","281"
"3121308","Descoberto (MG)","2137","893","194","530","34","26","77","383"
"3121407","Desterro de Entre Rios (MG)","2695","535","237","848","60","357","-","657"
"3121506","Desterro do Melo (MG)","1630","178","171","382","92","334","-","473"
"3121605","Diamantina (MG)","20805","8321","2081","4684","135","1909","567","3109"
"3121704","Diogo de Vasconcelos (MG)","1289","224","48","347","59","348","13","251"
"3121803","Dionísio (MG)","3556","1398","272","692","60","360","42","731"
"3121902","Divinésia (MG)","1456","428","173","464","-","47","32","312"
"3122009","Divino (MG)","8696","1251","393","2759","415","861","208","2808"
"3122108","Divino das Laranjeiras (MG)","1787","215","261","684","55","107","11","454"
"3122207","Divinolândia de Minas (MG)","2975","430","307","1123","53","591","54","416"
"3122306","Divinópolis (MG)","114100","61118","6042","15974","1152","665","3237","25912"
"3122355","Divisa Alegre (MG)","2345","478","395","775","61","123","27","486"
"3122405","Divisa Nova (MG)","2770","1347","164","711","7","24","33","484"
"3122454","Divisópolis (MG)","3678","426","450","1753","93","196","45","715"
"3122470","Dom Bosco (MG)","1768","343","194","652","44","176","14","345"
"3122504","Dom Cavati (MG)","2288","531","171","804","68","104","44","565"
"3122603","Dom Joaquim (MG)","1848","193","239","698","47","310","3","358"
"3122702","Dom Silvério (MG)","2462","873","207","648","47","159","74","454"
"3122801","Dom Viçoso (MG)","1199","244","181","255","23","55","11","430"
"3122900","Dona Euzébia (MG)","3126","1153","179","962","29","23","51","730"
"3123007","Dores de Campos (MG)","4866","1933","344","1387","28","34","222","919"
"3123106","Dores de Guanhães (MG)","1993","460","270","538","86","353","28","259"
"3123205","Dores do Indaiá (MG)","6650","2134","503","2403","96","78","175","1261"
"3123304","Dores do Turvo (MG)","1577","118","257","673","29","144","40","316"
"3123403","Doresópolis (MG)","672","141","105","227","8","8","1","182"
"3123502","Douradoquara (MG)","1074","153","104","401","40","137","7","233"
"3123528","Durandé (MG)","3799","260","346","2160","78","83","32","842"
"3123601","Elói Mendes (MG)","11913","5188","511","3466","169","205","156","2220"
"3123700","Engenheiro Caldas (MG)","3863","1067","350","1398","24","115","32","877"
"3123809","Engenheiro Navarro (MG)","2981","878","332","753","87","401","23","507"
"3123858","Entre Folhas (MG)","1790","305","121","746","88","171","3","355"
"3123908","Entre Rios de Minas (MG)","5823","2493","350","1139","51","267","138","1384"
"3124005","Ervália (MG)","9018","1909","445","3918","79","337","170","2160"
"3124104","Esmeraldas (MG)","26398","14385","1032","5767","298","435","199","4281"
"3124203","Espera Feliz (MG)","11184","2359","724","4842","435","406","575","1843"
"3124302","Espinosa (MG)","13215","2882","723","4382","253","1872","102","3000"
"3124401","Espírito Santo do Dourado (MG)","2590","715","170","653","44","172","7","830"
"3124500","Estiva (MG)","6212","1561","34","1593","40","163","78","2744"
"3124609","Estrela Dalva (MG)","1110","466","63","354","13","28","20","165"
"3124708","Estrela do Indaiá (MG)","1469","422","271","519","15","25","14","203"
"3124807","Estrela do Sul (MG)","3745","1697","412","771","64","115","9","676"
"3124906","Eugenópolis (MG)","4788","1607","290","1541","57","128","70","1095"
"3125002","Ewbank da Câmara (MG)","1445","858","115","226","10","3","-","234"
"3125101","Extrema (MG)","15318","9428","537","2232","132","263","167","2560"
"3125200","Fama (MG)","1248","399","93","363","35","53","8","298"
"3125309","Faria Lemos (MG)","1578","412","229","410","43","64","29","391"
"3125408","Felício dos Santos (MG)","2184","267","231","555","55","588","6","482"
"3125507","São Gonçalo do Rio Preto (MG)","1394","264","217","497","17","182","9","208"
"3125606","Felisburgo (MG)","2612","224","334","1180","38","309","12","515"
"3125705","Felixlândia (MG)","6292","2175","478","1712","127","473","68","1260"
"3125804","Fernandes Tourinho (MG)","1189","224","142","411","4","146","2","260"
"3125903","Ferros (MG)","4285","987","435","1282","65","796","44","675"
"3125952","Fervedouro (MG)","3886","587","291","1479","126","404","41","957"
"3126000","Florestal (MG)","3479","1239","442","828","38","293","66","572"
"3126109","Formiga (MG)","31988","16193","1429","6067","236","769","688","6606"
"3126208","Formoso (MG)","3436","586","294","1188","84","524","47","713"
"3126307","Fortaleza de Minas (MG)","1879","887","216","312","18","136","12","298"
"3126406","Fortuna de Minas (MG)","1353","457","232","414","5","53","8","184"
"3126505","Francisco Badaró (MG)","4764","1012","302","983","219","1570","33","644"
"3126604","Francisco Dumont (MG)","2185","505","182","732","26","226","31","482"
"3126703","Francisco Sá (MG)","9988","2191","819","3723","415","1103","97","1640"
"3126752","Franciscópolis (MG)","2324","149","211","946","69","301","17","630"
"3126802","Frei Gaspar (MG)","2276","330","238","862","23","460","13","351"
"3126901","Frei Inocêncio (MG)","3409","821","354","1398","43","167","34","591"
"3126950","Frei Lagonegro (MG)","1012","75","145","368","15","220","3","186"
"3127008","Fronteira (MG)","6798","3720","180","1619","66","193","15","1003"
"3127057","Fronteira dos Vales (MG)","1467","142","223","487","61","203","11","340"
"3127073","Fruta de Leite (MG)","2421","375","342","456","73","1022","3","149"
"3127107","Frutal (MG)","26790","13465","746","5385","280","232","560","6122"
"3127206","Funilândia (MG)","1349","536","99","460","-","46","-","208"
"3127305","Galiléia (MG)","2547","577","311","942","49","122","72","474"
"3127339","Gameleiras (MG)","2140","152","181","799","57","606","6","340"
"3127354","Glaucilândia (MG)","1210","235","150","221","23","334","-","247"
"3127370","Goiabeira (MG)","1070","171","139","467","43","11","83","155"
"3127388","Goianá (MG)","1665","580","178","375","12","105","89","326"
"3127404","Gonçalves (MG)","2147","503","115","816","46","208","89","371"
"3127503","Gonzaga (MG)","1865","314","177","694","60","402","6","213"
"3127602","Gouveia (MG)","4941","1964","368","1253","56","477","62","761"
"3127701","Governador Valadares (MG)","114436","51724","9576","22455","926","1332","2217","26205"
"3127800","Grão Mogol (MG)","6314","1238","487","2045","154","1087","20","1282"
"3127909","Grupiara (MG)","684","147","241","138","9","-","4","144"
"3128006","Guanhães (MG)","14169","4481","1214","3440","463","1120","455","2996"
"3128105","Guapé (MG)","6805","2033","682","1514","90","245","21","2220"
"3128204","Guaraciaba (MG)","4961","840","359","1929","120","744","31","938"
"3128253","Guaraciama (MG)","2131","564","252","357","83","241","3","632"
"3128303","Guaranésia (MG)","9499","5726","449","1753","75","35","119","1343"
"3128402","Guarani (MG)","4033","1864","232","1072","24","57","25","758"
"3128501","Guarará (MG)","1704","813","136","396","12","16","13","317"
"3128600","Guarda-Mor (MG)","3133","808","332","873","149","97","34","840"
"3128709","Guaxupé (MG)","24448","14909","759","3664","155","121","579","4261"
"3128808","Guidoval (MG)","3446","1262","284","894","57","136","46","767"
"3128907","Guimarânia (MG)","3246","1043","236","925","61","39","46","896"
"3129004","Guiricema (MG)","3907","850","257","1069","161","159","76","1335"
"3129103","Gurinhatã (MG)","3083","740","275","758","206","345","39","720"
"3129202","Heliodora (MG)","2711","902","180","650","3","6","36","933"
"3129301","Iapu (MG)","3653","964","279","1203","84","211","75","837"
"3129400","Ibertioga (MG)","2024","472","239","735","33","82","19","444"
"3129509","Ibiá (MG)","10988","5174","452","2668","185","268","73","2167"
"3129608","Ibiaí (MG)","3048","620","167","1187","79","406","6","582"
"3129657","Ibiracatu (MG)","1871","260","284","546","97","304","3","377"
"3129707","Ibiraci (MG)","6321","2590","230","2067","19","72","22","1320"
"3129806","Ibirité (MG)","71299","46453","2265","10781","486","257","302","10755"
"3129905","Ibitiúra de Minas (MG)","1803","300","86","422","6","54","7","928"
"3130002","Ibituruna (MG)","1145","448","153","272","15","18","10","229"
"3130051","Icaraí de Minas (MG)","4864","568","349","1643","262","664","17","1360"
"3130101","Igarapé (MG)","15473","8157","812","3212","175","156","307","2655"
"3130200","Igaratinga (MG)","4789","2106","168","1635","9","32","66","771"
"3130309","Iguatama (MG)","3757","1651","444","728","87","108","42","696"
"3130408","Ijaci (MG)","2521","1501","114","478","-","33","12","384"
"3130507","Ilicínea (MG)","5696","2225","275","1444","47","67","73","1565"
"3130556","Imbé de Minas (MG)","2628","333","144","1083","79","272","18","700"
"3130606","Inconfidentes (MG)","3574","1282","172","941","60","62","83","974"
"3130655","Indaiabira (MG)","3206","309","367","1111","66","710","9","634"
"3130705","Indianópolis (MG)","2866","1179","299","694","27","7","23","637"
"3130804","Ingaí (MG)","1252","533","153","341","5","5","43","172"
"3130903","Inhapim (MG)","10458","1818","736","3104","264","1197","142","3196"
"3131000","Inhaúma (MG)","2704","1175","261","776","24","62","11","395"
"3131109","Inimutaba (MG)","2986","1169","159","776","55","224","-","603"
"3131158","Ipaba (MG)","6291","2950","396","1553","86","189","49","1068"
"3131208","Ipanema (MG)","7919","1948","552","2657","282","277","178","2026"
"3131307","Ipatinga (MG)","106503","65390","4643","15217","638","344","2688","17583"
"3131406","Ipiaçu (MG)","1796","749","280","422","6","3","23","312"
"3131505","Ipuiúna (MG)","4975","1089","220","2211","61","168","140","1086"
"3131604","Iraí de Minas (MG)","3349","953","419","1078","5","13","37","844"
"3131703","Itabira (MG)","50627","30251","2263","7460","1086","1262","1164","7142"
"3131802","Itabirinha (MG)","4083","627","325","1733","8","215","75","1099"
"3131901","Itabirito (MG)","21484","13985","932","2365","196","184","562","3260"
"3132008","Itacambira (MG)","1953","375","305","249","77","643","28","277"
"3132107","Itacarambi (MG)","6026","1685","859","1863","44","575","55","944"
"3132206","Itaguara (MG)","6735","2398","329","1864","174","301","95","1575"
"3132305","Itaipé (MG)","5427","800","363","1683","84","1528","22","948"
"3132404","Itajubá (MG)","42095","24919","1743","5277","347","305","1274","8231"
"3132503","Itamarandiba (MG)","15146","3060","1517","5083","409","2344","203","2530"
"3132602","Itamarati de Minas (MG)","2092","701","199","581","24","27","30","531"
"3132701","Itambacuri (MG)","8992","1878","669","3724","372","645","195","1508"
"3132800","Itambé do Mato Dentro (MG)","871","130","14","380","12","50","11","274"
"3132909","Itamogi (MG)","5201","1437","172","1902","182","54","71","1382"
"3133006","Itamonte (MG)","6962","2614","470","1900","74","248","154","1502"
"3133105","Itanhandu (MG)","6976","3891","318","1291","51","68","90","1267"
"3133204","Itanhomi (MG)","4418","693","255","1721","147","386","155","1061"
"3133303","Itaobim (MG)","8234","1812","672","2577","234","758","14","2167"
"3133402","Itapagipe (MG)","7023","2574","515","1658","173","176","43","1884"
"3133501","Itapecerica (MG)","9787","4423","254","2329","105","244","57","2375"
"3133600","Itapeva (MG)","3792","1687","211","652","63","123","49","1006"
"3133709","Itatiaiuçu (MG)","4399","2158","266","1145","13","63","42","712"
"3133758","Itaú de Minas (MG)","6922","3757","205","1299","122","121","176","1241"
"3133808","Itaúna (MG)","43543","26200","1534","6471","216","388","1040","7694"
"3133907","Itaverava (MG)","2717","520","210","574","192","633","17","570"
"3134004","Itinga (MG)","4964","893","528","1371","413","752","35","972"
"3134103","Itueta (MG)","2422","522","51","877","43","309","37","583"
"3134202","Ituiutaba (MG)","48717","23666","3013","9716","618","618","1703","9382"
"3134301","Itumirim (MG)","2184","1028","228","463","14","17","2","432"
"3134400","Iturama (MG)","17394","8914","969","3498","230","238","343","3202"
"3134509","Itutinga (MG)","1684","475","96","551","58","50","4","450"
"3134608","Jaboticatubas (MG)","7730","2525","582","2375","75","314","93","1766"
"3134707","Jacinto (MG)","4438","628","321","2047","53","403","38","947"
"3134806","Jacuí (MG)","3852","1177","240","1044","81","189","69","1052"
"3134905","Jacutinga (MG)","13211","6042","357","3026","130","117","336","3204"
"3135001","Jaguaraçu (MG)","1263","564","187","218","20","50","7","218"
"3135050","Jaíba (MG)","15150","4304","598","5566","388","755","81","3458"
"3135076","Jampruca (MG)","1904","367","192","846","4","215","13","266"
"3135100","Janaúba (MG)","29114","9519","2744","9436","581","1212","510","5112"
"3135209","Januária (MG)","24167","5233","2851","6401","710","4160","203","4608"
"3135308","Japaraíba (MG)","1983","862","160","572","25","52","12","299"
"3135357","Japonvar (MG)","3793","520","417","921","149","1295","15","477"
"3135407","Jeceaba (MG)","1710","786","177","346","7","163","8","224"
"3135456","Jenipapo de Minas (MG)","2821","680","418","837","79","499","9","298"
"3135506","Jequeri (MG)","5048","819","389","1843","134","478","54","1331"
"3135605","Jequitaí (MG)","3373","727","280","1128","61","350","25","801"
"3135704","Jequitibá (MG)","2603","710","78","918","147","215","2","534"
"3135803","Jequitinhonha (MG)","10490","1942","850","3452","366","1457","66","2357"
"3135902","Jesuânia (MG)","2274","692","241","756","-","64","-","521"
"3136009","Joaíma (MG)","5843","755","533","2332","425","589","46","1162"
"3136108","Joanésia (MG)","2044","455","189","567","74","538","18","203"
"3136207","João Monlevade (MG)","31897","19261","884","4872","190","388","795","5507"
"3136306","João Pinheiro (MG)","21104","7980","1135","6278","558","711","532","3909"
"3136405","Joaquim Felício (MG)","1800","567","181","504","59","61","9","419"
"3136504","Jordânia (MG)","4250","514","290","1888","171","270","135","982"
"3136520","José Gonçalves de Minas (MG)","2207","712","275","379","18","596","-","226"
"3136553","José Raydan (MG)","1899","187","181","728","91","371","10","331"
"3136579","Josenópolis (MG)","1762","293","260","232","21","722","31","203"
"3136603","Nova União (MG)","2522","662","248","624","76","224","12","676"
"3136652","Juatuba (MG)","9561","6052","452","1618","58","147","85","1149"
"3136702","Juiz de Fora (MG)","246706","134644","17353","32163","2744","2148","8656","49000"
"3136801","Juramento (MG)","1977","416","251","638","66","284","11","311"
"3136900","Juruaia (MG)","5714","1622","196","1862","150","126","178","1580"
"3136959","Juvenília (MG)","1557","171","276","569","55","178","6","302"
"3137007","Ladainha (MG)","5849","510","414","1848","64","1142","50","1820"
"3137106","Lagamar (MG)","3322","876","310","924","63","236","79","835"
"3137205","Lagoa da Prata (MG)","23628","11187","635","6490","219","325","622","4149"
"3137304","Lagoa dos Patos (MG)","1982","217","404","819","10","191","9","331"
"3137403","Lagoa Dourada (MG)","5269","1574","247","1727","66","206","59","1390"
"3137502","Lagoa Formosa (MG)","8660","2795","695","1851","447","405","235","2231"
"3137536","Lagoa Grande (MG)","4008","1354","448","1021","56","160","93","875"
"3137601","Lagoa Santa (MG)","26702","12434","2729","4863","54","187","597","5838"
"3137700","Lajinha (MG)","8788","1279","790","4008","277","332","191","1911"
"3137809","Lambari (MG)","9412","2827","483","2474","107","241","294","2986"
"3137908","Lamim (MG)","1511","174","171","597","17","205","17","328"
"3138005","Laranjal (MG)","2903","1034","167","886","32","48","24","711"
"3138104","Lassance (MG)","2931","696","448","1010","41","179","20","536"
"3138203","Lavras (MG)","44536","25449","3431","6372","356","351","1257","7320"
"3138302","Leandro Ferreira (MG)","1633","667","184","480","4","6","19","274"
"3138351","Leme do Prado (MG)","1908","729","342","392","7","260","6","172"
"3138401","Leopoldina (MG)","22711","12008","1146","4155","285","278","579","4261"
"3138500","Liberdade (MG)","2284","646","207","661","45","161","6","559"
"3138609","Lima Duarte (MG)","7429","2442","571","2180","76","447","182","1531"
"3138625","Limeira do Oeste (MG)","3090","1545","250","624","17","110","27","517"
"3138658","Lontra (MG)","3446","312","454","1203","165","801","15","496"
"3138674","Luisburgo (MG)","3217","114","269","1296","58","213","19","1249"
"3138682","Luislândia (MG)","2120","198","313","718","47","220","31","592"
"3138708","Luminárias (MG)","2578","1173","218","546","20","35","44","542"
"3138807","Luz (MG)","8814","3300","779","2552","67","66","222","1828"
"3138906","Machacalis (MG)","2660","446","237","1218","76","148","25","509"
"3139003","Machado (MG)","19198","9360","764","4213","215","280","718","3649"
"3139102","Madre de Deus de Minas (MG)","2024","509","212","646","43","112","34","469"
"3139201","Malacacheta (MG)","7451","769","729","2631","111","835","89","2287"
"3139250","Mamonas (MG)","2525","207","149","713","257","660","11","528"
"3139300","Manga (MG)","6858","1248","583","2431","69","1022","51","1454"
"3139409","Manhuaçu (MG)","39371","13841","2400","11017","694","678","568","10174"
"3139508","Manhumirim (MG)","10019","3202","615","3788","143","78","195","1997"
"3139607","Mantena (MG)","11167","3275","636","3153","350","631","202","2920"
"3139706","Maravilhas (MG)","3456","1072","359","1331","33","108","109","443"
"3139805","Mar de Espanha (MG)","6149","3392","484","1096","14","36","114","1013"
"3139904","Maria da Fé (MG)","6199","2394","135","2200","48","159","54","1208"
"3140001","Mariana (MG)","23528","13159","1577","3673","316","593","325","3885"
"3140100","Marilac (MG)","1333","190","186","639","14","30","24","250"
"3140159","Mário Campos (MG)","5905","2924","429","1380","59","61","70","982"
"3140209","Maripá de Minas (MG)","1226","689","138","164","-","6","3","225"
"3140308","Marliéria (MG)","1511","629","231","331","18","131","4","166"
"3140407","Marmelópolis (MG)","1141","230","115","255","6","54","5","475"
"3140506","Martinho Campos (MG)","5835","2461","404","1572","103","213","110","970"
"3140530","Martins Soares (MG)","3678","444","185","1384","59","78","21","1508"
"3140555","Mata Verde (MG)","2994","288","385","1557","16","172","38","539"
"3140605","Materlândia (MG)","1386","152","223","508","27","294","35","147"
"3140704","Mateus Leme (MG)","11883","6753","343","1897","106","259","118","2407"
"3140803","Matias Barbosa (MG)","5992","3163","338","1021","75","103","140","1151"
"3140852","Matias Cardoso (MG)","3637","979","363","1347","161","343","11","434"
"3140902","Matipó (MG)","7547","1900","514","3673","63","181","46","1170"
"3141009","Mato Verde (MG)","6192","694","466","2474","201","574","161","1622"
"3141108","Matozinhos (MG)","16150","9589","1029","2366","127","238","228","2573"
"3141207","Matutina (MG)","1659","385","191","554","51","20","5","452"
"3141306","Medeiros (MG)","1834","334","252","482","147","18","22","578"
"3141405","Medina (MG)","7813","1489","527","2946","174","1141","121","1415"
"3141504","Mendes Pimentel (MG)","2208","353","267","766","46","179","21","577"
"3141603","Mercês (MG)","4339","919","304","1708","54","286","72","995"
"3141702","Mesquita (MG)","2514","664","290","471","59","599","9","423"
"3141801","Minas Novas (MG)","14070","4409","871","3691","566","2759","88","1687"
"3141900","Minduri (MG)","1587","513","103","683","37","18","8","225"
"3142007","Mirabela (MG)","5372","843","565","2080","66","698","40","1081"
"3142106","Miradouro (MG)","4449","1089","301","1331","194","328","65","1141"
"3142205","Miraí (MG)","5892","2372","311","2076","38","25","99","972"
"3142254","Miravânia (MG)","1639","198","259","477","76","327","13","288"
"3142304","Moeda (MG)","1993","758","119","585","22","119","42","349"
"3142403","Moema (MG)","3810","659","394","1643","32","145","176","761"
"3142502","Monjolos (MG)","925","169","249","295","5","41","-","167"
"3142601","Monsenhor Paulo (MG)","4281","1866","209","1332","30","92","60","692"
"3142700","Montalvânia (MG)","5635","881","674","2066","142","657","46","1169"
"3142809","Monte Alegre de Minas (MG)","9234","2992","758","2631","102","174","108","2469"
"3142908","Monte Azul (MG)","9530","1238","594","2958","294","1467","122","2858"
"3143005","Monte Belo (MG)","6946","1941","357","2052","350","411","87","1749"
"3143104","Monte Carmelo (MG)","22918","10627","1080","5883","146","314","452","4415"
"3143153","Monte Formoso (MG)","1484","130","181","440","54","568","2","109"
"3143203","Monte Santo de Minas (MG)","10270","4500","425","2476","90","108","306","2365"
"3143302","Montes Claros (MG)","167041","70345","15758","37779","1988","2818","4429","33925"
"3143401","Monte Sião (MG)","13812","4996","92","3074","344","148","499","4659"
"3143450","Montezuma (MG)","3657","681","341","1179","10","581","8","856"
"3143500","Morada Nova de Minas (MG)","4275","1079","570","1482","52","87","65","939"
"3143609","Morro da Garça (MG)","992","352","182","340","12","10","6","90"
"3143708","Morro do Pilar (MG)","1383","247","147","536","13","132","-","308"
"3143807","Munhoz (MG)","2802","524","95","1083","48","344","10","697"
"3143906","Muriaé (MG)","49990","24760","2926","10691","409","490","1175","9538"
"3144003","Mutum (MG)","12528","1651","719","4814","531","1389","81","3343"
"3144102","Muzambinho (MG)","10626","3239","595","2549","37","185","230","3792"
"3144201","Nacip Raydan (MG)","1149","118","81","660","33","103","10","145"
"3144300","Nanuque (MG)","17439","7711","1217","4148","245","313","443","3363"
"3144359","Naque (MG)","2424","1187","238","581","25","73","20","300"
"3144375","Natalândia (MG)","1550","421","236","503","26","52","32","280"
"3144409","Natércia (MG)","2547","550","175","632","74","56","15","1045"
"3144508","Nazareno (MG)","3471","1422","244","947","63","102","26","666"
"3144607","Nepomuceno (MG)","12187","5093","485","3765","144","301","161","2239"
"3144656","Ninheira (MG)","3172","357","341","1094","223","649","14","493"
"3144672","Nova Belém (MG)","1522","85","178","594","60","200","7","397"
"3144706","Nova Era (MG)","7023","3865","474","1407","86","104","131","957"
"3144805","Nova Lima (MG)","41970","26775","1427","5229","305","162","1479","6592"
"3144904","Nova Módica (MG)","1386","184","144","736","-","107","2","212"
"3145000","Nova Ponte (MG)","6184","3268","513","1133","51","81","94","1045"
"3145059","Nova Porteirinha (MG)","3530","909","177","1415","127","246","23","633"
"3145109","Nova Resende (MG)","8544","1271","272","3204","249","248","86","3214"
"3145208","Nova Serrana (MG)","45672","25591","1122","11574","180","123","1468","5613"
"3145307","Novo Cruzeiro (MG)","11906","1800","784","3396","390","2665","56","2817"
"3145356","Novo Oriente de Minas (MG)","3918","556","350","1042","334","1110","-","525"
"3145372","Novorizonte (MG)","2093","387","218","645","63","302","6","473"
"3145406","Olaria (MG)","798","195","134","202","17","50","-","201"
"3145455","Olhos-d'Água (MG)","2739","757","313","484","155","225","7","797"
"3145505","Olímpio Noronha (MG)","1109","501","174","265","9","23","14","123"
"3145604","Oliveira (MG)","19199","9901","803","4066","335","571","337","3186"
"3145703","Oliveira Fortes (MG)","837","231","90","279","23","76","8","129"
"3145802","Onça de Pitangui (MG)","1503","577","95","412","51","63","10","297"
"3145851","Oratórios (MG)","1835","921","200","301","4","98","8","304"
"3145877","Orizânia (MG)","2126","148","161","816","36","411","7","546"
"3145901","Ouro Branco (MG)","16661","9674","1261","2174","84","213","289","2965"
"3146008","Ouro Fino (MG)","16544","6429","782","3594","388","426","385","4540"
"3146107","Ouro Preto (MG)","32899","16494","2574","5578","506","815","438","6493"
"3146206","Ouro Verde de Minas (MG)","1872","125","257","576","73","136","13","692"
"3146255","Padre Carvalho (MG)","2498","1013","140","631","5","396","7","306"
"3146305","Padre Paraíso (MG)","6010","797","410","1872","77","1207","60","1587"
"3146404","Paineiras (MG)","2309","419","308","755","59","101","51","616"
"3146503","Pains (MG)","4127","1690","388","1027","27","60","79","857"
"3146552","Pai Pedro (MG)","1903","215","275","677","9","394","7","328"
"3146602","Paiva (MG)","713","155","110","255","-","81","2","109"
"3146701","Palma (MG)","2507","629","259","941","8","115","50","505"
"3146750","Palmópolis (MG)","3419","247","301","1100","397","636","2","736"
"3146909","Papagaios (MG)","6583","2456","366","2350","46","70","220","1075"
"3147006","Paracatu (MG)","39130","19039","2476","8543","507","785","771","7010"
"3147105","Pará de Minas (MG)","43674","25097","2503","7299","412","306","612","7445"
"3147204","Paraguaçu (MG)","10250","4763","605","2228","132","228","181","2114"
"3147303","Paraisópolis (MG)","9215","5060","112","1895","95","228","197","1628"
"3147402","Paraopeba (MG)","11082","5156","564","2658","123","251","82","2247"
"3147501","Passabém (MG)","799","151","115","341","10","116","1","65"
"3147600","Passa Quatro (MG)","7252","3353","385","1594","43","168","194","1517"
"3147709","Passa Tempo (MG)","3607","1193","233","994","77","229","39","843"
"3147808","Passa Vinte (MG)","1030","183","171","302","51","105","18","200"
"3147907","Passos (MG)","50101","28441","1987","8440","356","544","1062","9270"
"3147956","Patis (MG)","1708","268","216","664","49","157","-","354"
"3148004","Patos de Minas (MG)","70620","34249","5304","12178","850","1142","2689","14210"
"3148103","Patrocínio (MG)","41436","19073","2314","9432","443","950","1073","8153"
