"Tabela 1384 - Pessoas de 10 anos ou mais de idade, por classes de rendimento nominal mensal - Universo"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Bairro","Ano x Classes de rendimento nominal mensal"
"Cód.","Bairro","2010"
"Cód.","Bairro","Total","Até 1/2 salário mínimo","Mais de 1/2 a 1 salário mínimo","Mais de 1 a 2 salários mínimos","Mais de 2 a 5 salários mínimos","Mais de 5 a 10 salários mínimos","Mais de 10 a 20 salários mínimos","Mais de 20 salários mínimos","Sem rendimento","Sem declaração"
"1301704013","Nova Esperança - Humaitá (AM)","330","39","93","28","11","4","-","-","155","-"
"1301902001","Centro - Itacoatiara (AM)","2422","81","493","404","358","186","39","22","839","-"
"1301902002","Colônia - Itacoatiara (AM)","2268","162","597","378","223","51","12","2","843","-"
"1301902003","Jauary - Itacoatiara (AM)","4535","392","1296","573","351","82","17","9","1815","-"
"1301902004","Prainha - Itacoatiara (AM)","2333","399","601","200","50","9","1","-","1073","-"
"1301902005","Pedreiras - Itacoatiara (AM)","1123","138","269","171","78","14","1","5","447","-"
"1301902006","Do Iracy - Itacoatiara (AM)","3704","184","742","544","526","182","46","9","1471","-"
"1301902007","Santa Luzia - Itacoatiara (AM)","1558","119","383","212","137","43","4","4","656","-"
"1301902008","São Jorge - Itacoatiara (AM)","1650","114","395","156","95","21","2","-","867","-"
"1301902009","Santo Antônio - Itacoatiara (AM)","3590","512","934","433","205","50","5","3","1448","-"
"1301902010","Araújo Costa - Itacoatiara (AM)","1635","190","466","203","111","21","4","1","639","-"
"1301902011","São Cristóvão - Itacoatiara (AM)","3610","409","835","539","202","30","3","-","1592","-"
"1301902012","São Francisco - Itacoatiara (AM)","3458","438","845","370","130","20","4","-","1651","-"
"1301902013","Tiradentes - Itacoatiara (AM)","1690","121","355","255","142","37","6","3","771","-"
"1301902015","Florestal - Itacoatiara (AM)","468","32","123","58","37","3","-","-","215","-"
"1301902016","da Paz - Itacoatiara (AM)","896","133","175","58","24","1","-","-","505","-"
"1301902017","Eduardo Braga I - Itacoatiara (AM)","1822","308","388","177","61","4","1","-","883","-"
"1301902018","Eduardo Braga II - Itacoatiara (AM)","1620","267","361","164","27","6","-","-","795","-"
"1301902019","Mamoud Amed - Itacoatiara (AM)","2686","276","546","247","71","8","-","-","1538","-"
"1301902020","Jauary II - Itacoatiara (AM)","1827","207","443","208","153","39","9","-","768","-"
"1301902021","Jardim Adriana - Itacoatiara (AM)","314","57","78","32","14","1","-","-","132","-"
"1301902022","Mutirão - Itacoatiara (AM)","595","78","163","55","26","7","1","-","265","-"
"1301902023","Nogueira Junior - Itacoatiara (AM)","693","157","200","69","19","1","-","-","247","-"
"1301902024","Jardim Lorena - Itacoatiara (AM)","335","20","79","56","23","1","-","-","156","-"
"1301902025","Centenário - Itacoatiara (AM)","94","18","27","-","-","-","-","-","49","-"
"1302405001","Bairro da Fonte - Lábrea (AM)","4411","828","843","247","70","10","2","3","2408","-"
"1302405002","Centro - Lábrea (AM)","3392","395","715","439","267","92","18","6","1460","-"
"1302405003","São José - Lábrea (AM)","1405","134","358","157","64","18","2","-","672","-"
"1302405004","Barra Limpa - Lábrea (AM)","1959","196","491","162","69","17","2","1","1021","-"
"1302405005","Nossa Senhora de Fátima - Lábrea (AM)","1590","265","339","116","36","7","1","1","825","-"
"1302405006","Vila Falcão - Lábrea (AM)","3838","829","747","289","75","18","2","-","1878","-"
"1302405007","Pantanal - Lábrea (AM)","1826","362","336","100","37","12","1","3","975","-"
"1302405008","Bairro Novo - Lábrea (AM)","160","28","40","5","3","1","-","1","82","-"
"1302504001","Centro - Manacapuru (AM)","4926","143","1239","679","549","128","27","8","2153","-"
"1302504002","Aparecida - Manacapuru (AM)","4033","399","1073","401","167","34","6","4","1949","-"
"1302504003","Biribiri - Manacapuru (AM)","2442","318","604","266","111","32","1","-","1110","-"
"1302504004","Liberdade - Manacapuru (AM)","8667","1218","2411","958","417","84","15","6","3558","-"
"1302504005","Morada do Sol - Manacapuru (AM)","2512","349","570","253","104","25","6","7","1198","-"
"1302504006","São Francisco - Manacapuru (AM)","3780","513","984","486","289","67","14","3","1424","-"
"1302504007","São José - Manacapuru (AM)","7324","742","1685","992","438","115","24","6","3322","-"
"1302504008","Terra Preta - Manacapuru (AM)","4211","486","996","459","291","79","23","4","1873","-"
"1302504009","União - Manacapuru (AM)","3254","504","738","384","190","49","9","3","1377","-"
"1302504010","Correnteza - Manacapuru (AM)","3444","528","890","307","112","13","3","1","1590","-"
"1302504011","Nova Manacá - Manacapuru (AM)","2103","252","517","194","81","16","2","1","1040","-"
"1302603001","Centro - Manaus (AM)","28828","429","5011","5401","4391","1981","738","255","10622","-"
"1302603002","Nossa Senhora Aparecida - Manaus (AM)","6090","92","986","1110","974","429","125","52","2322","-"
"1302603003","Presidente Vargas - Manaus (AM)","6918","112","1225","1261","995","266","68","19","2972","-"
"1302603004","Praça 14 de Janeiro - Manaus (AM)","8898","186","1707","1832","1328","380","83","27","3355","-"
"1302603005","Cachoeirinha - Manaus (AM)","14668","235","2502","2974","2198","734","223","50","5752","-"
"1302603006","São Raimundo - Manaus (AM)","13151","236","2676","2686","1728","442","97","21","5265","-"
"1302603007","Glória - Manaus (AM)","7443","258","1395","1524","668","136","16","2","3444","-"
"1302603008","Santo Antônio - Manaus (AM)","16740","349","3491","3558","2094","522","100","23","6603","-"
"1302603009","Vila da Prata - Manaus (AM)","9365","129","1958","2110","944","228","57","10","3929","-"
"1302603010","Compensa - Manaus (AM)","62546","1615","13824","12074","5543","1656","401","99","27334","-"
"1302603011","São Jorge - Manaus (AM)","18490","319","3607","3518","2526","975","257","56","7232","-"
"1302603012","Santo Agostinho - Manaus (AM)","13490","309","2107","2699","1615","728","277","61","5694","-"
"1302603013","Nova Esperança - Manaus (AM)","14834","305","2580","2817","1827","610","288","121","6286","-"
"1302603014","Lírio do Vale - Manaus (AM)","17917","436","3415","3881","2476","605","94","22","6988","-"
"1302603015","Planalto - Manaus (AM)","14221","95","1356","2064","2975","1655","626","185","5265","-"
"1302603016","Alvorada - Manaus (AM)","54610","928","10354","11524","7285","1903","437","74","22105","-"
"1302603017","Redenção - Manaus (AM)","29037","720","5675","5713","3290","921","203","35","12480","-"
"1302603018","Da Paz - Manaus (AM)","12792","216","2232","2566","1680","663","216","66","5153","-"
"1302603019","Raiz - Manaus (AM)","11898","202","2147","2243","1589","478","107","21","5111","-"
"1302603020","São Francisco - Manaus (AM)","14303","216","2421","3177","1953","559","166","99","5712","-"
"1302603021","Petrópolis - Manaus (AM)","34451","725","6642","7335","4154","1031","196","47","14321","-"
"1302603022","Japiim - Manaus (AM)","45088","836","7760","9083","6280","2407","653","153","17916","-"
"1302603023","Coroado - Manaus (AM)","42729","1152","8674","8946","4582","1104","233","72","17966","-"
"1302603024","Educandos - Manaus (AM)","13283","344","3027","2811","1280","205","36","11","5569","-"
"1302603025","Santa Luzia - Manaus (AM)","5534","81","1085","1082","680","167","27","5","2407","-"
"1302603026","Morro da Liberdade - Manaus (AM)","9986","193","1965","2162","970","212","15","9","4460","-"
"1302603027","Betânia - Manaus (AM)","9198","191","1927","1918","1114","244","42","5","3757","-"
"1302603028","Colônia Oliveira Machado - Manaus (AM)","6978","166","1534","1608","548","108","63","8","2943","-"
"1302603029","São Lázaro - Manaus (AM)","10196","178","1693","1998","1266","666","81","7","4307","-"
"1302603030","Crespo - Manaus (AM)","12667","355","2706","2637","1171","180","35","13","5570","-"
"1302603031","Vila Buriti - Manaus (AM)","1515","9","87","142","265","259","42","3","708","-"
"1302603032","Distrito Industrial I - Manaus (AM)","2214","64","456","455","226","53","13","2","945","-"
"1302603033","Mauazinho - Manaus (AM)","18385","939","4458","2975","953","159","32","6","8863","-"
"1302603034","Colônia Antônio Aleixo - Manaus (AM)","12693","673","2760","1847","648","87","7","1","6670","-"
"1302603035","Puraquequara - Manaus (AM)","4526","285","1155","552","222","30","9","-","2273","-"
"1302603036","Dom Pedro I - Manaus (AM)","14936","158","1798","2209","2571","1710","713","224","5553","-"
"1302603037","Flores - Manaus (AM)","40231","505","4698","6525","6659","3621","1659","684","15880","-"
"1302603038","Parque 10 de Novembro - Manaus (AM)","35933","253","3800","4918","6317","4585","2492","984","12584","-"
"1302603039","Aleixo - Manaus (AM)","17652","184","2197","2567","2574","1865","1091","742","6432","-"
"1302603040","Adrianópolis - Manaus (AM)","7934","30","532","957","1172","1010","775","522","2936","-"
"1302603041","Nossa Senhora das Graças - Manaus (AM)","13235","124","1747","1809","1902","1462","954","615","4622","-"
"1302603042","São Geraldo - Manaus (AM)","6402","211","1231","1104","783","415","204","82","2372","-"
"1302603043","Chapada - Manaus (AM)","9915","77","901","1309","1789","1630","710","228","3271","-"
"1302603044","Colônia Santo Antônio - Manaus (AM)","14313","636","3147","2892","1519","323","46","9","5741","-"
"1302603045","Novo Israel - Manaus (AM)","13368","426","3087","2394","917","116","27","6","6395","-"
"1302603046","Colônia Terra Nova - Manaus (AM)","34875","1127","7490","6378","2134","252","33","12","17449","-"
"1302603047","Santa Etelvina - Manaus (AM)","20521","683","4637","3555","1334","176","33","9","10094","-"
"1302603048","Monte das Oliveiras - Manaus (AM)","31377","1367","7192","5629","2033","251","15","11","14879","-"
"1302603049","Cidade Nova - Manaus (AM)","100281","2845","16604","21021","13779","3572","707","149","41604","-"
"1302603050","Ponta Negra - Manaus (AM)","4244","60","398","448","434","451","424","491","1538","-"
"1302603051","Tarumã - Manaus (AM)","21247","1240","4494","4055","1466","275","98","56","9563","-"
"1302603052","Armando Mendes - Manaus (AM)","22772","779","4926","4275","1531","209","30","8","11014","-"
"1302603053","Zumbi dos Palmares - Manaus (AM)","27908","1186","6385","4901","1475","184","34","4","13739","-"
"1302603054","São José Operário - Manaus (AM)","53881","1944","11766","10520","5109","943","207","53","23339","-"
"1302603055","Tancredo Neves - Manaus (AM)","38411","2178","8348","6800","1995","231","32","10","18817","-"
"1302603056","Jorge Teixeira - Manaus (AM)","88238","3772","19916","14976","5027","601","77","16","43853","-"
"1302603057","Distrito Industrial II - Manaus (AM)","3078","113","528","576","383","79","12","4","1383","-"
"1302603058","Novo Aleixo - Manaus (AM)","78681","3085","15145","15793","8089","1714","312","77","34466","-"
"1302603059","Cidade de Deus - Manaus (AM)","54491","3108","11179","10377","3777","614","99","28","25309","-"
"1302603060","Nova Cidade - Manaus (AM)","47325","1226","7055","9320","7114","1563","205","37","20805","-"
"1302603061","Tarumã-Açu - Manaus (AM)","9278","443","1921","1631","702","224","63","13","4281","-"
"1302603062","Gilberto Mestrinho - Manaus (AM)","42225","2131","9134","7238","2744","517","66","17","20378","-"
"1302603063","Lago Azul - Manaus (AM)","5753","274","1164","923","301","44","7","4","3036","-"
"1302702001","Santa Luzia - Manicoré (AM)","2949","250","653","350","187","49","7","6","1447","-"
"1302702002","Dom Bosco - Manicoré (AM)","1454","164","439","160","46","13","4","-","628","-"
"1302702003","Rocinha - Manicoré (AM)","176","20","47","16","9","3","-","-","81","-"
"1302702004","Manicorezinho - Manicoré (AM)","567","86","162","34","13","-","-","-","272","-"
"1302702005","Auxiliadora - Manicoré (AM)","4476","933","919","400","156","26","8","2","2032","-"
"1302702006","Mazzarelo - Manicoré (AM)","1022","108","278","119","70","15","9","5","418","-"
"1302702007","Nossa Senhora do Rosário - Manicoré (AM)","1271","100","354","106","47","5","1","-","658","-"
"1302702008","São Domingos Sávio - Manicoré (AM)","919","102","220","84","40","10","2","2","459","-"
"1302702009","Colônia da Ribeira - Manicoré (AM)","714","78","160","86","31","7","1","2","349","-"
"1302702010","Centro - Manicoré (AM)","1866","218","466","177","114","22","5","1","863","-"
"1302702011","Ipasea - Manicoré (AM)","444","23","71","62","60","16","3","1","208","-"
"1302900001","Mário Fonseca - Maués (AM)","2076","420","559","191","70","19","3","1","813","-"
"1302900002","Centro - Maués (AM)","3044","242","868","364","221","63","21","10","1255","-"
"1302900003","Ramalho Júnior - Maués (AM)","3328","628","905","311","116","37","4","-","1327","-"
"1302900004","Maresia - Maués (AM)","1205","60","287","151","106","55","11","5","530","-"
"1302900005","Santa Luzia - Maués (AM)","5648","914","1328","604","273","75","14","6","2434","-"
"1302900006","Santa Tereza - Maués (AM)","413","75","81","51","36","11","3","1","155","-"
"1302900007","Do eden - Maués (AM)","984","106","236","64","29","8","-","1","540","-"
"1302900008","Donga Michiles - Maués (AM)","2649","589","602","250","45","9","2","-","1152","-"
"1302900009","Novo Bairro - Maués (AM)","128","41","25","10","-","-","-","-","52","-"
"1303106001","Vale do Sol - Nova Olinda do Norte (AM)","1211","178","269","116","25","2","1","-","620","-"
"1303106002","Santa Maria - Nova Olinda do Norte (AM)","1409","201","344","193","59","11","3","1","597","-"
"1303106003","Chicolândia - Nova Olinda do Norte (AM)","1567","286","290","111","25","6","1","4","844","-"
"1303106004","Santa Luzia - Nova Olinda do Norte (AM)","2011","330","502","240","73","15","6","2","843","-"
"1303106005","Nossa Senhora de Fátima - Nova Olinda do Norte (AM)","1361","220","315","116","54","20","3","2","631","-"
"1303106006","Aerolândia - Nova Olinda do Norte (AM)","1543","293","330","133","45","8","2","2","730","-"
"1303106007","Centro - Nova Olinda do Norte (AM)","1241","70","276","166","157","45","12","13","502","-"
"1303304001","Centro - Novo Aripuanã (AM)","1971","242","476","240","116","33","14","6","844","-"
"1303304002","Dos Trabalhadores - Novo Aripuanã (AM)","793","102","155","44","28","4","2","-","458","-"
"1303304003","Tv - Novo Aripuanã (AM)","1079","84","242","118","47","7","-","1","580","-"
"1303304004","Japiim - Novo Aripuanã (AM)","2500","271","556","227","70","13","2","1","1360","-"
"1303304005","Nossa Senhora da Conceição - Novo Aripuanã (AM)","4541","749","957","383","115","13","8","3","2313","-"
"1303403001","Centro - Parintins (AM)","4489","333","1228","550","433","149","37","16","1743","-"
"1303403002","Francesa - Parintins (AM)","2448","253","646","256","208","70","14","7","994","-"
"1303403003","Santa Clara - Parintins (AM)","1603","144","478","186","88","25","3","1","678","-"
"1303403004","Raimundo Muniz - Parintins (AM)","839","16","91","105","140","85","31","12","359","-"
"1303403005","Santa Rita - Parintins (AM)","1715","234","445","169","96","11","1","1","758","-"
"1303403006","Palmares - Parintins (AM)","5385","818","1546","463","224","36","18","7","2273","-"
"1303403007","Nossa Senhora de Nazaré - Parintins (AM)","2690","303","715","286","183","53","7","8","1135","-"
"1303403008","São Vicente de Paula - Parintins (AM)","1345","141","324","150","116","26","8","2","578","-"
"1303403009","Emílio Moreira - Parintins (AM)","919","43","215","108","95","16","12","2","428","-"
"1303403010","Vitória Régia - Parintins (AM)","1363","103","337","113","158","66","16","4","566","-"
"1303403011","São Benedito - Parintins (AM)","3508","294","1068","384","245","63","24","14","1416","-"
"1303403012","São José - Parintins (AM)","2414","378","687","215","132","25","3","1","973","-"
"1303403013","João Novo - Parintins (AM)","782","24","115","102","142","55","16","6","322","-"
"1303403014","Dejard Vieira - Parintins (AM)","1518","151","381","149","145","41","11","1","639","-"
"1303403015","Distrito Industrial - Parintins (AM)","..","X","X","X","X","X","X","X","X","X"
"1303403016","Itaúna I - Parintins (AM)","4383","819","1039","481","181","42","8","-","1813","-"
"1303403017","Jacareacanga - Parintins (AM)","213","20","62","13","6","2","3","-","107","-"
"1303403018","Paulo Corrêa - Parintins (AM)","9395","2523","2262","709","203","33","1","-","3664","-"
"1303403019","Itaúna II - Parintins (AM)","5920","1281","1423","569","187","28","6","1","2425","-"
"1303403020","Castanheira - Parintins (AM)","356","53","104","30","15","5","3","-","146","-"
"1303536001","Centro - Presidente Figueiredo (AM)","1241","28","187","263","146","32","9","1","575","-"
"1303536002","Honório Roldão - Presidente Figueiredo (AM)","816","26","157","155","123","34","7","2","312","-"
"1303536003","Tancredo Neves - Presidente Figueiredo (AM)","971","50","245","188","74","12","4","1","397","-"
"1303536004","Urubuí - Presidente Figueiredo (AM)","155","4","30","26","17","6","2","-","70","-"
"1303536005","José Dutra - Presidente Figueiredo (AM)","767","9","163","143","53","9","3","1","386","-"
"1303536006","Morada do Sol - Presidente Figueiredo (AM)","924","38","122","146","158","46","15","5","394","-"
"1303536007","Sol Nascente - Presidente Figueiredo (AM)","905","30","253","120","61","8","-","1","432","-"
"1303536008","Aida Mendonça - Presidente Figueiredo (AM)","1126","43","217","175","87","14","2","-","588","-"
