"Tabela 1384 - Pessoas de 10 anos ou mais de idade, por classes de rendimento nominal mensal - Universo"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Bairro","Ano x Classes de rendimento nominal mensal"
"Cód.","Bairro","2010"
"Cód.","Bairro","Total","Até 1/2 salário mínimo","Mais de 1/2 a 1 salário mínimo","Mais de 1 a 2 salários mínimos","Mais de 2 a 5 salários mínimos","Mais de 5 a 10 salários mínimos","Mais de 10 a 20 salários mínimos","Mais de 20 salários mínimos","Sem rendimento","Sem declaração"
"3519071001","RP 1-1 - Hortolândia (SP)","7442","71","679","1727","1737","450","70","12","2696","-"
"3519071002","RP 2-2 - Hortolândia (SP)","1971","14","198","455","380","67","10","3","844","-"
"3519071003","RP 2-3 - Hortolândia (SP)","1440","9","109","396","341","45","7","-","533","-"
"3519071004","RP 2-4 - Hortolândia (SP)","3484","28","262","646","718","334","83","20","1393","-"
"3519071005","RP 2-5 - Hortolândia (SP)","834","8","64","220","240","59","2","1","240","-"
"3519071006","RP 2-6 - Hortolândia (SP)","6133","64","548","1627","1222","213","34","8","2417","-"
"3519071007","RP 2-7 - Hortolândia (SP)","3644","36","445","1039","626","61","6","2","1429","-"
"3519071008","RP 2-8 - Hortolândia (SP)","6575","70","917","1887","1278","167","15","2","2239","-"
"3519071009","RP 2-9 - Hortolândia (SP)","9198","107","1070","2554","2009","381","62","7","3008","-"
"3519071010","RP 3-10 - Hortolândia (SP)","31864","546","4311","9691","4541","415","44","11","12305","-"
"3519071011","RP 3-11 - Hortolândia (SP)","91","-","17","30","9","-","-","-","35","-"
"3519071012","RP 3-12 - Hortolândia (SP)","806","13","181","225","87","7","-","-","293","-"
"3519071013","RP 3-13 - Hortolândia (SP)","893","10","127","269","171","23","7","1","285","-"
"3519071014","RP 3-14 - Hortolândia (SP)","3179","37","352","1010","521","55","2","2","1200","-"
"3519071015","RP 4-15 - Hortolândia (SP)","3568","30","413","1174","707","114","9","1","1120","-"
"3519071016","RP 4-16 - Hortolândia (SP)","15931","125","1758","4484","3573","695","64","15","5217","-"
"3519071017","RP 5-17 - Hortolândia (SP)","2595","31","344","810","443","45","3","-","919","-"
"3519071018","RP 5-18 - Hortolândia (SP)","15429","243","2171","4701","2146","218","23","1","5926","-"
"3519071019","RP 5-19 - Hortolândia (SP)","140","1","23","28","7","1","-","-","80","-"
"3519071020","RP 5-20 - Hortolândia (SP)","..","X","X","X","X","X","X","X","X","X"
"3519071021","RP 5-21 - Hortolândia (SP)","3569","70","435","1006","509","31","5","2","1511","-"
"3519071022","RP 5-22 - Hortolândia (SP)","4527","145","665","1500","267","13","-","-","1937","-"
"3519071024","RP 6-24 - Hortolândia (SP)","4284","74","595","1270","719","66","3","2","1555","-"
"3519071025","RP 6-25 - Hortolândia (SP)","15761","478","2301","4433","1582","100","4","2","6861","-"
"3519071026","RP 6-26 - Hortolândia (SP)","13383","213","1762","3865","2200","338","29","-","4976","-"
"3519071027","RP 6-27 - Hortolândia (SP)","810","16","161","235","40","1","1","-","356","-"
"3519071028","RP 6-28 - Hortolândia (SP)","3073","49","342","850","478","48","11","1","1294","-"
"3519071029","RP 6-29 - Hortolândia (SP)","..","X","X","X","X","X","X","X","X","X"
"3520400001","Vila - Ilhabela (SP)","1049","5","112","326","156","43","17","4","386","-"
"3520400002","Santa Tereza - Ilhabela (SP)","583","6","35","219","114","36","14","1","158","-"
"3520400003","Barreiros - Ilhabela (SP)","..","X","X","X","X","X","X","X","X","X"
"3520400004","Viana - Ilhabela (SP)","59","-","4","6","11","5","-","1","32","-"
"3520400005","Siriuba - Ilhabela (SP)","214","2","31","84","28","9","-","-","60","-"
"3520400006","Garapocaia - Ilhabela (SP)","24","-","3","7","4","2","-","-","8","-"
"3520400007","Ponta Azeda - Ilhabela (SP)","197","-","14","73","30","5","-","-","75","-"
"3520400008","Armação - Ilhabela (SP)","258","8","51","86","30","2","-","-","81","-"
"3520400009","Ponta das Canas - Ilhabela (SP)","23","-","-","11","3","1","-","-","8","-"
"3520400010","Pacoíba - Ilhabela (SP)","75","3","16","24","15","1","-","-","16","-"
"3520400011","Furnas - Ilhabela (SP)","16","1","6","3","-","-","-","-","6","-"
"3520400012","Jabaquara - Ilhabela (SP)","24","2","3","3","2","-","-","-","14","-"
"3520400013","Fome - Ilhabela (SP)","29","4","4","12","2","-","-","-","7","-"
"3520400014","Poço - Ilhabela (SP)","..","X","X","X","X","X","X","X","X","X"
"3520400015","Água Branca - Ilhabela (SP)","2520","59","349","822","450","109","18","5","708","-"
"3520400016","Toca - Ilhabela (SP)","623","22","157","190","29","4","-","-","221","-"
"3520400017","Reino - Ilhabela (SP)","1439","45","286","444","170","25","1","2","466","-"
"3520400018","Zabumba - Ilhabela (SP)","3450","95","633","1206","401","60","9","1","1045","-"
"3520400019","Camarão - Ilhabela (SP)","371","24","70","100","45","5","-","-","127","-"
"3520400020","Barra Velha - Ilhabela (SP)","3383","54","589","1022","577","143","22","7","969","-"
"3520400021","Pereque - Ilhabela (SP)","1583","19","188","370","328","136","49","7","486","-"
"3520400022","Itaguassu - Ilhabela (SP)","965","27","153","315","118","31","15","6","300","-"
"3520400023","Itaquanduba - Ilhabela (SP)","1893","40","319","647","194","38","6","6","643","-"
"3520400024","Engenheiro D'Água - Ilhabela (SP)","259","4","46","84","40","14","10","8","53","-"
"3520400025","Cocaia - Ilhabela (SP)","774","4","91","184","169","74","21","6","225","-"
"3520400026","Costa Bela - Ilhabela (SP)","199","2","24","49","42","2","3","-","77","-"
"3520400027","Ilhote - Ilhabela (SP)","190","3","30","56","34","16","2","3","46","-"
"3520400028","Bonete - Ilhabela (SP)","203","14","65","34","6","3","-","-","81","-"
"3520400029","Borrifos - Ilhabela (SP)","108","-","24","20","18","5","2","1","38","-"
"3520400030","Itapecerica - Ilhabela (SP)","129","2","16","40","26","4","1","-","40","-"
"3520400031","Taubaté - Ilhabela (SP)","181","1","35","65","19","5","2","1","53","-"
"3520400032","São Pedro - Ilhabela (SP)","118","1","24","35","26","6","1","2","23","-"
"3520400033","Veloso - Ilhabela (SP)","365","5","72","75","66","10","1","1","135","-"
"3520400034","Curral - Ilhabela (SP)","236","6","32","59","26","9","1","3","100","-"
"3520400035","Ribeirão - Ilhabela (SP)","1012","14","176","316","131","28","9","2","336","-"
"3520400036","Praia Grande - Ilhabela (SP)","256","3","48","77","41","9","4","1","73","-"
"3520400037","Feiticeira - Ilhabela (SP)","171","-","24","61","28","8","6","2","42","-"
"3520400038","Portinho - Ilhabela (SP)","372","4","65","122","61","20","4","2","94","-"
"3520400039","Sombrio - Ilhabela (SP)","31","-","10","4","3","-","-","-","14","-"
"3520400040","Praia Vermelha - Ilhabela (SP)","22","7","6","2","-","-","-","-","7","-"
"3520400041","Praia Mansa - Ilhabela (SP)","23","3","9","2","1","-","-","-","8","-"
"3520400042","Castelhanos - Ilhabela (SP)","96","16","20","6","4","1","-","-","49","-"
"3520400043","Laje Preta - Ilhabela (SP)","..","X","X","X","X","X","X","X","X","X"
"3520400044","Estácio - Ilhabela (SP)","..","X","X","X","X","X","X","X","X","X"
"3520400045","Guanxumas - Ilhabela (SP)","..","X","X","X","X","X","X","X","X","X"
"3520400046","Serraria - Ilhabela (SP)","47","6","19","-","1","-","-","-","21","-"
"3520400047","Enxovas - Ilhabela (SP)","19","-","2","-","7","-","-","-","10","-"
"3522109001","Marrocos - Itanhaém (SP)","254","6","26","60","46","13","1","-","102","-"
"3522109002","Loty - Itanhaém (SP)","1485","84","326","290","218","30","1","1","535","-"
"3522109003","Campos Elíseos - Itanhaém (SP)","310","6","53","50","63","18","2","-","118","-"
"3522109004","Verde Mar - Itanhaém (SP)","1280","65","241","258","218","26","4","-","468","-"
"3522109005","Jardim Suarão - Praia - Itanhaém (SP)","906","19","163","156","204","54","9","-","301","-"
"3522109006","Suarão - Itanhaém (SP)","1083","18","153","224","255","92","18","3","320","-"
"3522109007","Jardim Suarão - Interior - Itanhaém (SP)","2405","157","483","561","340","41","5","2","816","-"
"3522109008","Nossa Senhora do Sion - Itanhaém (SP)","3818","165","705","939","427","46","11","1","1524","-"
"3522109009","Nova Itanhaém - Praia - Itanhaém (SP)","982","9","131","188","243","85","26","3","297","-"
"3522109010","Nova Itanhaém - Interior - Itanhaém (SP)","1842","56","359","416","239","25","3","-","744","-"
"3522109011","Guarda Civil - Itanhaém (SP)","513","7","57","79","100","54","12","4","200","-"
"3522109012","Savoy - Itanhaém (SP)","3180","54","627","849","449","94","8","2","1097","-"
"3522109013","Satélite - Itanhaém (SP)","569","6","45","115","135","64","21","3","180","-"
"3522109014","Laranjeiras - Itanhaém (SP)","2470","102","413","643","250","39","6","-","1017","-"
"3522109015","Cidade Anchieta - Itanhaém (SP)","1543","25","252","407","296","73","8","-","482","-"
"3522109016","Ivoty - Itanhaém (SP)","1647","44","340","393","287","58","-","-","525","-"
"3522109017","Vila São Paulo - Itanhaém (SP)","1103","12","131","250","236","77","14","3","380","-"
"3522109018","Mosteiro - Itanhaém (SP)","668","3","102","140","155","61","17","-","190","-"
"3522109019","Guaraú - Itanhaém (SP)","160","5","31","31","20","7","2","-","64","-"
"3522109020","Baixio - Itanhaém (SP)","123","3","16","36","30","9","2","1","26","-"
"3522109021","Centro - Itanhaém (SP)","1412","9","118","222","386","225","72","22","358","-"
"3522109022","Oásis - Itanhaém (SP)","5323","375","1270","1229","265","20","-","-","2164","-"
"3522109023","Tropical - Itanhaém (SP)","3213","221","728","774","239","21","3","4","1223","-"
"3522109024","Aguapeú - Itanhaém (SP)","868","49","181","114","51","14","1","-","458","-"
"3522109025","Raminho - Itanhaém (SP)","120","6","19","6","7","1","-","-","81","-"
"3522109026","Do Rio Acima - Itanhaém (SP)","..","X","X","X","X","X","X","X","X","X"
"3522109027","Praia dos Sonhos - Itanhaém (SP)","1254","13","114","235","298","147","47","19","381","-"
"3522109028","Cibratel I - Itanhaém (SP)","731","4","92","130","179","73","30","5","218","-"
"3522109029","Belas Artes - Itanhaém (SP)","4650","149","755","1044","780","150","21","3","1748","-"
"3522109030","Corumbá - Itanhaém (SP)","3490","83","646","868","588","92","5","3","1205","-"
"3522109031","Cibratel II - Itanhaém (SP)","2404","68","401","506","446","134","31","1","817","-"
"3522109032","Guapiranga - Itanhaém (SP)","2167","124","415","637","232","23","2","-","734","-"
"3522109033","Sabaúna - Itanhaém (SP)","4033","240","850","931","325","26","2","2","1657","-"
"3522109034","Umuarama - Itanhaém (SP)","2781","130","502","641","308","43","9","-","1148","-"
"3522109035","Jardim Coronel - Itanhaém (SP)","2662","215","592","462","176","19","4","1","1193","-"
"3522109036","Cibratel - Chácaras - Itanhaém (SP)","678","31","150","175","33","1","-","-","288","-"
"3522109037","Jardim Anchieta - Itanhaém (SP)","125","13","33","19","7","-","-","-","53","-"
"3522109038","Tupy - Itanhaém (SP)","899","15","153","166","155","41","4","3","362","-"
"3522109039","Bopiranga - Itanhaém (SP)","1280","33","221","260","200","51","13","1","501","-"
"3522109040","São Fernando - Itanhaém (SP)","975","60","235","193","78","18","2","-","389","-"
"3522109041","Jamaica - Praia - Itanhaém (SP)","1244","66","256","239","200","27","5","4","447","-"
"3522109042","Jamaica - Interior - Itanhaém (SP)","1349","108","328","241","89","13","2","-","568","-"
"3522109043","Gaivota - Praia - Itanhaém (SP)","3283","147","607","656","450","76","8","2","1337","-"
"3522109044","Gaivota - Interior - Itanhaém (SP)","1481","123","336","319","119","19","1","1","563","-"
"3522109045","Araraú - Itanhaém (SP)","82","7","29","13","9","1","-","-","23","-"
"3522604001","Centro - Itapira (SP)","922","4","92","184","263","143","33","13","190","-"
"3522604002","Vila Pereira - Itapira (SP)","1070","4","370","320","165","52","3","1","155","-"
"3522604003","Santo Antônio - Itapira (SP)","1039","10","176","238","248","85","41","10","231","-"
"3522604004","Santa Cruz - Itapira (SP)","2200","12","305","505","478","164","35","3","698","-"
"3522604005","Nova Itapira - Itapira (SP)","1075","8","71","183","261","161","44","13","334","-"
"3522604006","Bela Vista - Itapira (SP)","436","3","19","117","84","57","26","7","123","-"
"3522604007","Vila Bazani - Itapira (SP)","712","3","54","165","111","24","7","-","348","-"
"3522604008","Cubatão - Itapira (SP)","2994","67","567","916","419","52","6","4","963","-"
"3522604009","São Vicente - Itapira (SP)","1247","5","260","305","298","65","15","1","298","-"
"3522604010","Boa Vista - Itapira (SP)","507","7","71","134","111","36","6","1","141","-"
"3522604011","Santa Fé - Itapira (SP)","211","-","5","48","30","29","9","3","87","-"
"3522604012","Pires - Itapira (SP)","1377","4","98","213","331","225","88","23","395","-"
"3522604013","Vila Esperança - Itapira (SP)","6776","102","1155","2108","1079","232","35","10","2055","-"
"3522604014","São Benedito - Itapira (SP)","1368","17","184","321","358","129","28","11","320","-"
"3522604015","Vila Isaura - Itapira (SP)","10156","172","1754","3368","1478","150","12","4","3218","-"
"3522604016","Vila Ilze - Itapira (SP)","1595","26","317","513","222","17","1","-","499","-"
"3522604017","Jardim Bonfim - Itapira (SP)","2547","59","525","852","229","19","-","-","863","-"
"3522604018","Jardim Rachel - Itapira (SP)","1799","62","372","542","199","13","1","-","610","-"
"3522604019","Macumbé - Itapira (SP)","141","2","33","44","16","4","-","-","42","-"
"3522604020","Vila Maria - Itapira (SP)","270","8","56","83","37","11","-","-","75","-"
"3522604021","Santa Terezinha - Itapira (SP)","5803","64","880","1839","1195","189","17","1","1618","-"
"3522604022","Prados - Itapira (SP)","735","1","121","230","106","25","1","7","244","-"
"3522604023","Macucos - Itapira (SP)","1554","21","204","430","335","58","4","1","501","-"
"3522604024","Pinheiros - Itapira (SP)","11","-","1","3","3","-","-","-","4","-"
"3522604025","Salgados - Itapira (SP)","234","2","10","35","52","19","10","5","101","-"
"3522604026","Santa Bárbara - Itapira (SP)","195","-","9","43","63","19","4","-","57","-"
"3522604027","Jardim Ivete - Itapira (SP)","795","14","164","244","149","22","2","1","199","-"
"3522604028","Jardim Magali - Itapira (SP)","1737","20","325","556","258","38","5","2","533","-"
"3523107001","Centro - Itaquaquecetuba (SP)","6086","204","783","1572","848","186","32","7","2454","-"
"3523107002","Perobal - Itaquaquecetuba (SP)","10740","156","1205","2989","1016","175","75","7","5117","-"
"3523107003","Rio Abaixo - Itaquaquecetuba (SP)","20544","551","3267","5447","1633","103","4","-","9539","-"
"3523107004","Corredor - Itaquaquecetuba (SP)","29336","945","4477","8123","2839","264","24","6","12658","-"
"3523107005","Cuiabá - Itaquaquecetuba (SP)","20510","496","2821","5320","2433","466","170","72","8732","-"
"3523107006","Una - Itaquaquecetuba (SP)","598","11","70","159","95","10","-","-","253","-"
"3523107007","Pinheirinho - Itaquaquecetuba (SP)","12313","461","2048","2964","980","77","8","2","5773","-"
"3523107008","Ribeiro - Itaquaquecetuba (SP)","3134","152","630","672","178","5","1","-","1496","-"
"3523107009","São Bento - Itaquaquecetuba (SP)","36","-","11","9","5","-","-","-","11","-"
"3523107010","Monte Belo - Itaquaquecetuba (SP)","17754","318","2555","4712","1624","181","27","2","8335","-"
"3523107011","Tipóia - Itaquaquecetuba (SP)","14152","427","2260","3874","1418","142","15","2","6014","-"
"3523107012","Campo da Venda - Itaquaquecetuba (SP)","3268","59","500","794","454","83","18","2","1358","-"
"3523107013","Campo Limpo - Itaquaquecetuba (SP)","35337","1228","5309","9462","2901","272","42","2","16121","-"
"3523107014","Pium - Itaquaquecetuba (SP)","9269","323","1720","1879","585","39","3","1","4719","-"
"3523107015","Cidade Kemel - Itaquaquecetuba (SP)","13616","379","1832","3864","1185","100","16","3","6237","-"
"3523107016","Vila Virgínia - Itaquaquecetuba (SP)","8825","95","999","2496","1335","234","27","6","3633","-"
"3523107017","Morro Branco - Itaquaquecetuba (SP)","8885","164","1271","2234","1183","176","20","12","3825","-"
"3523107018","Pedreira - Itaquaquecetuba (SP)","5287","153","800","1549","606","85","6","-","2088","-"
"3523107019","Estação - Itaquaquecetuba (SP)","2725","91","349","781","200","25","3","-","1276","-"
"3523107020","Mandi - Itaquaquecetuba (SP)","1777","38","324","339","88","11","5","-","972","-"
"3523107021","Jaguari - Itaquaquecetuba (SP)","2769","135","449","664","235","19","2","-","1265","-"
"3523107022","Sítio Mato Dentro - Itaquaquecetuba (SP)","15189","557","2551","3996","1261","112","10","1","6701","-"
"3523107023","Açafrão - Itaquaquecetuba (SP)","2803","70","400","730","135","3","-","-","1465","-"
"3523107024","Aracaré - Itaquaquecetuba (SP)","21102","535","2662","5609","2820","417","36","5","9018","-"
"3523503001","Centro - Itatinga (SP)","3124","71","595","761","557","156","21","8","955","-"
"3523503002","Jardim Parenti - Itatinga (SP)","553","17","123","150","78","10","1","2","172","-"
"3523503003","Jardim Parenti II - Itatinga (SP)","542","6","78","143","116","17","1","-","181","-"
"3523503004","Jardim Cidade Serrana - Itatinga (SP)","262","18","45","77","36","6","2","2","76","-"
"3523503005","Vila União - Itatinga (SP)","867","36","162","259","80","3","-","1","326","-"
"3523503006","Vila Nova Itatinga - Itatinga (SP)","1783","80","322","499","303","26","3","-","550","-"
"3523503007","Conjunto Habitacional Mário Covas - Itatinga (SP)","811","31","154","217","49","2","-","-","358","-"
"3523503008","Vila São Domingos - Itatinga (SP)","1009","44","196","309","121","8","2","-","329","-"
"3523503009","Vila São João - Itatinga (SP)","738","32","154","189","73","2","-","-","288","-"
"3523503010","Jardim Pedra Branca - Itatinga (SP)","372","26","55","95","39","1","-","-","156","-"
"3523503011","Residencial Nunes - Itatinga (SP)","461","11","68","123","69","10","2","-","178","-"
"3523503012","Vila Prete - Itatinga (SP)","873","46","178","252","94","16","-","-","287","-"
"3523503013","Chácara Horizonte - Itatinga (SP)","76","3","19","16","13","-","-","-","25","-"
"3523503014","Vila Canaã - Itatinga (SP)","1525","55","301","426","200","9","1","-","533","-"
"3523503015","Nova América - Itatinga (SP)","141","4","31","42","10","1","-","-","53","-"
"3523503016","Parque Industrial - Itatinga (SP)","30","3","9","3","1","-","-","-","14","-"
"3524303001","Centro - Jaboticabal (SP)","5245","49","567","1028","1284","662","245","85","1325","-"
"3524303002","Sorocabano - Jaboticabal (SP)","4452","72","817","1067","892","215","37","14","1338","-"
"3524303003","Nova Jaboticabal - Jaboticabal (SP)","3023","29","244","467","701","467","188","67","860","-"
"3524303004","Aparecida - Jaboticabal (SP)","11720","234","1937","2709","2436","711","181","64","3448","-"
"3524303005","Barreiro - Jaboticabal (SP)","3733","84","619","941","555","105","23","-","1406","-"
"3524303006","Alto - Jaboticabal (SP)","17271","509","2815","5126","2536","224","22","2","6037","-"
"3524303007","São Roque - Jaboticabal (SP)","4981","101","734","1295","1056","195","45","6","1549","-"
"3524303008","Cerradinho - Jaboticabal (SP)","7123","217","1076","1928","1316","253","28","12","2293","-"
"3524303009","Santa Isabel - Jaboticabal (SP)","876","4","52","110","215","139","73","47","236","-"
"3524303010","Cachoeira dos Mendes - Jaboticabal (SP)","1335","8","72","166","360","209","83","32","405","-"
"3524402001","Zona Preferencial 01 - ZAP 1 - Jacareí (SP)","77524","1234","10981","18016","14202","4095","1081","266","27649","-"
"3524402002","Zona Preferencial 02 - ZAP 2 A - Jacareí (SP)","42992","941","6709","10484","6438","1213","263","70","16874","-"
"3524402003","Zona Preferencial 02 - ZAP 2 B - Jacareí (SP)","26326","449","3629","5863","5100","1633","427","91","9134","-"
"3524402004","Zona Especial de Centro (ZEC) - Jacareí (SP)","3817","32","460","725","951","460","147","32","1010","-"
"3524402005","Zona Especial de Várzea (ZEV) - Jacareí (SP)","..","X","X","X","X","X","X","X","X","X"
"3524402006","Zona de Adensamento Controlado (ZAC) - Jacareí (SP)","12278","398","2010","2877","1602","389","72","6","4924","-"
"3524402007","Zona de Adensamento Restrito (ZAR) - Jacareí (SP)","1690","50","282","412","207","50","22","7","660","-"
"3524402008","Macrozona Destinação Industrial (MDI - Parateí) - Jacareí (SP)","486","6","119","108","30","7","4","-","212","-"
"3524402009","Macrozona Destinação Industrial (MDI - São Silvestre) - Jacareí (SP)","55","-","12","9","6","-","-","1","27","-"
"3524402010","Macrozona Destinação Industrial (MDI - Carvalho Pinto) - Jacareí (SP)","125","4","34","26","13","1","2","-","45","-"
"3524402011","Macrozona Destinação Industrial (MDI - AVIBRÁS) - Jacareí (SP)","97","3","5","14","22","1","1","-","51","-"
"3524402012","Macrozona Destinação Industrial (MDI - Pagador de Andrade) - Jacareí (SP)","136","8","22","46","16","1","-","-","43","-"
"3524402013","Macrozona Destinação Industrial (MDI - Meia Lua) - Jacareí (SP)","166","4","46","29","3","-","-","-","84","-"
"3524402014","Zona de Interesse Social - Jacareí (SP)","977","41","187","275","38","1","-","-","435","-"
"3524402015","Zona de Adensamento Controlado (ZAC - Meia Lua) - Jacareí (SP)","8071","259","1418","2358","889","88","2","4","3053","-"
"3524402016","Zona de Adensamento Controlado (ZAC - São Silvestre) - Jacareí (SP)","4109","88","589","971","757","94","9","-","1601","-"
"3524402017","Macrozona Destinação Industrial (Carv. Pinto - S. Silvestre) - Jacareí (SP)","203","2","50","41","13","3","2","1","91","-"
"3525904001","Centro - Jundiaí (SP)","9195","52","713","1664","2553","1334","577","268","2034","-"
"3525904002","Vila Arens / Vila Progresso - Jundiaí (SP)","11458","70","1066","2429","3110","1249","379","117","3038","-"
"3525904003","Agapeama - Jundiaí (SP)","7782","59","975","2021","1953","436","79","14","2245","-"
"3525904004","Jardim do Lago - Jundiaí (SP)","15292","114","1656","3752","3791","1007","180","23","4769","-"
"3525904005","Décimo Segundo GAC (Grupo de Artilharia e Campanha) - Jundiaí (SP)","114","-","3","13","21","25","9","2","41","-"
"3525904006","Vila Maringá - Jundiaí (SP)","12521","137","1410","3024","2763","1032","237","44","3874","-"
"3525904007","Vila Rami - Jundiaí (SP)","9332","40","951","2046","2505","921","259","79","2531","-"
"3525904008","Vianelo/Bonfiglioli - Jundiaí (SP)","10470","69","960","2133","2849","1139","399","111","2810","-"
"3525904009","Anhangabaú - Jundiaí (SP)","6776","56","645","1314","1468","846","414","135","1898","-"
"3525904010","Retiro - Jundiaí (SP)","4841","34","253","578","1010","829","462","185","1490","-"
"3525904011","Parque do Colégio - Jundiaí (SP)","3895","5","210","418","910","769","381","182","1020","-"
"3525904012","Vila Municipal - Jundiaí (SP)","2391","16","208","488","637","279","93","25","645","-"
"3525904013","Vila Rio Branco - Jundiaí (SP)","7417","45","796","1736","2163","603","146","18","1910","-"
"3525904014","Ponte São João - Jundiaí (SP)","7560","35","815","1710","1973","649","216","61","2101","-"
"3525904015","Jundiaí Mirim - Jundiaí (SP)","10797","98","1556","2998","1898","321","48","8","3870","-"
"3525904016","Jardim São Camilo - Jundiaí (SP)","9967","184","1407","3048","1555","225","21","4","3523","-"
"3525904017","Colônia - Jundiaí (SP)","6773","76","649","1575","1658","559","133","29","2094","-"
"3525904018","Jardim Tamoyo - Jundiaí (SP)","10259","192","1255","2726","2059","497","89","14","3427","-"
"3525904019","Jardim Nambi - Jundiaí (SP)","7146","98","872","2274","1479","205","23","7","2188","-"
"3525904020","Jardim Pacaembu - Jundiaí (SP)","7855","53","758","1802","2220","737","166","27","2092","-"
"3525904021","Malota - Jundiaí (SP)","819","3","46","92","103","112","104","81","278","-"
"3525904022","Vila Alvorada - Jundiaí (SP)","14891","145","1272","3772","3699","1199","295","60","4449","-"
"3525904023","Casa Branca / Setor Industrial - Jundiaí (SP)","430","4","56","145","87","12","4","-","122","-"
"3525904024","Hortolândia - Jundiaí (SP)","8664","74","1040","2411","1990","510","92","12","2535","-"
"3525904025","Horto Florestal - Jundiaí (SP)","3701","52","457","896","692","293","86","15","1210","-"
"3525904026","Marco Leite - Jundiaí (SP)","455","12","48","115","64","20","2","1","193","-"
"3525904027","Moisés - Jundiaí (SP)","706","3","60","117","119","78","58","40","231","-"
"3525904028","Vale Azul - Jundiaí (SP)","1113","3","95","187","261","123","66","23","355","-"
"3525904029","Aeroporto - Jundiaí (SP)","367","5","17","118","89","21","13","2","102","-"
"3525904030","Parque Eloy Chaves - Jundiaí (SP)","10175","63","543","1760","2787","1498","492","68","2964","-"
"3525904031","Ermida - Jundiaí (SP)","50","-","5","13","12","3","-","-","17","-"
"3525904032","Jardim das Tulipas - Jundiaí (SP)","4651","39","339","1351","966","187","18","2","1749","-"
"3525904033","Gramadão - Jundiaí (SP)","5464","99","905","1746","415","27","1","-","2271","-"
"3525904034","Distrito Industrial - Jundiaí (SP)","37","1","5","12","4","2","-","-","13","-"
"3525904035","Engordadouro - Jundiaí (SP)","2093","10","238","430","227","157","120","42","869","-"
"3525904036","Torres de São José - Jundiaí (SP)","6490","53","509","1278","1399","745","290","77","2139","-"
"3525904037","Cecap - Jundiaí (SP)","12396","119","1218","3574","2713","658","180","97","3837","-"
"3525904038","Parque Centenário - Jundiaí (SP)","2691","26","238","664","523","177","108","66","889","-"
"3525904039","Pinheirinho/Represa - Jundiaí (SP)","166","3","35","61","22","1","-","-","44","-"
"3525904040","Cerâmica Ibetel - Jundiaí (SP)","615","7","68","192","123","25","4","1","195","-"
"3525904041","Caxumbu - Jundiaí (SP)","3168","19","317","682","684","262","72","21","1111","-"
"3525904042","Nova Odessa - Jundiaí (SP)","541","5","80","151","101","28","9","1","166","-"
"3525904043","Jardim Samambaia - Jundiaí (SP)","3033","6","68","251","553","565","379","215","996","-"
"3525904044","Medeiros - Jundiaí (SP)","4564","28","354","933","1123","425","139","35","1527","-"
"3525904045","Setor Industrial - Jundiaí (SP)","3003","28","230","770","898","162","7","1","907","-"
"3529401001","RP1 (Regiões de Planejamento) - Mauá (SP)","10779","61","936","2203","2944","1032","201","35","3367","-"
"3529401002","RP2 (Regiões de Planejamento) - Mauá (SP)","3438","36","242","664","295","24","2","1","2174","-"
"3529401003","RP3 (Regiões de Planejamento) - Mauá (SP)","14757","92","1042","2856","3924","1459","197","24","5163","-"
"3529401004","RP4 (Regiões de Planejamento) - Mauá (SP)","42157","501","4917","10114","8851","2293","401","74","15006","-"
"3529401005","RP5 (Regiões de Planejamento) - Mauá (SP)","2605","24","288","843","468","44","5","-","933","-"
"3529401006","RP6 (Regiões de Planejamento) - Mauá (SP)","8306","69","1020","1993","1819","311","30","3","3061","-"
"3529401007","RP7 (Regiões de Planejamento) - Mauá (SP)","48804","1073","6262","14493","5485","368","27","2","21094","-"
"3529401008","RP8 (Regiões de Planejamento) - Mauá (SP)","65950","1467","9661","18199","8526","924","82","7","27084","-"
"3529401009","RP9 (Regiões de Planejamento) - Mauá (SP)","35916","734","4519","9997","7141","1096","94","12","12323","-"
"3529401010","RP10 (Regiões de Planejamento) - Mauá (SP)","47378","781","6199","12257","8264","1315","143","38","18381","-"
"3529401011","RP11 (Regiões de Planejamento) - Mauá (SP)","25663","686","3799","7027","3254","286","16","2","10593","-"
"3529401012","RP12 (Regiões de Planejamento) - Mauá (SP)","25581","542","3373","6652","4261","664","47","7","10035","-"
"3529401013","RP13 (Regiões de Planejamento) - Mauá (SP)","24316","525","3377","6547","3800","418","31","7","9611","-"
"3529401014","RP14 (Regiões de Planejamento) - Mauá (SP)","1936","76","332","471","208","26","6","1","816","-"
"3530300001","Moreira - Mirassol (SP)","4918","105","867","1601","625","87","8","5","1620","-"
"3530300002","Santa Casa - Mirassol (SP)","1406","18","223","306","261","151","39","8","400","-"
"3530300003","Souza - Mirassol (SP)","3151","62","447","922","605","143","36","1","935","-"
"3530300004","Aeroporto - Mirassol (SP)","850","38","158","323","88","11","1","-","231","-"
"3530300005","Santa Cruz - Mirassol (SP)","1255","13","188","416","237","26","4","1","370","-"
"3530300006","Nossa Senhora Aparecida - Mirassol (SP)","7625","198","1308","2643","1126","129","10","1","2210","-"
"3530300007","Grota - Mirassol (SP)","77","-","51","13","4","2","-","-","7","-"
"3530300008","Fartura - Mirassol (SP)","342","2","22","60","75","44","22","13","104","-"
