"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Município","Situação do domicílio","Grupo de idade","Ano x Condição de atividade x Sexo"
"Cód.","Município","Situação do domicílio","Grupo de idade","2010"
"Cód.","Município","Situação do domicílio","Grupo de idade","Economicamente ativa"
"Cód.","Município","Situação do domicílio","Grupo de idade","Total"
"3124005","Ervália (MG)","Total","Total","9266"
"3124104","Esmeraldas (MG)","Total","Total","28665"
"3124203","Espera Feliz (MG)","Total","Total","11654"
"3124302","Espinosa (MG)","Total","Total","14590"
"3124401","Espírito Santo do Dourado (MG)","Total","Total","2613"
"3124500","Estiva (MG)","Total","Total","6306"
"3124609","Estrela Dalva (MG)","Total","Total","1173"
"3124708","Estrela do Indaiá (MG)","Total","Total","1582"
"3124807","Estrela do Sul (MG)","Total","Total","3998"
"3124906","Eugenópolis (MG)","Total","Total","5031"
"3125002","Ewbank da Câmara (MG)","Total","Total","1513"
"3125101","Extrema (MG)","Total","Total","16068"
"3125200","Fama (MG)","Total","Total","1267"
"3125309","Faria Lemos (MG)","Total","Total","1668"
"3125408","Felício dos Santos (MG)","Total","Total","2258"
"3125507","São Gonçalo do Rio Preto (MG)","Total","Total","1512"
"3125606","Felisburgo (MG)","Total","Total","2922"
"3125705","Felixlândia (MG)","Total","Total","6930"
"3125804","Fernandes Tourinho (MG)","Total","Total","1264"
"3125903","Ferros (MG)","Total","Total","4577"
"3125952","Fervedouro (MG)","Total","Total","4145"
"3126000","Florestal (MG)","Total","Total","3679"
"3126109","Formiga (MG)","Total","Total","33161"
"3126208","Formoso (MG)","Total","Total","3858"
"3126307","Fortaleza de Minas (MG)","Total","Total","1946"
"3126406","Fortuna de Minas (MG)","Total","Total","1484"
"3126505","Francisco Badaró (MG)","Total","Total","5090"
"3126604","Francisco Dumont (MG)","Total","Total","2325"
"3126703","Francisco Sá (MG)","Total","Total","10787"
"3126752","Franciscópolis (MG)","Total","Total","2459"
"3126802","Frei Gaspar (MG)","Total","Total","2383"
"3126901","Frei Inocêncio (MG)","Total","Total","3817"
"3126950","Frei Lagonegro (MG)","Total","Total","1051"
"3127008","Fronteira (MG)","Total","Total","7312"
"3127057","Fronteira dos Vales (MG)","Total","Total","1647"
"3127073","Fruta de Leite (MG)","Total","Total","2588"
"3127107","Frutal (MG)","Total","Total","28012"
"3127206","Funilândia (MG)","Total","Total","1464"
"3127305","Galiléia (MG)","Total","Total","2802"
"3127339","Gameleiras (MG)","Total","Total","2365"
"3127354","Glaucilândia (MG)","Total","Total","1397"
"3127370","Goiabeira (MG)","Total","Total","1164"
"3127388","Goianá (MG)","Total","Total","1785"
"3127404","Gonçalves (MG)","Total","Total","2196"
"3127503","Gonzaga (MG)","Total","Total","2164"
"3127602","Gouveia (MG)","Total","Total","5283"
"3127701","Governador Valadares (MG)","Total","Total","127285"
"3127800","Grão Mogol (MG)","Total","Total","6874"
"3127909","Grupiara (MG)","Total","Total","707"
"3128006","Guanhães (MG)","Total","Total","15467"
"3128105","Guapé (MG)","Total","Total","7013"
"3128204","Guaraciaba (MG)","Total","Total","5045"
"3128253","Guaraciama (MG)","Total","Total","2233"
"3128303","Guaranésia (MG)","Total","Total","9967"
"3128402","Guarani (MG)","Total","Total","4202"
"3128501","Guarará (MG)","Total","Total","1845"
"3128600","Guarda-Mor (MG)","Total","Total","3326"
"3128709","Guaxupé (MG)","Total","Total","25746"
"3128808","Guidoval (MG)","Total","Total","3543"
"3128907","Guimarânia (MG)","Total","Total","3439"
"3129004","Guiricema (MG)","Total","Total","4044"
"3129103","Gurinhatã (MG)","Total","Total","3196"
"3129202","Heliodora (MG)","Total","Total","2750"
"3129301","Iapu (MG)","Total","Total","3864"
"3129400","Ibertioga (MG)","Total","Total","2121"
"3129509","Ibiá (MG)","Total","Total","11604"
"3129608","Ibiaí (MG)","Total","Total","3329"
"3129657","Ibiracatu (MG)","Total","Total","2277"
"3129707","Ibiraci (MG)","Total","Total","6436"
"3129806","Ibirité (MG)","Total","Total","77648"
"3129905","Ibitiúra de Minas (MG)","Total","Total","1836"
"3130002","Ibituruna (MG)","Total","Total","1202"
"3130051","Icaraí de Minas (MG)","Total","Total","5234"
"3130101","Igarapé (MG)","Total","Total","16661"
"3130200","Igaratinga (MG)","Total","Total","4916"
"3130309","Iguatama (MG)","Total","Total","3985"
"3130408","Ijaci (MG)","Total","Total","2690"
"3130507","Ilicínea (MG)","Total","Total","5804"
"3130556","Imbé de Minas (MG)","Total","Total","2741"
"3130606","Inconfidentes (MG)","Total","Total","3676"
"3130655","Indaiabira (MG)","Total","Total","3427"
"3130705","Indianópolis (MG)","Total","Total","2942"
"3130804","Ingaí (MG)","Total","Total","1291"
"3130903","Inhapim (MG)","Total","Total","11148"
"3131000","Inhaúma (MG)","Total","Total","2919"
"3131109","Inimutaba (MG)","Total","Total","3236"
"3131158","Ipaba (MG)","Total","Total","7320"
"3131208","Ipanema (MG)","Total","Total","8554"
"3131307","Ipatinga (MG)","Total","Total","117497"
"3131406","Ipiaçu (MG)","Total","Total","1882"
"3131505","Ipuiúna (MG)","Total","Total","5168"
"3131604","Iraí de Minas (MG)","Total","Total","3486"
"3131703","Itabira (MG)","Total","Total","56810"
"3131802","Itabirinha (MG)","Total","Total","4427"
"3131901","Itabirito (MG)","Total","Total","23220"
"3132008","Itacambira (MG)","Total","Total","2078"
"3132107","Itacarambi (MG)","Total","Total","7081"
"3132206","Itaguara (MG)","Total","Total","6909"
"3132305","Itaipé (MG)","Total","Total","5700"
"3132404","Itajubá (MG)","Total","Total","44902"
"3132503","Itamarandiba (MG)","Total","Total","16226"
"3132602","Itamarati de Minas (MG)","Total","Total","2196"
"3132701","Itambacuri (MG)","Total","Total","10137"
"3132800","Itambé do Mato Dentro (MG)","Total","Total","889"
"3132909","Itamogi (MG)","Total","Total","5368"
"3133006","Itamonte (MG)","Total","Total","7307"
"3133105","Itanhandu (MG)","Total","Total","7457"
"3133204","Itanhomi (MG)","Total","Total","4725"
"3133303","Itaobim (MG)","Total","Total","9013"
"3133402","Itapagipe (MG)","Total","Total","7337"
"3133501","Itapecerica (MG)","Total","Total","10157"
"3133600","Itapeva (MG)","Total","Total","4003"
"3133709","Itatiaiuçu (MG)","Total","Total","4729"
"3133758","Itaú de Minas (MG)","Total","Total","7456"
"3133808","Itaúna (MG)","Total","Total","46746"
"3133907","Itaverava (MG)","Total","Total","2791"
"3134004","Itinga (MG)","Total","Total","5748"
"3134103","Itueta (MG)","Total","Total","2548"
"3134202","Ituiutaba (MG)","Total","Total","52099"
"3134301","Itumirim (MG)","Total","Total","2347"
"3134400","Iturama (MG)","Total","Total","18351"
"3134509","Itutinga (MG)","Total","Total","1800"
"3134608","Jaboticatubas (MG)","Total","Total","8162"
"3134707","Jacinto (MG)","Total","Total","4786"
"3134806","Jacuí (MG)","Total","Total","4028"
"3134905","Jacutinga (MG)","Total","Total","13490"
"3135001","Jaguaraçu (MG)","Total","Total","1353"
"3135050","Jaíba (MG)","Total","Total","16105"
"3135076","Jampruca (MG)","Total","Total","2013"
"3135100","Janaúba (MG)","Total","Total","32531"
"3135209","Januária (MG)","Total","Total","26428"
"3135308","Japaraíba (MG)","Total","Total","2083"
"3135357","Japonvar (MG)","Total","Total","3999"
"3135407","Jeceaba (MG)","Total","Total","1829"
"3135456","Jenipapo de Minas (MG)","Total","Total","3012"
"3135506","Jequeri (MG)","Total","Total","5353"
"3135605","Jequitaí (MG)","Total","Total","3740"
"3135704","Jequitibá (MG)","Total","Total","2731"
"3135803","Jequitinhonha (MG)","Total","Total","11225"
"3135902","Jesuânia (MG)","Total","Total","2389"
"3136009","Joaíma (MG)","Total","Total","6471"
"3136108","Joanésia (MG)","Total","Total","2215"
"3136207","João Monlevade (MG)","Total","Total","35320"
"3136306","João Pinheiro (MG)","Total","Total","22746"
"3136405","Joaquim Felício (MG)","Total","Total","1863"
"3136504","Jordânia (MG)","Total","Total","4617"
"3136520","José Gonçalves de Minas (MG)","Total","Total","2378"
"3136553","José Raydan (MG)","Total","Total","2100"
"3136579","Josenópolis (MG)","Total","Total","2107"
"3136603","Nova União (MG)","Total","Total","2698"
"3136652","Juatuba (MG)","Total","Total","10464"
"3136702","Juiz de Fora (MG)","Total","Total","267536"
"3136801","Juramento (MG)","Total","Total","2124"
"3136900","Juruaia (MG)","Total","Total","5836"
"3136959","Juvenília (MG)","Total","Total","1723"
"3137007","Ladainha (MG)","Total","Total","6180"
"3137106","Lagamar (MG)","Total","Total","3510"
"3137205","Lagoa da Prata (MG)","Total","Total","25065"
"3137304","Lagoa dos Patos (MG)","Total","Total","2181"
"3137403","Lagoa Dourada (MG)","Total","Total","5567"
"3137502","Lagoa Formosa (MG)","Total","Total","8990"
"3137536","Lagoa Grande (MG)","Total","Total","4288"
"3137601","Lagoa Santa (MG)","Total","Total","28309"
"3137700","Lajinha (MG)","Total","Total","9097"
"3137809","Lambari (MG)","Total","Total","10051"
"3137908","Lamim (MG)","Total","Total","1601"
"3138005","Laranjal (MG)","Total","Total","2991"
"3138104","Lassance (MG)","Total","Total","3229"
"3138203","Lavras (MG)","Total","Total","47175"
"3138302","Leandro Ferreira (MG)","Total","Total","1680"
"3138351","Leme do Prado (MG)","Total","Total","2014"
"3138401","Leopoldina (MG)","Total","Total","24462"
"3138500","Liberdade (MG)","Total","Total","2407"
"3138609","Lima Duarte (MG)","Total","Total","7966"
"3138625","Limeira do Oeste (MG)","Total","Total","3453"
"3138658","Lontra (MG)","Total","Total","3681"
"3138674","Luisburgo (MG)","Total","Total","3268"
"3138682","Luislândia (MG)","Total","Total","2404"
"3138708","Luminárias (MG)","Total","Total","2623"
"3138807","Luz (MG)","Total","Total","9359"
"3138906","Machacalis (MG)","Total","Total","2998"
"3139003","Machado (MG)","Total","Total","20218"
"3139102","Madre de Deus de Minas (MG)","Total","Total","2257"
"3139201","Malacacheta (MG)","Total","Total","8060"
"3139250","Mamonas (MG)","Total","Total","2676"
"3139300","Manga (MG)","Total","Total","7882"
"3139409","Manhuaçu (MG)","Total","Total","41268"
"3139508","Manhumirim (MG)","Total","Total","10574"
"3139607","Mantena (MG)","Total","Total","12165"
"3139706","Maravilhas (MG)","Total","Total","3772"
"3139805","Mar de Espanha (MG)","Total","Total","6283"
"3139904","Maria da Fé (MG)","Total","Total","6693"
"3140001","Mariana (MG)","Total","Total","26062"
"3140100","Marilac (MG)","Total","Total","1441"
"3140159","Mário Campos (MG)","Total","Total","6490"
"3140209","Maripá de Minas (MG)","Total","Total","1241"
"3140308","Marliéria (MG)","Total","Total","1673"
"3140407","Marmelópolis (MG)","Total","Total","1202"
"3140506","Martinho Campos (MG)","Total","Total","6277"
"3140530","Martins Soares (MG)","Total","Total","3769"
"3140555","Mata Verde (MG)","Total","Total","3248"
"3140605","Materlândia (MG)","Total","Total","1534"
"3140704","Mateus Leme (MG)","Total","Total","12810"
"3140803","Matias Barbosa (MG)","Total","Total","6423"
"3140852","Matias Cardoso (MG)","Total","Total","4113"
"3140902","Matipó (MG)","Total","Total","8002"
"3141009","Mato Verde (MG)","Total","Total","6547"
"3141108","Matozinhos (MG)","Total","Total","17998"
"3141207","Matutina (MG)","Total","Total","1699"
"3141306","Medeiros (MG)","Total","Total","1879"
"3141405","Medina (MG)","Total","Total","8543"
"3141504","Mendes Pimentel (MG)","Total","Total","2396"
"3141603","Mercês (MG)","Total","Total","4540"
"3141702","Mesquita (MG)","Total","Total","2738"
"3141801","Minas Novas (MG)","Total","Total","14773"
"3141900","Minduri (MG)","Total","Total","1868"
"3142007","Mirabela (MG)","Total","Total","5888"
"3142106","Miradouro (MG)","Total","Total","4722"
"3142205","Miraí (MG)","Total","Total","6090"
"3142254","Miravânia (MG)","Total","Total","1764"
"3142304","Moeda (MG)","Total","Total","2088"
"3142403","Moema (MG)","Total","Total","3971"
"3142502","Monjolos (MG)","Total","Total","1015"
"3142601","Monsenhor Paulo (MG)","Total","Total","4445"
"3142700","Montalvânia (MG)","Total","Total","5957"
"3142809","Monte Alegre de Minas (MG)","Total","Total","9744"
"3142908","Monte Azul (MG)","Total","Total","10298"
"3143005","Monte Belo (MG)","Total","Total","7090"
"3143104","Monte Carmelo (MG)","Total","Total","24151"
"3143153","Monte Formoso (MG)","Total","Total","1609"
"3143203","Monte Santo de Minas (MG)","Total","Total","10568"
"3143302","Montes Claros (MG)","Total","Total","185669"
"3143401","Monte Sião (MG)","Total","Total","14009"
"3143450","Montezuma (MG)","Total","Total","3777"
"3143500","Morada Nova de Minas (MG)","Total","Total","4419"
"3143609","Morro da Garça (MG)","Total","Total","1066"
"3143708","Morro do Pilar (MG)","Total","Total","1482"
"3143807","Munhoz (MG)","Total","Total","2891"
"3143906","Muriaé (MG)","Total","Total","52944"
"3144003","Mutum (MG)","Total","Total","13005"
"3144102","Muzambinho (MG)","Total","Total","11039"
"3144201","Nacip Raydan (MG)","Total","Total","1194"
"3144300","Nanuque (MG)","Total","Total","19650"
"3144359","Naque (MG)","Total","Total","2787"
"3144375","Natalândia (MG)","Total","Total","1619"
"3144409","Natércia (MG)","Total","Total","2599"
"3144508","Nazareno (MG)","Total","Total","3603"
"3144607","Nepomuceno (MG)","Total","Total","12982"
"3144656","Ninheira (MG)","Total","Total","3377"
"3144672","Nova Belém (MG)","Total","Total","1586"
"3144706","Nova Era (MG)","Total","Total","8065"
"3144805","Nova Lima (MG)","Total","Total","44214"
"3144904","Nova Módica (MG)","Total","Total","1516"
"3145000","Nova Ponte (MG)","Total","Total","6564"
"3145059","Nova Porteirinha (MG)","Total","Total","3834"
"3145109","Nova Resende (MG)","Total","Total","8709"
"3145208","Nova Serrana (MG)","Total","Total","46809"
"3145307","Novo Cruzeiro (MG)","Total","Total","12582"
"3145356","Novo Oriente de Minas (MG)","Total","Total","4428"
"3145372","Novorizonte (MG)","Total","Total","2176"
"3145406","Olaria (MG)","Total","Total","816"
"3145455","Olhos-d'Água (MG)","Total","Total","2855"
"3145505","Olímpio Noronha (MG)","Total","Total","1176"
"3145604","Oliveira (MG)","Total","Total","20216"
"3145703","Oliveira Fortes (MG)","Total","Total","922"
"3145802","Onça de Pitangui (MG)","Total","Total","1552"
"3145851","Oratórios (MG)","Total","Total","1956"
"3145877","Orizânia (MG)","Total","Total","2296"
"3145901","Ouro Branco (MG)","Total","Total","18130"
"3146008","Ouro Fino (MG)","Total","Total","17223"
"3146107","Ouro Preto (MG)","Total","Total","35816"
"3146206","Ouro Verde de Minas (MG)","Total","Total","2067"
"3146255","Padre Carvalho (MG)","Total","Total","2526"
"3146305","Padre Paraíso (MG)","Total","Total","6693"
"3146404","Paineiras (MG)","Total","Total","2418"
"3146503","Pains (MG)","Total","Total","4321"
"3146552","Pai Pedro (MG)","Total","Total","2043"
"3146602","Paiva (MG)","Total","Total","755"
"3146701","Palma (MG)","Total","Total","2644"
"3146750","Palmópolis (MG)","Total","Total","3720"
"3146909","Papagaios (MG)","Total","Total","7024"
"3147006","Paracatu (MG)","Total","Total","42376"
"3147105","Pará de Minas (MG)","Total","Total","45992"
"3147204","Paraguaçu (MG)","Total","Total","10668"
"3147303","Paraisópolis (MG)","Total","Total","9830"
"3147402","Paraopeba (MG)","Total","Total","12117"
"3147501","Passabém (MG)","Total","Total","834"
"3147600","Passa Quatro (MG)","Total","Total","7693"
"3147709","Passa Tempo (MG)","Total","Total","3739"
"3147808","Passa Vinte (MG)","Total","Total","1060"
"3147907","Passos (MG)","Total","Total","52857"
"3147956","Patis (MG)","Total","Total","2079"
"3148004","Patos de Minas (MG)","Total","Total","75017"
"3148103","Patrocínio (MG)","Total","Total","43763"
"3148202","Patrocínio do Muriaé (MG)","Total","Total","2591"
"3148301","Paula Cândido (MG)","Total","Total","3979"
"3148400","Paulistas (MG)","Total","Total","2355"
"3148509","Pavão (MG)","Total","Total","3502"
"3148608","Peçanha (MG)","Total","Total","7879"
"3148707","Pedra Azul (MG)","Total","Total","8701"
"3148756","Pedra Bonita (MG)","Total","Total","3524"
"3148806","Pedra do Anta (MG)","Total","Total","1538"
"3148905","Pedra do Indaiá (MG)","Total","Total","2302"
"3149002","Pedra Dourada (MG)","Total","Total","1031"
"3149101","Pedralva (MG)","Total","Total","5465"
"3149150","Pedras de Maria da Cruz (MG)","Total","Total","3931"
"3149200","Pedrinópolis (MG)","Total","Total","1764"
"3149309","Pedro Leopoldo (MG)","Total","Total","30565"
"3149408","Pedro Teixeira (MG)","Total","Total","722"
"3149507","Pequeri (MG)","Total","Total","1570"
"3149606","Pequi (MG)","Total","Total","2150"
"3149705","Perdigão (MG)","Total","Total","5365"
"3149804","Perdizes (MG)","Total","Total","7559"
"3149903","Perdões (MG)","Total","Total","9687"
"3149952","Periquito (MG)","Total","Total","2510"
"3150000","Pescador (MG)","Total","Total","1485"
"3150109","Piau (MG)","Total","Total","1400"
"3150158","Piedade de Caratinga (MG)","Total","Total","3412"
"3150208","Piedade de Ponte Nova (MG)","Total","Total","1721"
"3150307","Piedade do Rio Grande (MG)","Total","Total","2185"
"3150406","Piedade dos Gerais (MG)","Total","Total","2348"
"3150505","Pimenta (MG)","Total","Total","4559"
"3150539","Pingo-d'Água (MG)","Total","Total","1783"
"3150570","Pintópolis (MG)","Total","Total","2762"
"3150604","Piracema (MG)","Total","Total","2878"
"3150703","Pirajuba (MG)","Total","Total","2275"
"3150802","Piranga (MG)","Total","Total","6443"
"3150901","Piranguçu (MG)","Total","Total","2542"
"3151008","Piranguinho (MG)","Total","Total","3923"
"3151107","Pirapetinga (MG)","Total","Total","4850"
"3151206","Pirapora (MG)","Total","Total","26280"
"3151305","Piraúba (MG)","Total","Total","5574"
"3151404","Pitangui (MG)","Total","Total","13127"
"3151503","Piumhi (MG)","Total","Total","17870"
"3151602","Planura (MG)","Total","Total","5425"
"3151701","Poço Fundo (MG)","Total","Total","8923"
"3151800","Poços de Caldas (MG)","Total","Total","84849"
"3151909","Pocrane (MG)","Total","Total","3936"
"3152006","Pompéu (MG)","Total","Total","14953"
"3152105","Ponte Nova (MG)","Total","Total","28890"
"3152131","Ponto Chique (MG)","Total","Total","2091"
"3152170","Ponto dos Volantes (MG)","Total","Total","4912"
"3152204","Porteirinha (MG)","Total","Total","17582"
"3152303","Porto Firme (MG)","Total","Total","4826"
"3152402","Poté (MG)","Total","Total","6827"
"3152501","Pouso Alegre (MG)","Total","Total","71691"
"3152600","Pouso Alto (MG)","Total","Total","3013"
"3152709","Prados (MG)","Total","Total","3852"
"3152808","Prata (MG)","Total","Total","13819"
"3152907","Pratápolis (MG)","Total","Total","4228"
"3153004","Pratinha (MG)","Total","Total","1621"
"3153103","Presidente Bernardes (MG)","Total","Total","2373"
"3153202","Presidente Juscelino (MG)","Total","Total","1810"
"3153301","Presidente Kubitschek (MG)","Total","Total","998"
"3153400","Presidente Olegário (MG)","Total","Total","9508"
"3153509","Alto Jequitibá (MG)","Total","Total","4480"
"3153608","Prudente de Morais (MG)","Total","Total","4658"
"3153707","Quartel Geral (MG)","Total","Total","1407"
"3153806","Queluzito (MG)","Total","Total","746"
"3153905","Raposos (MG)","Total","Total","6955"
"3154002","Raul Soares (MG)","Total","Total","11060"
"3154101","Recreio (MG)","Total","Total","4140"
"3154150","Reduto (MG)","Total","Total","3347"
"3154200","Resende Costa (MG)","Total","Total","6101"
"3154309","Resplendor (MG)","Total","Total","6825"
"3154408","Ressaquinha (MG)","Total","Total","2201"
"3154457","Riachinho (MG)","Total","Total","3309"
"3154507","Riacho dos Machados (MG)","Total","Total","4255"
"3154606","Ribeirão das Neves (MG)","Total","Total","149267"
"3154705","Ribeirão Vermelho (MG)","Total","Total","1848"
"3154804","Rio Acima (MG)","Total","Total","4672"
"3154903","Rio Casca (MG)","Total","Total","6415"
"3155009","Rio Doce (MG)","Total","Total","1173"
"3155108","Rio do Prado (MG)","Total","Total","2151"
"3155207","Rio Espera (MG)","Total","Total","2536"
"3155306","Rio Manso (MG)","Total","Total","2911"
"3155405","Rio Novo (MG)","Total","Total","4017"
"3155504","Rio Paranaíba (MG)","Total","Total","6450"
"3155603","Rio Pardo de Minas (MG)","Total","Total","13528"
"3155702","Rio Piracicaba (MG)","Total","Total","6641"
"3155801","Rio Pomba (MG)","Total","Total","8330"
"3155900","Rio Preto (MG)","Total","Total","2276"
"3156007","Rio Vermelho (MG)","Total","Total","5650"
"3156106","Ritápolis (MG)","Total","Total","1977"
"3156205","Rochedo de Minas (MG)","Total","Total","1205"
"3156304","Rodeiro (MG)","Total","Total","3685"
"3156403","Romaria (MG)","Total","Total","1759"
"3156452","Rosário da Limeira (MG)","Total","Total","2028"
"3156502","Rubelita (MG)","Total","Total","2818"
"3156601","Rubim (MG)","Total","Total","4422"
"3156700","Sabará (MG)","Total","Total","63459"
"3156809","Sabinópolis (MG)","Total","Total","7823"
"3156908","Sacramento (MG)","Total","Total","14073"
"3157005","Salinas (MG)","Total","Total","18881"
"3157104","Salto da Divisa (MG)","Total","Total","2618"
"3157203","Santa Bárbara (MG)","Total","Total","13891"
"3157252","Santa Bárbara do Leste (MG)","Total","Total","3813"
"3157278","Santa Bárbara do Monte Verde (MG)","Total","Total","940"
"3157302","Santa Bárbara do Tugúrio (MG)","Total","Total","1985"
"3157336","Santa Cruz de Minas (MG)","Total","Total","3852"
"3157377","Santa Cruz de Salinas (MG)","Total","Total","2267"
"3157401","Santa Cruz do Escalvado (MG)","Total","Total","2154"
"3157500","Santa Efigênia de Minas (MG)","Total","Total","1721"
"3157609","Santa Fé de Minas (MG)","Total","Total","1943"
"3157658","Santa Helena de Minas (MG)","Total","Total","2130"
"3157708","Santa Juliana (MG)","Total","Total","5916"
"3157807","Santa Luzia (MG)","Total","Total","101233"
"3157906","Santa Margarida (MG)","Total","Total","6312"
"3158003","Santa Maria de Itabira (MG)","Total","Total","4475"
"3158102","Santa Maria do Salto (MG)","Total","Total","2659"
"3158201","Santa Maria do Suaçuí (MG)","Total","Total","6271"
"3158300","Santana da Vargem (MG)","Total","Total","3997"
"3158409","Santana de Cataguases (MG)","Total","Total","1608"
"3158508","Santana de Pirapama (MG)","Total","Total","3631"
"3158607","Santana do Deserto (MG)","Total","Total","1636"
"3158706","Santana do Garambéu (MG)","Total","Total","1015"
"3158805","Santana do Jacaré (MG)","Total","Total","2202"
"3158904","Santana do Manhuaçu (MG)","Total","Total","4321"
"3158953","Santana do Paraíso (MG)","Total","Total","13285"
"3159001","Santana do Riacho (MG)","Total","Total","1706"
"3159100","Santana dos Montes (MG)","Total","Total","1883"
"3159209","Santa Rita de Caldas (MG)","Total","Total","5187"
"3159308","Santa Rita de Jacutinga (MG)","Total","Total","2580"
"3159357","Santa Rita de Minas (MG)","Total","Total","2838"
"3159407","Santa Rita de Ibitipoca (MG)","Total","Total","1437"
"3159506","Santa Rita do Itueto (MG)","Total","Total","2522"
"3159605","Santa Rita do Sapucaí (MG)","Total","Total","20246"
"3159704","Santa Rosa da Serra (MG)","Total","Total","1837"
"3159803","Santa Vitória (MG)","Total","Total","9822"
"3159902","Santo Antônio do Amparo (MG)","Total","Total","8158"
"3160009","Santo Antônio do Aventureiro (MG)","Total","Total","1654"
"3160108","Santo Antônio do Grama (MG)","Total","Total","1876"
"3160207","Santo Antônio do Itambé (MG)","Total","Total","1661"
"3160306","Santo Antônio do Jacinto (MG)","Total","Total","5502"
"3160405","Santo Antônio do Monte (MG)","Total","Total","14965"
"3160454","Santo Antônio do Retiro (MG)","Total","Total","2273"
"3160504","Santo Antônio do Rio Abaixo (MG)","Total","Total","775"
"3160603","Santo Hipólito (MG)","Total","Total","1317"
"3160702","Santos Dumont (MG)","Total","Total","19152"
"3160801","São Bento Abade (MG)","Total","Total","2507"
"3160900","São Brás do Suaçuí (MG)","Total","Total","1379"
"3160959","São Domingos das Dores (MG)","Total","Total","1970"
"3161007","São Domingos do Prata (MG)","Total","Total","8233"
"3161056","São Félix de Minas (MG)","Total","Total","1385"
"3161106","São Francisco (MG)","Total","Total","23045"
"3161205","São Francisco de Paula (MG)","Total","Total","3383"
"3161304","São Francisco de Sales (MG)","Total","Total","2827"
"3161403","São Francisco do Glória (MG)","Total","Total","2541"
"3161502","São Geraldo (MG)","Total","Total","4692"
"3161601","São Geraldo da Piedade (MG)","Total","Total","1874"
"3161650","São Geraldo do Baixio (MG)","Total","Total","1403"
"3161700","São Gonçalo do Abaeté (MG)","Total","Total","2795"
"3161809","São Gonçalo do Pará (MG)","Total","Total","5817"
"3161908","São Gonçalo do Rio Abaixo (MG)","Total","Total","4429"
"3162005","São Gonçalo do Sapucaí (MG)","Total","Total","11713"
"3162104","São Gotardo (MG)","Total","Total","17176"
"3162203","São João Batista do Glória (MG)","Total","Total","3575"
"3162252","São João da Lagoa (MG)","Total","Total","2337"
"3162302","São João da Mata (MG)","Total","Total","1410"
"3162401","São João da Ponte (MG)","Total","Total","11393"
"3162450","São João das Missões (MG)","Total","Total","4360"
"3162500","São João del Rei (MG)","Total","Total","39806"
"3162559","São João do Manhuaçu (MG)","Total","Total","5231"
"3162575","São João do Manteninha (MG)","Total","Total","2178"
"3162609","São João do Oriente (MG)","Total","Total","3309"
"3162658","São João do Pacuí (MG)","Total","Total","1872"
"3162708","São João do Paraíso (MG)","Total","Total","12211"
"3162807","São João Evangelista (MG)","Total","Total","6333"
"3162906","São João Nepomuceno (MG)","Total","Total","13155"
"3162922","São Joaquim de Bicas (MG)","Total","Total","11362"
"3162948","São José da Barra (MG)","Total","Total","3188"
"3162955","São José da Lapa (MG)","Total","Total","9856"
"3163003","São José da Safira (MG)","Total","Total","1742"
"3163102","São José da Varginha (MG)","Total","Total","2204"
"3163201","São José do Alegre (MG)","Total","Total","2054"
"3163300","São José do Divino (MG)","Total","Total","1684"
"3163409","São José do Goiabal (MG)","Total","Total","2480"
"3163508","São José do Jacuri (MG)","Total","Total","2793"
"3163607","São José do Mantimento (MG)","Total","Total","1160"
"3163706","São Lourenço (MG)","Total","Total","20848"
"3163805","São Miguel do Anta (MG)","Total","Total","3038"
"3163904","São Pedro da União (MG)","Total","Total","2937"
"3164001","São Pedro dos Ferros (MG)","Total","Total","3647"
"3164100","São Pedro do Suaçuí (MG)","Total","Total","2158"
"3164209","São Romão (MG)","Total","Total","4878"
"3164308","São Roque de Minas (MG)","Total","Total","3763"
"3164407","São Sebastião da Bela Vista (MG)","Total","Total","2489"
"3164431","São Sebastião da Vargem Alegre (MG)","Total","Total","1373"
"3164472","São Sebastião do Anta (MG)","Total","Total","2636"
"3164506","São Sebastião do Maranhão (MG)","Total","Total","4036"
"3164605","São Sebastião do Oeste (MG)","Total","Total","3028"
"3164704","São Sebastião do Paraíso (MG)","Total","Total","34614"
"3164803","São Sebastião do Rio Preto (MG)","Total","Total","802"
"3164902","São Sebastião do Rio Verde (MG)","Total","Total","922"
"3165008","São Tiago (MG)","Total","Total","4918"
"3165107","São Tomás de Aquino (MG)","Total","Total","3744"
"3165206","São Tomé das Letras (MG)","Total","Total","3781"
"3165305","São Vicente de Minas (MG)","Total","Total","3352"
"3165404","Sapucaí-Mirim (MG)","Total","Total","3037"
"3165503","Sardoá (MG)","Total","Total","2542"
"3165537","Sarzedo (MG)","Total","Total","13509"
"3165552","Setubinha (MG)","Total","Total","4193"
"3165560","Sem-Peixe (MG)","Total","Total","1499"
"3165578","Senador Amaral (MG)","Total","Total","2674"
"3165602","Senador Cortes (MG)","Total","Total","929"
"3165701","Senador Firmino (MG)","Total","Total","2749"
"3165800","Senador José Bento (MG)","Total","Total","1087"
"3165909","Senador Modestino Gonçalves (MG)","Total","Total","2261"
"3166006","Senhora de Oliveira (MG)","Total","Total","2227"
"3166105","Senhora do Porto (MG)","Total","Total","1545"
