"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"5103403004","Dom Aquino - Cuiabá (MT)","Total","Total","3205","421","617","767","694","374","165","73","52","17","8","9","2","2","4"
"5103403005","Poção - Cuiabá (MT)","Total","Total","1438","263","359","293","272","143","61","18","10","14","3","2","-","-","-"
"5103403006","Bandeirantes - Cuiabá (MT)","Total","Total","333","54","91","81","60","29","10","5","1","2","-","-","-","-","-"
"5103403007","Areão - Cuiabá (MT)","Total","Total","1704","261","384","386","341","175","83","37","18","6","3","4","4","1","1"
"5103403008","Lixeira - Cuiabá (MT)","Total","Total","1377","233","314","291","277","142","53","40","13","6","4","2","1","1","-"
"5103403009","Araés - Cuiabá (MT)","Total","Total","1861","328","464","441","369","153","52","30","15","5","2","1","-","-","1"
"5103403010","Quilombo - Cuiabá (MT)","Total","Total","2401","347","567","563","530","236","85","38","15","11","3","3","1","1","1"
"5103403011","Duque de Caxias - Cuiabá (MT)","Total","Total","1749","298","475","384","329","150","54","29","14","10","3","2","-","-","1"
"5103403012","Goiabeira - Cuiabá (MT)","Total","Total","1849","247","421","417","404","219","88","28","16","3","4","1","1","-","-"
"5103403013","Jardim Cuiabá - Cuiabá (MT)","Total","Total","404","47","81","87","96","57","20","8","3","3","1","-","-","-","1"
"5103403014","Cidade Alta - Cuiabá (MT)","Total","Total","3104","441","687","701","658","322","152","71","33","21","8","6","2","1","1"
"5103403015","Porto - Cuiabá (MT)","Total","Total","3057","493","818","710","575","266","92","69","15","8","5","2","1","1","2"
"5103403016","Baú - Cuiabá (MT)","Total","Total","743","181","193","151","127","51","20","12","4","2","1","-","-","-","1"
"5103403017","Popular - Cuiabá (MT)","Total","Total","537","80","148","119","129","37","12","8","2","1","1","-","-","-","-"
"5103403019","Morada do Ouro - Cuiabá (MT)","Total","Total","1744","154","345","502","428","222","55","25","6","6","-","1","-","-","-"
"5103403020","Centro Político Administrativo - Cuiabá (MT)","Total","Total","1654","249","346","365","395","186","63","33","9","1","4","1","-","1","1"
"5103403021","Paiaguás - Cuiabá (MT)","Total","Total","1702","324","490","386","325","115","41","13","6","1","-","1","-","-","-"
"5103403022","Jardim Florianópolis - Cuiabá (MT)","Total","Total","1415","192","287","302","298","175","91","48","10","7","2","3","-","-","-"
"5103403023","Jardim Vitória - Cuiabá (MT)","Total","Total","2468","248","419","541","616","339","166","76","32","14","9","8","-","-","-"
"5103403024","Paraíso - Cuiabá (MT)","Total","Total","1619","189","296","364","379","224","82","47","25","8","3","1","1","-","-"
"5103403025","Nova Conquista - Cuiabá (MT)","Total","Total","234","21","47","42","55","44","17","4","-","1","3","-","-","-","-"
"5103403026","Primeiro de Março - Cuiabá (MT)","Total","Total","2111","207","375","529","489","305","119","40","30","11","4","1","-","1","-"
"5103403027","Três Barras - Cuiabá (MT)","Total","Total","2795","253","514","687","667","373","163","81","33","12","5","6","-","-","1"
"5103403028","Morada da Serra - Cuiabá (MT)","Total","Total","16041","1614","3043","3900","3858","2022","847","409","194","68","38","25","12","5","6"
"5103403029","Coophamil - Cuiabá (MT)","Total","Total","1691","227","361","419","368","191","64","27","16","7","4","3","1","1","2"
"5103403030","Novo Terceiro - Cuiabá (MT)","Total","Total","973","100","170","190","211","129","85","43","13","9","7","4","4","2","6"
"5103403031","Cidade Verde - Cuiabá (MT)","Total","Total","644","38","133","151","159","84","36","19","13","3","2","5","-","-","1"
"5103403032","Santa Isabel - Cuiabá (MT)","Total","Total","2271","214","412","537","535","298","128","77","38","14","10","5","1","1","1"
"5103403033","Barra do Pari - Cuiabá (MT)","Total","Total","2016","185","424","495","571","224","72","22","13","8","2","-","-","-","-"
"5103403034","Santa Rosa - Cuiabá (MT)","Total","Total","588","55","128","155","159","63","16","7","3","1","-","1","-","-","-"
"5103403035","Ribeirão da Ponte - Cuiabá (MT)","Total","Total","573","50","108","123","135","83","34","19","12","5","1","-","-","1","2"
"5103403036","Jardim Mariana - Cuiabá (MT)","Total","Total","515","56","112","123","144","52","17","7","2","1","-","1","-","-","-"
"5103403037","Novo Colorado - Cuiabá (MT)","Total","Total","893","90","151","211","215","133","55","22","9","4","3","-","-","-","-"
"5103403038","Ribeirão do Lipa - Cuiabá (MT)","Total","Total","621","78","118","160","141","67","29","16","6","3","2","-","-","1","-"
"5103403039","Jardim Ubirajara - Cuiabá (MT)","Total","Total","198","24","31","44","49","24","14","6","3","1","2","-","-","-","-"
"5103403040","Despraiado - Cuiabá (MT)","Total","Total","2386","330","541","635","548","222","59","30","13","2","1","1","1","2","1"
"5103403041","Alvorada - Cuiabá (MT)","Total","Total","4304","752","990","1022","939","360","132","54","26","12","11","4","1","-","1"
"5103403042","Santa Marta - Cuiabá (MT)","Total","Total","251","27","62","66","50","29","8","5","1","1","-","-","-","1","1"
"5103403043","Ufmt - Cuiabá (MT)","Total","Total","84","56","16","6","1","2","3","-","-","-","-","-","-","-","-"
"5103403044","Boa Esperança - Cuiabá (MT)","Total","Total","1872","313","434","405","427","186","67","20","14","4","2","-","-","-","-"
"5103403045","Jardim Shangri-lá - Cuiabá (MT)","Total","Total","389","31","82","125","75","47","25","3","1","-","-","-","-","-","-"
"5103403046","Jardim Petrópolis - Cuiabá (MT)","Total","Total","590","181","143","127","85","41","5","6","1","-","-","1","-","-","-"
"5103403047","Jardim Califórnia - Cuiabá (MT)","Total","Total","523","59","101","117","142","69","22","11","-","1","-","1","-","-","-"
"5103403048","Bela Marina - Cuiabá (MT)","Total","Total","208","35","51","48","45","22","5","1","-","1","-","-","-","-","-"
"5103403049","Praeirinho - Cuiabá (MT)","Total","Total","553","64","112","112","138","61","35","12","10","3","3","2","-","-","1"
"5103403050","Praeiro - Cuiabá (MT)","Total","Total","433","59","98","93","98","36","26","14","2","1","4","-","1","1","-"
"5103403051","Grande Terceiro - Cuiabá (MT)","Total","Total","1490","281","356","326","259","149","59","28","21","5","4","2","-","-","-"
"5103403052","Jardim Europa - Cuiabá (MT)","Total","Total","372","45","69","83","85","46","26","7","1","4","1","1","-","2","2"
"5103403053","Jardim Paulista - Cuiabá (MT)","Total","Total","672","110","152","138","151","65","33","15","3","1","3","-","-","-","1"
"5103403054","Campo Velho - Cuiabá (MT)","Total","Total","823","145","184","193","146","83","40","21","7","2","-","1","-","-","1"
"5103403055","Jardim Tropical - Cuiabá (MT)","Total","Total","573","118","143","134","101","45","23","6","2","1","-","-","-","-","-"
"5103403056","Pico do Amor - Cuiabá (MT)","Total","Total","737","184","186","170","132","46","9","7","2","-","-","-","-","1","-"
"5103403057","Jardim das Américas - Cuiabá (MT)","Total","Total","1219","131","276","318","318","135","30","7","-","3","-","1","-","-","-"
"5103403058","Jardim Leblon - Cuiabá (MT)","Total","Total","978","91","163","229","215","137","65","43","17","10","4","2","1","-","1"
"5103403059","Pedregal - Cuiabá (MT)","Total","Total","1791","177","359","455","415","193","84","55","23","13","8","2","4","2","1"
"5103403060","Bosque da Saúde - Cuiabá (MT)","Total","Total","1529","301","375","356","298","129","39","18","8","2","1","1","-","-","1"
"5103403061","Jardim Aclimação - Cuiabá (MT)","Total","Total","741","113","192","185","172","57","14","5","2","1","-","-","-","-","-"
"5103403062","Canjica - Cuiabá (MT)","Total","Total","656","69","123","161","126","91","43","24","12","3","3","-","1","-","-"
"5103403063","Terra Nova - Cuiabá (MT)","Total","Total","1077","235","352","261","181","37","8","2","1","-","-","-","-","-","-"
"5103403064","Bela Vista - Cuiabá (MT)","Total","Total","892","91","150","220","210","99","60","30","13","12","4","3","-","-","-"
"5103403065","Dom Bosco - Cuiabá (MT)","Total","Total","840","113","189","193","152","127","37","12","8","2","4","2","-","-","1"
"5103403066","Campo Verde - Cuiabá (MT)","Total","Total","490","39","93","102","110","73","33","23","10","3","2","1","1","-","-"
"5103403067","Carumbé - Cuiabá (MT)","Total","Total","592","56","119","141","132","78","37","12","4","3","4","1","2","1","2"
"5103403068","São Roque - Cuiabá (MT)","Total","Total","156","12","33","28","45","23","9","3","2","1","-","-","-","-","-"
"5103403069","Novo Mato Grosso - Cuiabá (MT)","Total","Total","477","51","74","118","107","70","35","8","6","5","1","1","-","-","1"
"5103403070","Novo Horizonte - Cuiabá (MT)","Total","Total","852","101","172","196","173","116","52","21","12","3","4","1","-","1","-"
"5103403071","Planalto - Cuiabá (MT)","Total","Total","1424","141","268","311","303","219","89","53","23","6","3","3","3","-","2"
"5103403072","Residencial Itamaraty - Cuiabá (MT)","Total","Total","592","55","104","142","143","91","31","17","3","4","1","-","1","-","-"
"5103403073","Sol Nascente - Cuiabá (MT)","Total","Total","586","55","104","154","126","71","36","25","9","3","2","-","1","-","-"
"5103403074","Residencial São Carlos - Cuiabá (MT)","Total","Total","958","183","294","250","153","54","15","6","1","2","-","-","-","-","-"
"5103403075","Jardim Eldorado - Cuiabá (MT)","Total","Total","668","58","114","157","176","98","39","15","5","2","4","-","-","-","-"
"5103403076","Residencial Santa Inês - Cuiabá (MT)","Total","Total","864","190","275","231","119","43","5","1","-","-","-","-","-","-","-"
"5103403077","Jardim Itália - Cuiabá (MT)","Total","Total","1711","184","308","409","467","221","76","30","7","6","2","-","-","-","1"
"5103403078","Morada dos Nobres - Cuiabá (MT)","Total","Total","53","4","15","13","8","10","2","1","-","-","-","-","-","-","-"
"5103403079","Santa Cruz - Cuiabá (MT)","Total","Total","759","103","176","169","179","88","23","8","6","5","1","-","1","-","-"
"5103403080","Recanto dos Pássaros - Cuiabá (MT)","Total","Total","802","145","220","194","156","63","17","6","1","-","-","-","-","-","-"
"5103403081","Jardim Imperial - Cuiabá (MT)","Total","Total","1692","130","348","423","486","192","78","23","6","4","2","-","-","-","-"
"5103403082","Jardim Universitário - Cuiabá (MT)","Total","Total","946","87","256","261","218","84","23","14","3","-","-","-","-","-","-"
"5103403083","Cachoeira das Garças - Cuiabá (MT)","Total","Total","17","5","5","4","3","-","-","-","-","-","-","-","-","-","-"
"5103403084","Jardim Passaredo - Cuiabá (MT)","Total","Total","964","100","156","234","235","134","64","23","10","4","-","3","1","-","-"
"5103403085","São Francisco - Cuiabá (MT)","Total","Total","739","110","140","177","178","79","35","12","4","3","-","-","1","-","-"
"5103403086","Jardim Presidente - Cuiabá (MT)","Total","Total","901","72","157","232","247","104","53","21","7","3","2","2","-","-","1"
"5103403087","Residencial Coxipó - Cuiabá (MT)","Total","Total","2432","276","449","604","587","309","117","43","29","6","7","3","1","-","1"
"5103403088","Cohab São Gonçalo - Cuiabá (MT)","Total","Total","1384","131","270","364","294","182","72","33","20","12","3","1","2","-","-"
"5103403089","Jardim Mossoró - Cuiabá (MT)","Total","Total","689","88","158","164","155","71","30","15","3","2","2","-","1","-","-"
"5103403090","Parque Cuiabá - Cuiabá (MT)","Total","Total","3129","421","697","800","703","335","115","32","10","12","3","1","-","-","-"
"5103403091","Parque Atalaia - Cuiabá (MT)","Total","Total","1510","173","338","370","360","158","69","25","11","4","-","1","-","1","-"
"5103403092","Parque Geórgia - Cuiabá (MT)","Total","Total","904","92","228","257","194","87","28","10","3","3","1","1","-","-","-"
"5103403093","São Gonçalo Beira Rio - Cuiabá (MT)","Total","Total","71","10","13","21","17","5","4","1","-","-","-","-","-","-","-"
"5103403094","Jardim Gramado - Cuiabá (MT)","Total","Total","734","67","162","183","170","100","24","12","12","4","-","-","-","-","-"
"5103403095","Coophema - Cuiabá (MT)","Total","Total","403","40","80","98","104","51","14","7","4","3","2","-","-","-","-"
"5103403096","Coxipó - Cuiabá (MT)","Total","Total","871","187","203","188","170","66","39","10","3","3","1","-","-","1","-"
"5103403097","Jordão - Cuiabá (MT)","Total","Total","411","57","85","93","100","38","18","5","7","5","2","-","1","-","-"
"5103403098","Jardim das Palmeiras - Cuiabá (MT)","Total","Total","381","55","75","96","103","32","16","3","-","1","-","-","-","-","-"
"5103403099","Parque Ohara - Cuiabá (MT)","Total","Total","361","53","69","75","83","59","12","3","3","3","-","-","-","1","-"
"5103403100","Vista Alegre - Cuiabá (MT)","Total","Total","253","43","57","66","47","25","6","5","3","-","-","1","-","-","-"
"5103403101","Nossa Senhora Aparecida - Cuiabá (MT)","Total","Total","908","91","207","223","207","107","46","15","6","6","-","-","-","-","-"
"5103403102","Jardim Comodoro - Cuiabá (MT)","Total","Total","292","30","60","79","74","29","11","6","1","-","2","-","-","-","-"
"5103403103","São José - Cuiabá (MT)","Total","Total","382","59","94","97","74","41","11","5","-","-","-","1","-","-","-"
"5103403104","Altos do Coxipó - Cuiabá (MT)","Total","Total","605","71","125","150","154","79","18","5","-","2","1","-","-","-","-"
"5103403105","Jardim dos Ipês - Cuiabá (MT)","Total","Total","616","60","111","162","142","79","43","7","7","1","2","1","-","-","1"
"5103403106","Tijucal - Cuiabá (MT)","Total","Total","4499","423","899","1184","1141","480","203","89","34","25","9","4","1","5","2"
"5103403107","Lagoa Azul - Cuiabá (MT)","Total","Total","199","25","33","45","61","24","4","6","-","1","-","-","-","-","-"
"5103403108","São Sebastião - Cuiabá (MT)","Total","Total","265","20","45","60","69","34","15","10","6","3","1","1","-","1","-"
"5103403109","Santa Laura - Cuiabá (MT)","Total","Total","824","80","161","187","196","117","49","15","8","3","1","3","1","1","2"
"5103403110","Jardim Fortaleza - Cuiabá (MT)","Total","Total","1123","114","174","312","261","134","68","26","20","7","3","1","1","1","1"
"5103403111","São João Del Rey - Cuiabá (MT)","Total","Total","2026","227","352","522","447","280","111","58","15","2","8","4","-","-","-"
"5103403112","Osmar Cabral - Cuiabá (MT)","Total","Total","1281","129","242","286","297","195","75","34","12","6","2","-","2","1","-"
"5103403113","Pedra 90 - Cuiabá (MT)","Total","Total","6416","734","1266","1475","1447","856","357","171","54","25","17","11","2","-","1"
"5103403114","Nova Esperança - Cuiabá (MT)","Total","Total","1125","157","210","257","243","138","68","27","13","5","4","1","1","-","1"
"5103403115","Jardim Industriário - Cuiabá (MT)","Total","Total","2429","248","445","634","615","278","130","46","19","7","5","1","-","1","-"
"5103403116","Pascoal Ramos - Cuiabá (MT)","Total","Total","959","96","205","279","210","113","25","15","6","3","4","-","-","2","1"
"5103957001","Centro - Glória D'Oeste (MT)","Total","Total","163","28","45","41","34","11","2","-","-","1","1","-","-","-","-"
"5103957002","José Claudino - Glória D'Oeste (MT)","Total","Total","53","5","11","9","18","5","2","2","-","1","-","-","-","-","-"
"5103957003","José Bejo - Glória D'Oeste (MT)","Total","Total","100","8","23","33","20","13","3","-","-","-","-","-","-","-","-"
"5103957004","Arlindo Mateus da Costa - Glória D'Oeste (MT)","Total","Total","81","21","19","13","19","5","4","-","-","-","-","-","-","-","-"
"5103957005","Aldelvidon Vieira dos Santos - Glória D'Oeste (MT)","Total","Total","123","15","36","39","22","6","2","3","-","-","-","-","-","-","-"
"5103957006","Antonio Savoine - Glória D'Oeste (MT)","Total","Total","44","2","10","14","14","1","2","1","-","-","-","-","-","-","-"
"5104104001","Cidade Nova - Guarantã do Norte (MT)","Total","Total","2007","224","411","519","460","244","101","25","14","7","2","-","-","-","-"
"5104104002","Centro - Guarantã do Norte (MT)","Total","Total","1277","162","303","311","285","146","52","8","9","1","-","-","-","-","-"
"5104104003","Jardim Aeroporto - Guarantã do Norte (MT)","Total","Total","674","66","127","181","150","87","42","14","5","-","2","-","-","-","-"
"5104104004","Residencial 13 de Maio - Guarantã do Norte (MT)","Total","Total","284","22","45","81","80","35","12","2","3","2","2","-","-","-","-"
"5104104005","Jardim Maranata - Guarantã do Norte (MT)","Total","Total","90","13","9","25","25","13","4","1","-","-","-","-","-","-","-"
"5104104006","Jardim das Palmeiras - Guarantã do Norte (MT)","Total","Total","204","21","32","47","41","37","17","6","3","-","-","-","-","-","-"
"5104104007","Cristo Rei - Guarantã do Norte (MT)","Total","Total","92","16","18","16","23","11","5","3","-","-","-","-","-","-","-"
"5104104008","Ouro Verde - Guarantã do Norte (MT)","Total","Total","147","15","25","43","38","16","8","1","-","1","-","-","-","-","-"
"5104104009","Jardim Novo Horizonte - Guarantã do Norte (MT)","Total","Total","107","12","23","30","20","17","5","-","-","-","-","-","-","-","-"
"5104104010","Horizonte II - Guarantã do Norte (MT)","Total","Total","93","8","23","25","16","13","2","2","2","1","-","1","-","-","-"
"5104104011","Jardim Vitória - Guarantã do Norte (MT)","Total","Total","727","65","156","198","183","93","25","4","3","-","-","-","-","-","-"
"5104104012","Jardim Araguaia - Guarantã do Norte (MT)","Total","Total","156","12","40","40","34","20","5","3","1","-","1","-","-","-","-"
"5104104013","Parque do Lago - Guarantã do Norte (MT)","Total","Total","61","4","12","14","16","12","2","1","-","-","-","-","-","-","-"
"5104104014","Jardim Guaranorte - Guarantã do Norte (MT)","Total","Total","88","10","23","25","20","4","4","1","1","-","-","-","-","-","-"
"5104104015","Jardim São Lourenço - Guarantã do Norte (MT)","Total","Total","30","3","10","5","6","2","1","2","1","-","-","-","-","-","-"
"5104203001","Centro - Guiratinga (MT)","Total","Total","338","69","71","67","76","33","14","5","2","-","-","1","-","-","-"
"5104203002","Santa Cruz - Guiratinga (MT)","Total","Total","273","65","66","62","45","23","9","1","-","-","1","-","-","1","-"
"5104203003","Novo Horizonte - Guiratinga (MT)","Total","Total","124","22","20","32","22","13","9","4","1","1","-","-","-","-","-"
"5104203004","Serrano ( Cohab Velha ) - Guiratinga (MT)","Total","Total","151","29","29","43","27","11","9","3","-","-","-","-","-","-","-"
"5104203005","Santa Maria Bertila - Guiratinga (MT)","Total","Total","532","67","129","137","119","49","18","5","5","2","-","-","-","-","1"
"5104203006","Jardim Brasil - Guiratinga (MT)","Total","Total","20","5","4","2","9","-","-","-","-","-","-","-","-","-","-"
"5104203007","Zaidem ( Aeroporto ) - Guiratinga (MT)","Total","Total","9","-","2","5","1","1","-","-","-","-","-","-","-","-","-"
"5104203008","Tancredo Neves - Guiratinga (MT)","Total","Total","347","52","66","80","81","43","16","7","2","-","-","-","-","-","-"
"5104203009","Garça Branca ( Cohab Nova ) - Guiratinga (MT)","Total","Total","121","25","23","33","25","8","4","3","-","-","-","-","-","-","-"
"5104203010","Vila Guanabara - Guiratinga (MT)","Total","Total","133","16","34","29","34","15","1","2","2","-","-","-","-","-","-"
"5104203011","Areião - Guiratinga (MT)","Total","Total","622","105","146","158","120","61","19","7","2","2","-","1","1","-","-"
"5104203012","São Sebastião - Guiratinga (MT)","Total","Total","345","53","66","89","88","30","12","5","1","1","-","-","-","-","-"
"5104203013","Boa Vista - Guiratinga (MT)","Total","Total","380","87","87","90","68","27","11","8","-","-","2","-","-","-","-"
"5104559001","Centro - Itaúba (MT)","Total","Total","273","33","75","73","54","26","6","2","2","1","-","1","-","-","-"
"5104559002","Sol Nascente - Itaúba (MT)","Total","Total","184","26","38","50","41","20","5","3","1","-","-","-","-","-","-"
"5104559003","Cidade Alta - Itaúba (MT)","Total","Total","390","37","76","103","95","50","12","10","2","3","1","1","-","-","-"
"5104559004","Jardim Vitória - Itaúba (MT)","Total","Total","178","16","33","44","37","26","9","7","5","1","-","-","-","-","-"
"5104559005","Recanto dos Pássaros - Itaúba (MT)","Total","Total","84","5","22","15","28","11","1","1","1","-","-","-","-","-","-"
"5105150001","Módulo 05 - Juína (MT)","Total","Total","3113","328","701","836","745","340","95","53","5","2","6","2","-","-","-"
"5105150002","São José Operário - Juína (MT)","Total","Total","639","89","126","142","149","73","35","14","7","2","1","-","-","-","1"
"5105150003","Palmiteira - Juína (MT)","Total","Total","787","94","157","195","172","99","45","12","9","2","2","-","-","-","-"
"5105150004","Padre Duílio - Juína (MT)","Total","Total","584","49","122","133","130","83","41","16","6","2","2","-","-","-","-"
"5105150005","Cidade Alta - Juína (MT)","Total","Total","778","87","152","202","169","106","49","10","-","-","1","1","1","-","-"
"5105259001","Pioneiro - Lucas do Rio Verde (MT)","Total","Total","464","55","98","128","114","48","15","3","1","1","-","-","-","-","1"
"5105259002","Cidade Nova - Lucas do Rio Verde (MT)","Total","Total","1218","152","292","313","287","102","45","13","7","4","1","2","-","-","-"
"5105259003","Rio Verde - Lucas do Rio Verde (MT)","Total","Total","1492","138","287","351","371","182","87","46","17","10","3","-","-","-","-"
"5105259004","Jardim Palmeiras - Lucas do Rio Verde (MT)","Total","Total","1473","140","271","381","355","184","86","35","13","5","-","2","-","1","-"
"5105259005","Alvorada - Lucas do Rio Verde (MT)","Total","Total","790","90","163","225","177","80","30","14","4","6","1","-","-","-","-"
"5105259006","Menino Deus - Lucas do Rio Verde (MT)","Total","Total","848","97","182","223","177","97","52","13","6","-","1","-","-","-","-"
"5105259007","Bandeirantes - Lucas do Rio Verde (MT)","Total","Total","646","80","183","194","123","53","8","3","1","1","-","-","-","-","-"
"5105259008","Centro - Lucas do Rio Verde (MT)","Total","Total","274","29","76","65","71","21","6","5","1","-","-","-","-","-","-"
"5105259009","Jardim Primavera - Lucas do Rio Verde (MT)","Total","Total","592","35","107","150","137","85","39","18","14","2","2","1","2","-","-"
"5105259010","Veneza - Lucas do Rio Verde (MT)","Total","Total","602","70","133","150","141","65","25","15","-","1","1","1","-","-","-"
"5105259011","Alphaville - Lucas do Rio Verde (MT)","Total","Total","79","8","19","24","9","6","6","4","2","1","-","-","-","-","-"
"5105259012","Parque das Emas II - Lucas do Rio Verde (MT)","Total","Total","53","4","13","20","12","3","1","-","-","-","-","-","-","-","-"
"5105259013","Urbano Bieger - Lucas do Rio Verde (MT)","Total","Total","16","1","2","6","7","-","-","-","-","-","-","-","-","-","-"
"5105259014","Cerrado - Lucas do Rio Verde (MT)","Total","Total","558","46","138","165","110","65","22","10","2","-","-","-","-","-","-"
"5105259015","Bandeirantes II - Lucas do Rio Verde (MT)","Total","Total","344","29","97","105","79","30","3","1","-","-","-","-","-","-","-"
"5105259016","Pioneiro II - Lucas do Rio Verde (MT)","Total","Total","47","7","12","9","12","5","1","1","-","-","-","-","-","-","-"
"5105259017","Maffini - Lucas do Rio Verde (MT)","Total","Total","340","21","68","86","93","38","17","9","6","-","1","1","-","-","-"
"5105259018","João Campagnaro - Lucas do Rio Verde (MT)","Total","Total","14","1","9","3","1","-","-","-","-","-","-","-","-","-","-"
"5105259019","Telesse Junior - Lucas do Rio Verde (MT)","Total","Total","910","32","317","292","189","53","20","5","1","1","-","-","-","-","-"
"5105259020","Dalastra - Lucas do Rio Verde (MT)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"5105259021","Veneza IV - Lucas do Rio Verde (MT)","Total","Total","6","1","2","1","2","-","-","-","-","-","-","-","-","-","-"
"5105259022","Ventura - Lucas do Rio Verde (MT)","Total","Total","99","5","22","36","19","12","3","1","-","1","-","-","-","-","-"
"5105259023","Bandeirantes III - Lucas do Rio Verde (MT)","Total","Total","16","-","3","9","3","-","1","-","-","-","-","-","-","-","-"
"5105259024","Parque das Emas - Lucas do Rio Verde (MT)","Total","Total","43","1","15","15","5","7","-","-","-","-","-","-","-","-","-"
"5105259025","Jardim Amazônia - Lucas do Rio Verde (MT)","Total","Total","20","1","8","1","3","6","1","-","-","-","-","-","-","-","-"
"5105259026","Verde Lago - Lucas do Rio Verde (MT)","Total","Total","20","4","2","4","5","3","1","-","-","1","-","-","-","-","-"
"5105259027","Jardim Europa - Lucas do Rio Verde (MT)","Total","Total","8","-","-","2","1","3","2","-","-","-","-","-","-","-","-"
"5105259028","Jardim Imperial - Lucas do Rio Verde (MT)","Total","Total","395","27","65","100","101","57","23","14","2","3","3","-","-","-","-"
"5105259029","Veneza III - Lucas do Rio Verde (MT)","Total","Total","92","4","18","28","25","11","3","2","1","-","-","-","-","-","-"
"5105259030","Setor Industrial III - Lucas do Rio Verde (MT)","Total","Total","205","23","63","49","42","20","2","3","2","1","-","-","-","-","-"
"5105259031","Parque das Emas III - Lucas do Rio Verde (MT)","Total","Total","33","3","9","10","8","3","-","-","-","-","-","-","-","-","-"
"5105903001","São José - Nobres (MT)","Total","Total","771","105","169","164","163","101","38","19","5","6","1","-","-","-","-"
"5105903002","Jardim Tropical - Nobres (MT)","Total","Total","162","26","29","29","35","18","13","5","3","3","1","-","-","-","-"
"5105903003","Jardim São Jorge - Nobres (MT)","Total","Total","67","8","14","12","11","15","7","-","-","-","-","-","-","-","-"
"5105903004","Jardim Carolina - Nobres (MT)","Total","Total","111","6","17","25","26","21","4","6","3","3","-","-","-","-","-"
"5105903005","Jardim Paraná - Nobres (MT)","Total","Total","323","37","57","89","83","40","11","3","3","-","-","-","-","-","-"
"5105903006","Centro - Nobres (MT)","Total","Total","354","64","70","79","76","42","14","5","2","-","1","1","-","-","-"
"5105903007","Aeroporto - Nobres (MT)","Total","Total","156","19","35","37","36","14","9","1","2","1","1","-","-","-","1"
"5105903008","Jardim Glória - Nobres (MT)","Total","Total","309","45","65","66","58","44","14","14","1","1","-","1","-","-","-"
"5105903009","Serragem - Nobres (MT)","Total","Total","215","38","41","58","32","25","14","4","1","2","-","-","-","-","-"
"5105903010","Ponte de Ferro - Nobres (MT)","Total","Total","117","17","24","22","22","18","6","5","1","-","1","-","-","1","-"
"5105903011","Cohab Marzagão - Nobres (MT)","Total","Total","152","19","34","41","31","20","4","1","2","-","-","-","-","-","-"
"5105903012","Jardim Petrópolis - Nobres (MT)","Total","Total","307","39","54","77","70","26","21","10","5","2","-","1","2","-","-"
"5105903013","Residencial Pôr do Sol - Nobres (MT)","Total","Total","49","10","4","8","8","8","4","4","3","-","-","-","-","-","-"
"5106000001","Centro - Nortelândia (MT)","Total","Total","300","52","70","64","74","29","6","4","1","-","-","-","-","-","-"
"5106000002","Da Ponte - Nortelândia (MT)","Total","Total","427","51","92","90","94","61","28","7","2","1","1","-","-","-","-"
"5106000003","Novo Horizonte - Nortelândia (MT)","Total","Total","148","21","31","34","26","18","10","6","-","1","1","-","-","-","-"
"5106000004","Santo Antonio - Nortelândia (MT)","Total","Total","151","25","28","45","25","19","2","3","3","1","-","-","-","-","-"
"5106000005","Tapirapuã - Nortelândia (MT)","Total","Total","62","9","10","22","8","7","3","1","1","1","-","-","-","-","-"
"5106000006","Joaquim da Silva - Nortelândia (MT)","Total","Total","320","54","72","77","61","35","13","5","2","1","-","-","-","-","-"
"5106000007","Bandeirantes - Nortelândia (MT)","Total","Total","229","42","45","57","44","22","11","4","2","2","-","-","-","-","-"
"5106224001","Centro - Nova Mutum (MT)","Total","Total","1051","131","299","279","204","93","29","7","3","3","2","-","1","-","-"
"5106224002","Bela Vista - Nova Mutum (MT)","Total","Total","683","73","147","182","154","76","27","16","5","2","1","-","-","-","-"
"5106224003","Jardim das Orquídeas - Nova Mutum (MT)","Total","Total","179","18","50","49","49","11","-","2","-","-","-","-","-","-","-"
"5106224004","N. Senhora Aparecida - Nova Mutum (MT)","Total","Total","574","84","133","127","131","55","23","11","7","-","2","1","-","-","-"
