Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Município;
3551702;Sertãozinho (SP);30877
3551801;Sete Barras (SP);4538
3551900;Severínia (SP);4775
3552007;Silveiras (SP);1783
3552106;Socorro (SP);9010
3552205;Sorocaba (SP);161849
3552304;Sud Mennucci (SP);2110
3552403;Sumaré (SP);71853
3552502;Suzano (SP);84308
3552551;Suzanápolis (SP);963
3552601;Tabapuã (SP);2758
3552700;Tabatinga (SP);4148
3552809;Taboão da Serra (SP);74769
3552908;Taciba (SP);1665
3553005;Taguaí (SP);3353
3553104;Taiaçu (SP);1721
3553203;Taiúva (SP);1346
3553302;Tambaú (SP);6367
3553401;Tanabi (SP);5692
3553500;Tapiraí (SP);2884
3553609;Tapiratiba (SP);3644
3553658;Taquaral (SP);768
3553708;Taquaritinga (SP);14804
3553807;Taquarituba (SP);6664
3553856;Taquarivaí (SP);1917
3553906;Tarabai (SP);2080
3553955;Tarumã (SP);3949
3554003;Tatuí (SP);31981
3554102;Taubaté (SP);77283
3554201;Tejupá (SP);1664
3554300;Teodoro Sampaio (SP);6770
3554409;Terra Roxa (SP);2422
3554508;Tietê (SP);9933
3554607;Timburi (SP);741
3554656;Torre de Pedra (SP);647
3554706;Torrinha (SP);2368
3554755;Trabiju (SP);492
3554805;Tremembé (SP);11163
3554904;Três Fronteiras (SP);1337
3554953;Tuiuti (SP);1477
3555000;Tupã (SP);15243
3555109;Tupi Paulista (SP);2835
3555208;Turiúba (SP);445
3555307;Turmalina (SP);434
3555356;Ubarana (SP);1710
3555406;Ubatuba (SP);24955
3555505;Ubirajara (SP);1320
3555604;Uchoa (SP);2336
3555703;União Paulista (SP);458
3555802;Urânia (SP);2138
3555901;Uru (SP);294
3556008;Urupês (SP);2967
3556107;Valentim Gentil (SP);2904
3556206;Valinhos (SP);26371
3556305;Valparaíso (SP);6005
3556354;Vargem (SP);2467
3556404;Vargem Grande do Sul (SP);11131
3556453;Vargem Grande Paulista (SP);13400
3556503;Várzea Paulista (SP);32560
3556602;Vera Cruz (SP);2981
3556701;Vinhedo (SP);16340
3556800;Viradouro (SP);4958
3556909;Vista Alegre do Alto (SP);1877
3556958;Vitória Brasil (SP);447
3557006;Votorantim (SP);32858
3557105;Votuporanga (SP);20010
3557154;Zacarias (SP);592
3557204;Chavantes (SP);3611
3557303;Estiva Gerbi (SP);2912
4100103;Abatiá (PR);2293
4100202;Adrianópolis (PR);2306
4100301;Agudos do Sul (PR);2777
4100400;Almirante Tamandaré (PR);36724
4100459;Altamira do Paraná (PR);1407
4100509;Altônia (PR);5784
4100608;Alto Paraná (PR);4029
4100707;Alto Piquiri (PR);3037
4100806;Alvorada do Sul (PR);2942
4100905;Amaporã (PR);1857
4101002;Ampére (PR);5527
4101051;Anahy (PR);861
4101101;Andirá (PR);5608
4101150;Ângulo (PR);801
4101200;Antonina (PR);6262
4101309;Antônio Olinto (PR);2269
4101408;Apucarana (PR);34338
4101507;Arapongas (PR);28673
4101606;Arapoti (PR);8901
4101655;Arapuã (PR);1073
4101705;Araruna (PR);3882
4101804;Araucária (PR);39077
4101853;Ariranha do Ivaí (PR);681
4101903;Assaí (PR);4693
4102000;Assis Chateaubriand (PR);8995
4102109;Astorga (PR);6637
4102208;Atalaia (PR);1022
4102307;Balsa Nova (PR);3473
4102406;Bandeirantes (PR);9353
4102505;Barbosa Ferraz (PR);3688
4102604;Barracão (PR);3087
4102703;Barra do Jacaré (PR);677
4102752;Bela Vista da Caroba (PR);1260
4102802;Bela Vista do Paraíso (PR);4132
4102901;Bituruna (PR);5882
4103008;Boa Esperança (PR);1198
4103024;Boa Esperança do Iguaçu (PR);895
4103040;Boa Ventura de São Roque (PR);2362
4103057;Boa Vista da Aparecida (PR);2657
4103107;Bocaiúva do Sul (PR);3909
4103156;Bom Jesus do Sul (PR);1224
4103206;Bom Sucesso (PR);2006
4103222;Bom Sucesso do Sul (PR);922
4103305;Borrazópolis (PR);2066
4103354;Braganey (PR);1731
4103370;Brasilândia do Sul (PR);916
4103404;Cafeara (PR);770
4103453;Cafelândia (PR);4470
4103479;Cafezal do Sul (PR);1151
4103503;Califórnia (PR);2370
4103602;Cambará (PR);6701
4103701;Cambé (PR);27705
4103800;Cambira (PR);1955
4103909;Campina da Lagoa (PR);4813
4103958;Campina do Simão (PR);1511
4104006;Campina Grande do Sul (PR);13297
4104055;Campo Bonito (PR);1523
4104105;Campo do Tenente (PR);2629
4104204;Campo Largo (PR);34430
4104253;Campo Magro (PR);8502
4104303;Campo Mourão (PR);25619
4104402;Cândido de Abreu (PR);5767
4104428;Candói (PR);5524
4104451;Cantagalo (PR);4767
4104501;Capanema (PR);5295
4104600;Capitão Leônidas Marques (PR);4657
4104659;Carambeí (PR);6907
4104709;Carlópolis (PR);4084
4104808;Cascavel (PR);86567
4104907;Castro (PR);23877
4105003;Catanduvas (PR);3504
4105102;Centenário do Sul (PR);3183
4105201;Cerro Azul (PR);6321
4105300;Céu Azul (PR);3139
4105409;Chopinzinho (PR);6118
4105508;Cianorte (PR);19368
4105607;Cidade Gaúcha (PR);3466
4105706;Clevelândia (PR);5904
4105805;Colombo (PR);71996
4105904;Colorado (PR);5782
4106001;Congonhinhas (PR);2610
4106100;Conselheiro Mairinck (PR);1118
4106209;Contenda (PR);5150
4106308;Corbélia (PR);4872
4106407;Cornélio Procópio (PR);12247
4106456;Coronel Domingos Soares (PR);2803
4106506;Coronel Vivida (PR);6612
4106555;Corumbataí do Sul (PR);1197
4106571;Cruzeiro do Iguaçu (PR);1408
4106605;Cruzeiro do Oeste (PR);5665
4106704;Cruzeiro do Sul (PR);1290
4106803;Cruz Machado (PR);6261
4106852;Cruzmaltina (PR);879
4106902;Curitiba (PR);460161
4107009;Curiúva (PR);4583
4107108;Diamante do Norte (PR);1582
4107124;Diamante do Sul (PR);1334
4107157;Diamante D'Oeste (PR);1752
4107207;Dois Vizinhos (PR);10943
4107256;Douradina (PR);2056
4107306;Doutor Camargo (PR);1435
4107405;Enéas Marques (PR);1869
4107504;Engenheiro Beltrão (PR);3959
4107520;Esperança Nova (PR);502
4107538;Entre Rios do Oeste (PR);1094
4107546;Espigão Alto do Iguaçu (PR);1659
4107553;Farol (PR);1112
4107603;Faxinal (PR);5107
4107652;Fazenda Rio Grande (PR);29606
4107702;Fênix (PR);1399
4107736;Fernandes Pinheiro (PR);2088
4107751;Figueira (PR);2584
4107801;Floraí (PR);1188
4107850;Flor da Serra do Sul (PR);1576
4107900;Floresta (PR);1586
4108007;Florestópolis (PR);3342
4108106;Flórida (PR);706
4108205;Formosa do Oeste (PR);1781
4108304;Foz do Iguaçu (PR);85198
4108320;Francisco Alves (PR);1955
4108403;Francisco Beltrão (PR);23263
4108452;Foz do Jordão (PR);2086
4108502;General Carneiro (PR);5273
4108551;Godoy Moreira (PR);963
4108601;Goioerê (PR);8358
4108650;Goioxim (PR);2911
4108700;Grandes Rios (PR);2077
4108809;Guaíra (PR);9580
4108908;Guairaçá (PR);1900
4108957;Guamiranga (PR);2653
4109005;Guapirama (PR);1203
4109104;Guaporema (PR);654
4109203;Guaraci (PR);1541
4109302;Guaraniaçu (PR);4684
4109401;Guarapuava (PR);55500
4109500;Guaraqueçaba (PR);2869
4109609;Guaratuba (PR);10744
4109658;Honório Serpa (PR);2153
4109708;Ibaiti (PR);8978
4109757;Ibema (PR);2107
4109807;Ibiporã (PR);13877
4109906;Icaraíma (PR);2586
4110003;Iguaraçu (PR);1139
4110052;Iguatu (PR);663
4110078;Imbaú (PR);4087
4110102;Imbituva (PR);9806
4110201;Inácio Martins (PR);4299
4110300;Inajá (PR);921
4110409;Indianópolis (PR);1166
4110508;Ipiranga (PR);4972
4110607;Iporã (PR);4244
4110656;Iracema do Oeste (PR);711
4110706;Irati (PR);16737
4110805;Iretama (PR);3405
4110904;Itaguajé (PR);1432
4110953;Itaipulândia (PR);2814
4111001;Itambaracá (PR);1986
4111100;Itambé (PR);1635
4111209;Itapejara d'Oeste (PR);3091
4111258;Itaperuçu (PR);9142
4111308;Itaúna do Sul (PR);1149
4111407;Ivaí (PR);4433
4111506;Ivaiporã (PR);8943
4111555;Ivaté (PR);2170
4111605;Ivatuba (PR);1026
4111704;Jaboti (PR);1450
4111803;Jacarezinho (PR);11807
4111902;Jaguapitã (PR);3461
4112009;Jaguariaíva (PR);11094
4112108;Jandaia do Sul (PR);5437
4112207;Janiópolis (PR);1860
4112306;Japira (PR);1534
4112405;Japurá (PR);2196
4112504;Jardim Alegre (PR);3638
4112603;Jardim Olinda (PR);438
4112702;Jataizinho (PR);3893
4112751;Jesuítas (PR);2349
4112801;Joaquim Távora (PR);3066
4112900;Jundiaí do Sul (PR);1059
4112959;Juranda (PR);2209
4113007;Jussara (PR);1951
4113106;Kaloré (PR);1118
4113205;Lapa (PR);13992
4113254;Laranjal (PR);2640
4113304;Laranjeiras do Sul (PR);10288
4113403;Leópolis (PR);1152
4113429;Lidianópolis (PR);1052
4113452;Lindoeste (PR);1715
4113502;Loanda (PR);6168
4113601;Lobato (PR);1225
4113700;Londrina (PR);138251
4113734;Luiziana (PR);2395
4113759;Lunardelli (PR);1482
4113809;Lupionópolis (PR);1299
4113908;Mallet (PR);3867
4114005;Mamborê (PR);4153
4114104;Mandaguaçu (PR);5818
4114203;Mandaguari (PR);8860
4114302;Mandirituba (PR);7578
4114351;Manfrinópolis (PR);1089
4114401;Mangueirinha (PR);6163
4114500;Manoel Ribas (PR);4424
4114609;Marechal Cândido Rondon (PR);12825
4114708;Maria Helena (PR);1647
4114807;Marialva (PR);8784
4114906;Marilândia do Sul (PR);2692
4115002;Marilena (PR);2114
4115101;Mariluz (PR);3378
4115200;Maringá (PR);89433
4115309;Mariópolis (PR);1876
4115358;Maripá (PR);1466
4115408;Marmeleiro (PR);4361
4115457;Marquinho (PR);1821
4115507;Marumbi (PR);1288
4115606;Matelândia (PR);5039
4115705;Matinhos (PR);9424
4115739;Mato Rico (PR);1253
4115754;Mauá da Serra (PR);3079
4115804;Medianeira (PR);12281
4115853;Mercedes (PR);1456
4115903;Mirador (PR);749
4116000;Miraselva (PR);474
4116059;Missal (PR);2906
4116109;Moreira Sales (PR);3669
4116208;Morretes (PR);5189
4116307;Munhoz de Melo (PR);1026
4116406;Nossa Senhora das Graças (PR);1090
4116505;Nova Aliança do Ivaí (PR);453
4116604;Nova América da Colina (PR);1068
4116703;Nova Aurora (PR);3300
4116802;Nova Cantu (PR);2474
4116901;Nova Esperança (PR);7470
4116950;Nova Esperança do Sudoeste (PR);1665
4117008;Nova Fátima (PR);2439
4117057;Nova Laranjeiras (PR);4358
4117107;Nova Londrina (PR);3989
4117206;Nova Olímpia (PR);1483
4117214;Nova Santa Bárbara (PR);1225
4117222;Nova Santa Rosa (PR);2075
4117255;Nova Prata do Iguaçu (PR);3179
4117271;Nova Tebas (PR);2390
4117297;Novo Itacolomi (PR);756
4117305;Ortigueira (PR);8080
4117404;Ourizona (PR);893
4117453;Ouro Verde do Oeste (PR);1732
4117503;Paiçandu (PR);10822
4117602;Palmas (PR);16558
4117701;Palmeira (PR);10272
4117800;Palmital (PR);5428
4117909;Palotina (PR);8165
4118006;Paraíso do Norte (PR);3433
4118105;Paranacity (PR);3279
4118204;Paranaguá (PR);47956
4118303;Paranapoema (PR);906
4118402;Paranavaí (PR);22946
4118451;Pato Bragado (PR);1353
4118501;Pato Branco (PR);21543
4118600;Paula Freitas (PR);1649
4118709;Paulo Frontin (PR);2055
4118808;Peabiru (PR);4115
4118857;Perobal (PR);1614
4118907;Pérola (PR);2576
4119004;Pérola d'Oeste (PR);1969
4119103;Piên (PR);3717
4119152;Pinhais (PR);36242
4119202;Pinhalão (PR);1841
4119251;Pinhal de São Bento (PR);926
4119301;Pinhão (PR);11909
4119400;Piraí do Sul (PR);7826
4119509;Piraquara (PR);32545
4119608;Pitanga (PR);10761
4119657;Pitangueiras (PR);866
4119707;Planaltina do Paraná (PR);1244
4119806;Planalto (PR);3796
4119905;Ponta Grossa (PR);99390
4119954;Pontal do Paraná (PR);6418
4120002;Porecatu (PR);3968
4120101;Porto Amazonas (PR);1496
4120150;Porto Barreiro (PR);1225
4120200;Porto Rico (PR);795
4120309;Porto Vitória (PR);1318
4120333;Prado Ferreira (PR);1024
4120358;Pranchita (PR);1544
4120408;Presidente Castelo Branco (PR);1495
4120507;Primeiro de Maio (PR);2829
4120606;Prudentópolis (PR);15756
4120655;Quarto Centenário (PR);1441
4120705;Quatiguá (PR);1848
4120804;Quatro Barras (PR);6519
4120853;Quatro Pontes (PR);1001
4120903;Quedas do Iguaçu (PR);10936
4121000;Querência do Norte (PR);3809
4121109;Quinta do Sol (PR);1536
4121208;Quitandinha (PR);5534
4121257;Ramilândia (PR);1455
4121307;Rancho Alegre (PR);1076
4121356;Rancho Alegre D'Oeste (PR);838
4121406;Realeza (PR);4769
4121505;Rebouças (PR);4643
4121604;Renascença (PR);2192
4121703;Reserva (PR);9305
4121752;Reserva do Iguaçu (PR);3051
4121802;Ribeirão Claro (PR);3000
4121901;Ribeirão do Pinhal (PR);4241
4122008;Rio Azul (PR);4594
4122107;Rio Bom (PR);886
4122156;Rio Bonito do Iguaçu (PR);5271
4122172;Rio Branco do Ivaí (PR);1420
4122206;Rio Branco do Sul (PR);10929
4122305;Rio Negro (PR);9880
4122404;Rolândia (PR);16093
4122503;Roncador (PR);3554
4122602;Rondon (PR);2665
4122651;Rosário do Ivaí (PR);1791
4122701;Sabáudia (PR);1746
4122800;Salgado Filho (PR);1435
4122909;Salto do Itararé (PR);1463
4123006;Salto do Lontra (PR);4317
4123105;Santa Amélia (PR);1201
4123204;Santa Cecília do Pavão (PR);1089
4123303;Santa Cruz de Monte Castelo (PR);2298
4123402;Santa Fé (PR);2807
4123501;Santa Helena (PR);6882
4123600;Santa Inês (PR);518
4123709;Santa Isabel do Ivaí (PR);2339
4123808;Santa Izabel do Oeste (PR);4056
4123824;Santa Lúcia (PR);1187
4123857;Santa Maria do Oeste (PR);4159
4123907;Santa Mariana (PR);3380
4123956;Santa Mônica (PR);1162
4124004;Santana do Itararé (PR);1617
4124020;Santa Tereza do Oeste (PR);3474
4124053;Santa Terezinha de Itaipu (PR);6647
4124103;Santo Antônio da Platina (PR);13014
4124202;Santo Antônio do Caiuá (PR);796
4124301;Santo Antônio do Paraíso (PR);709
4124400;Santo Antônio do Sudoeste (PR);6430
4124509;Santo Inácio (PR);1454
4124608;São Carlos do Ivaí (PR);1916
4124707;São Jerônimo da Serra (PR);3803
4124806;São João (PR);3057
4124905;São João do Caiuá (PR);1850
4125001;São João do Ivaí (PR);3162
4125100;São João do Triunfo (PR);4778
4125209;São Jorge d'Oeste (PR);2542
4125308;São Jorge do Ivaí (PR);1423
4125357;São Jorge do Patrocínio (PR);1589
4125407;São José da Boa Vista (PR);2037
4125456;São José das Palmeiras (PR);1154
4125506;São José dos Pinhais (PR);85272
4125555;São Manoel do Paraná (PR);565
4125605;São Mateus do Sul (PR);13309
4125704;São Miguel do Iguaçu (PR);8131
4125753;São Pedro do Iguaçu (PR);1963
4125803;São Pedro do Ivaí (PR);2962
4125902;São Pedro do Paraná (PR);740
4126009;São Sebastião da Amoreira (PR);2651
4126108;São Tomé (PR);1555
4126207;Sapopema (PR);2273
4126256;Sarandi (PR);26009
4126272;Saudade do Iguaçu (PR);1733
4126306;Sengés (PR);6650
4126355;Serranópolis do Iguaçu (PR);1195
4126405;Sertaneja (PR);1546
4126504;Sertanópolis (PR);4295
4126603;Siqueira Campos (PR);5316
4126652;Sulina (PR);945
4126678;Tamarana (PR);4317
4126702;Tamboara (PR);1246
4126801;Tapejara (PR);4463
4126900;Tapira (PR);1578
4127007;Teixeira Soares (PR);3615
4127106;Telêmaco Borba (PR);22739
4127205;Terra Boa (PR);4411
4127304;Terra Rica (PR);4547
4127403;Terra Roxa (PR);4734
4127502;Tibagi (PR);7148
4127601;Tijucas do Sul (PR);4962
4127700;Toledo (PR);34169
4127809;Tomazina (PR);2447
4127858;Três Barras do Paraná (PR);4013
4127882;Tunas do Paraná (PR);2621
4127908;Tuneiras do Oeste (PR);2628
4127957;Tupãssi (PR);2217
4127965;Turvo (PR);4977
4128005;Ubiratã (PR);6045
4128104;Umuarama (PR);27117
4128203;União da Vitória (PR);16957
4128302;Uniflor (PR);729
4128401;Uraí (PR);3146
4128500;Wenceslau Braz (PR);6004
4128534;Ventania (PR);3522
4128559;Vera Cruz do Oeste (PR);2701
4128609;Verê (PR);2211
4128625;Alto Paraíso (PR);988
4128633;Doutor Ulysses (PR);2250
4128658;Virmond (PR);1278
4128708;Vitorino (PR);2037
4128807;Xambrê (PR);1646
4200051;Abdon Batista (SC);758
4200101;Abelardo Luz (SC);6110
4200200;Agrolândia (SC);2729
4200309;Agronômica (SC);1501
4200408;Água Doce (SC);2304
4200507;Águas de Chapecó (SC);1719
4200556;Águas Frias (SC);692
4200606;Águas Mornas (SC);1528
4200705;Alfredo Wagner (SC);2890
4200754;Alto Bela Vista (SC);501
4200804;Anchieta (SC);1926
4200903;Angelina (SC);1433
4201000;Anita Garibaldi (SC);2693
4201109;Anitápolis (SC);929
4201208;Antônio Carlos (SC);2126
4201257;Apiúna (SC);3027
4201273;Arabutã (SC);1075
4201307;Araquari (SC);8901
4201406;Araranguá (SC);18313
4201505;Armazém (SC);2240
4201604;Arroio Trinta (SC);886
4201653;Arvoredo (SC);650
4201703;Ascurra (SC);2023
4201802;Atalanta (SC);964
4201901;Aurora (SC);1646
4201950;Balneário Arroio do Silva (SC);2716
4202008;Balneário Camboriú (SC);26121
4202057;Balneário Barra do Sul (SC);2356
4202073;Balneário Gaivota (SC);2405
4202081;Bandeirante (SC);843
4202099;Barra Bonita (SC);567
4202107;Barra Velha (SC);7098
4202131;Bela Vista do Toldo (SC);2004
4202156;Belmonte (SC);771
4202206;Benedito Novo (SC);2831
4202305;Biguaçu (SC);17955
4202404;Blumenau (SC);81615
4202438;Bocaina do Sul (SC);1032
4202453;Bombinhas (SC);4247
4202503;Bom Jardim da Serra (SC);1409
4202537;Bom Jesus (SC);791
4202578;Bom Jesus do Oeste (SC);597
4202602;Bom Retiro (SC);3082
4202701;Botuverá (SC);1104
4202800;Braço do Norte (SC);8938
4202859;Braço do Trombudo (SC);934
4202875;Brunópolis (SC);891
4202909;Brusque (SC);27977
4203006;Caçador (SC);23125
4203105;Caibi (SC);1734
4203154;Calmon (SC);1443
4203204;Camboriú (SC);21335
4203253;Capão Alto (SC);833
4203303;Campo Alegre (SC);3631
4203402;Campo Belo do Sul (SC);2402
4203501;Campo Erê (SC);3227
4203600;Campos Novos (SC);10410
4203709;Canelinha (SC);3391
4203808;Canoinhas (SC);16494
4203907;Capinzal (SC);6152
4203956;Capivari de Baixo (SC);6277
4204004;Catanduvas (SC);3069
4204103;Caxambu do Sul (SC);1224
4204152;Celso Ramos (SC);807
4204178;Cerro Negro (SC);1134
4204194;Chapadão do Lageado (SC);949
4204202;Chapecó (SC);54348
4204251;Cocal do Sul (SC);4045
4204301;Concórdia (SC);18164
4204350;Cordilheira Alta (SC);992
4204400;Coronel Freitas (SC);2764
4204459;Coronel Martins (SC);786
4204509;Corupá (SC);3907
4204558;Correia Pinto (SC);4803
4204608;Criciúma (SC);53589
4204707;Cunha Porã (SC);2733
4204756;Cunhataí (SC);506
4204806;Curitibanos (SC);12404
4204905;Descanso (SC);2241
4205001;Dionísio Cerqueira (SC);4883
4205100;Dona Emma (SC);1167
4205159;Doutor Pedrinho (SC);1051
4205175;Entre Rios (SC);1171
4205191;Ermo (SC);612
4205209;Erval Velho (SC);1186
4205308;Faxinal dos Guedes (SC);3372
4205357;Flor do Sertão (SC);472
4205407;Florianópolis (SC);100536
4205431;Formosa do Sul (SC);765
4205456;Forquilhinha (SC);7061
4205506;Fraiburgo (SC);11897
4205555;Frei Rogério (SC);820
4205605;Galvão (SC);1046
4205704;Garopaba (SC);5069
4205803;Garuva (SC);5180
4205902;Gaspar (SC);16819
4206009;Governador Celso Ramos (SC);3552
4206108;Grão-Pará (SC);1755
4206207;Gravatal (SC);2962
4206306;Guabiruba (SC);5152
4206405;Guaraciaba (SC);2706
4206504;Guaramirim (SC);10926
4206603;Guarujá do Sul (SC);1320
4206652;Guatambú (SC);1503
4206702;Herval d'Oeste (SC);5989
4206751;Ibiam (SC);537
4206801;Ibicaré (SC);872
4206900;Ibirama (SC);5050
4207007;Içara (SC);17549
4207106;Ilhota (SC);3852
4207205;Imaruí (SC);3289
4207304;Imbituba (SC);11068
4207403;Imbuia (SC);1861
4207502;Indaial (SC);15963
4207577;Iomerê (SC);672
4207601;Ipira (SC);1263
4207650;Iporã do Oeste (SC);2342
4207684;Ipuaçu (SC);2821
4207700;Ipumirim (SC);1932
4207759;Iraceminha (SC);1202
4207809;Irani (SC);3030
4207858;Irati (SC);620
4207908;Irineópolis (SC);3497
4208005;Itá (SC);1843
4208104;Itaiópolis (SC);6826
4208203;Itajaí (SC);53788
4208302;Itapema (SC);13355
4208401;Itapiranga (SC);4433
4208450;Itapoá (SC);4321
4208500;Ituporanga (SC);6907
4208609;Jaborá (SC);1078
4208708;Jacinto Machado (SC);3004
4208807;Jaguaruna (SC);4736
4208906;Jaraguá do Sul (SC);39169
4208955;Jardinópolis (SC);522
4209003;Joaçaba (SC);7075
4209102;Joinville (SC);147251
4209151;José Boiteux (SC);1663
4209177;Jupiá (SC);647
4209201;Lacerdópolis (SC);555
4209300;Lages (SC);47542
4209409;Laguna (SC);14329
4209458;Lajeado Grande (SC);390
4209508;Laurentino (SC);1686
4209607;Lauro Müller (SC);4159
4209706;Lebon Régis (SC);4435
4209805;Leoberto Leal (SC);979
4209854;Lindóia do Sul (SC);1202
4209904;Lontras (SC);3113
4210001;Luiz Alves (SC);3235
4210035;Luzerna (SC);1338
4210050;Macieira (SC);575
4210100;Mafra (SC);15909
4210209;Major Gercino (SC);961
4210308;Major Vieira (SC);2442
4210407;Maracajá (SC);1889
4210506;Maravilha (SC);6150
4210555;Marema (SC);597
4210605;Massaranduba (SC);3960
4210704;Matos Costa (SC);1061
4210803;Meleiro (SC);1930
4210852;Mirim Doce (SC);775
4210902;Modelo (SC);1172
4211009;Mondaí (SC);2710
4211058;Monte Carlo (SC);3546
4211108;Monte Castelo (SC);2894
4211207;Morro da Fumaça (SC);5053
4211256;Morro Grande (SC);826
4211306;Navegantes (SC);19638
4211405;Nova Erechim (SC);1235
4211454;Nova Itaberaba (SC);1351
4211504;Nova Trento (SC);3214
4211603;Nova Veneza (SC);3817
4211652;Novo Horizonte (SC);838
4211702;Orleans (SC);6082
4211751;Otacílio Costa (SC);5322
4211801;Ouro (SC);1978
4211850;Ouro Verde (SC);708
4211876;Paial (SC);515
4211892;Painel (SC);715
4211900;Palhoça (SC);41868
4212007;Palma Sola (SC);2645
4212056;Palmeira (SC);747
4212106;Palmitos (SC);4245
4212205;Papanduva (SC);6046
4212239;Paraíso (SC);1215
4212254;Passo de Torres (SC);2102
4212270;Passos Maia (SC);1615
4212304;Paulo Lopes (SC);2038
4212403;Pedras Grandes (SC);1014
4212502;Penha (SC);7432
4212601;Peritiba (SC);723
4212700;Petrolândia (SC);1765
4212809;Balneário Piçarras (SC);5376
4212908;Pinhalzinho (SC);4746
4213005;Pinheiro Preto (SC);921
4213104;Piratuba (SC);1221
4213153;Planalto Alegre (SC);737
4213203;Pomerode (SC);6857
4213302;Ponte Alta (SC);1676
4213351;Ponte Alta do Norte (SC);1192
4213401;Ponte Serrada (SC);3814
4213500;Porto Belo (SC);4783
4213609;Porto União (SC);10235
4213708;Pouso Redondo (SC);4604
4213807;Praia Grande (SC);2121
4213906;Presidente Castello Branco (SC);435
4214003;Presidente Getúlio (SC);4241
4214102;Presidente Nereu (SC);665
4214151;Princesa (SC);828
4214201;Quilombo (SC);2967
4214300;Rancho Queimado (SC);738
4214409;Rio das Antas (SC);1900
4214508;Rio do Campo (SC);1871
4214607;Rio do Oeste (SC);1959
4214706;Rio dos Cedros (SC);2612
4214805;Rio do Sul (SC);16645
4214904;Rio Fortuna (SC);1102
4215000;Rio Negrinho (SC);13218
4215059;Rio Rufino (SC);807
4215075;Riqueza (SC);1495
4215109;Rodeio (SC);2630
4215208;Romelândia (SC);1628
4215307;Salete (SC);2263
4215356;Saltinho (SC);1358
4215406;Salto Veloso (SC);1268
4215455;Sangão (SC);3722
4215505;Santa Cecília (SC);5746
4215554;Santa Helena (SC);645
4215604;Santa Rosa de Lima (SC);555
4215653;Santa Rosa do Sul (SC);2453
4215679;Santa Terezinha (SC);2948
4215687;Santa Terezinha do Progresso (SC);933
4215695;Santiago do Sul (SC);431
4215703;Santo Amaro da Imperatriz (SC);5571
4215752;São Bernardino (SC);923
4215802;São Bento do Sul (SC);22249
4215901;São Bonifácio (SC);711
4216008;São Carlos (SC);2627
4216057;São Cristóvão do Sul (SC);1570
4216107;São Domingos (SC);2839
4216206;São Francisco do Sul (SC);13159
4216255;São João do Oeste (SC);1480
4216305;São João Batista (SC);8040
4216354;São João do Itaperiú (SC);1101
4216404;São João do Sul (SC);2113
4216503;São Joaquim (SC);7322
4216602;São José (SC);55531
4216701;São José do Cedro (SC);3806
4216800;São José do Cerrito (SC);2793
4216909;São Lourenço do Oeste (SC);6490
4217006;São Ludgero (SC);3376
4217105;São Martinho (SC);806
4217154;São Miguel da Boa Vista (SC);539
4217204;São Miguel do Oeste (SC);9554
4217253;São Pedro de Alcântara (SC);817
4217303;Saudades (SC);2540
4217402;Schroeder (SC);4578
4217501;Seara (SC);4508
4217550;Serra Alta (SC);953
4217600;Siderópolis (SC);3620
4217709;Sombrio (SC);8393
4217758;Sul Brasil (SC);845
4217808;Taió (SC);5012
4217907;Tangará (SC);2437
4217956;Tigrinhos (SC);493
4218004;Tijucas (SC);9149
4218103;Timbé do Sul (SC);1510
4218202;Timbó (SC);9379
4218251;Timbó Grande (SC);2905
4218301;Três Barras (SC);6496
4218350;Treviso (SC);883
4218400;Treze de Maio (SC);1889
4218509;Treze Tílias (SC);1856
4218608;Trombudo Central (SC);1835
4218707;Tubarão (SC);24446
4218756;Tunápolis (SC);1275
4218806;Turvo (SC);3334
4218855;União do Oeste (SC);827
4218905;Urubici (SC);3405
4218954;Urupema (SC);702
4219002;Urussanga (SC);4877
4219101;Vargeão (SC);1142
4219150;Vargem (SC);870
4219176;Vargem Bonita (SC);1629
4219200;Vidal Ramos (SC);2040
4219309;Videira (SC);13893
4219358;Vitor Meireles (SC);1819
4219408;Witmarsum (SC);1083
4219507;Xanxerê (SC);13025
4219606;Xavantina (SC);1038
4219705;Xaxim (SC);7473
4219853;Zortéa (SC);921
4300034;Aceguá (RS);1347
4300059;Água Santa (RS);1080
4300109;Agudo (RS);4293
4300208;Ajuricaba (RS);1759
4300307;Alecrim (RS);1708
4300406;Alegrete (RS);21809
4300455;Alegria (RS);1075
4300471;Almirante Tamandaré do Sul (RS);490
4300505;Alpestre (RS);2176
4300554;Alto Alegre (RS);440
4300570;Alto Feliz (RS);654
4300604;Alvorada (RS);66326
4300638;Amaral Ferrador (RS);1939
4300646;Ametista do Sul (RS);2337
4300661;André da Rocha (RS);313
4300703;Anta Gorda (RS);1321
4300802;Antônio Prado (RS);3104
4300851;Arambaré (RS);1014
4300877;Araricá (RS);1462
4300901;Aratiba (RS);1482
4301008;Arroio do Meio (RS);4466
4301057;Arroio do Sal (RS);2194
4301073;Arroio do Padre (RS);670
4301107;Arroio dos Ratos (RS);3896
