Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Município;
2601409;Barreiros (PE);15316
2601508;Belém de Maria (PE);4481
2601607;Belém do São Francisco (PE);7912
2601706;Belo Jardim (PE);24824
2601805;Betânia (PE);4399
2601904;Bezerros (PE);18076
2602001;Bodocó (PE);13979
2602100;Bom Conselho (PE);17343
2602209;Bom Jardim (PE);12902
2602308;Bonito (PE);14113
2602407;Brejão (PE);3334
2602506;Brejinho (PE);2512
2602605;Brejo da Madre de Deus (PE);17100
2602704;Buenos Aires (PE);4237
2602803;Buíque (PE);22399
2602902;Cabo de Santo Agostinho (PE);60254
2603009;Cabrobó (PE);11931
2603108;Cachoeirinha (PE);6232
2603207;Caetés (PE);10425
2603306;Calçado (PE);4203
2603405;Calumbi (PE);2019
2603454;Camaragibe (PE);43424
2603504;Camocim de São Félix (PE);5851
2603603;Camutanga (PE);2831
2603702;Canhotinho (PE);8797
2603801;Capoeiras (PE);7395
2603900;Carnaíba (PE);6636
2603926;Carnaubeira da Penha (PE);5257
2604007;Carpina (PE);23530
2604106;Caruaru (PE);101292
2604155;Casinhas (PE);5090
2604205;Catende (PE);14243
2604304;Cedro (PE);4070
2604403;Chã de Alegria (PE);4413
2604502;Chã Grande (PE);6931
2604601;Condado (PE);8727
2604700;Correntes (PE);6342
2604809;Cortês (PE);4766
2604908;Cumaru (PE);5497
2605004;Cupira (PE);8119
2605103;Custódia (PE);11433
2605152;Dormentes (PE);6216
2605202;Escada (PE);22173
2605301;Exu (PE);12182
2605400;Feira Nova (PE);7105
2605459;Fernando de Noronha (PE);680
2605509;Ferreiros (PE);3790
2605608;Flores (PE);7551
2605707;Floresta (PE);11363
2605806;Frei Miguelinho (PE);4312
2605905;Gameleira (PE);10949
2606002;Garanhuns (PE);44085
2606101;Glória do Goitá (PE);10304
2606200;Goiana (PE);25352
2606309;Granito (PE);2628
2606408;Gravatá (PE);24895
2606507;Iati (PE);7407
2606606;Ibimirim (PE);10894
2606705;Ibirajuba (PE);2650
2606804;Igarassu (PE);33564
2606903;Iguaracy (PE);3901
2607000;Inajá (PE);8233
2607109;Ingazeira (PE);1560
2607208;Ipojuca (PE);30374
2607307;Ipubi (PE);11708
2607406;Itacuruba (PE);1648
2607505;Itaíba (PE);10440
2607604;Ilha de Itamaracá (PE);6429
2607653;Itambé (PE);12748
2607703;Itapetim (PE);4287
2607752;Itapissuma (PE);8280
2607802;Itaquitinga (PE);5719
2607901;Jaboatão dos Guararapes (PE);198979
2607950;Jaqueira (PE);4710
2608008;Jataúba (PE);6054
2608057;Jatobá (PE);4935
2608107;João Alfredo (PE);10444
2608206;Joaquim Nabuco (PE);6170
2608255;Jucati (PE);3998
2608305;Jupi (PE);5043
2608404;Jurema (PE);5697
2608453;Lagoa do Carro (PE);5421
2608503;Lagoa de Itaenga (PE);7618
2608602;Lagoa do Ouro (PE);4608
2608701;Lagoa dos Gatos (PE);5891
2608750;Lagoa Grande (PE);9286
2608800;Lajedo (PE);12623
2608909;Limoeiro (PE);16714
2609006;Macaparana (PE);8597
2609105;Machados (PE);4962
2609154;Manari (PE);8268
2609204;Maraial (PE);5195
2609303;Mirandiba (PE);5651
2609402;Moreno (PE);18293
2609501;Nazaré da Mata (PE);9478
2609600;Olinda (PE);108021
2609709;Orobó (PE);8111
2609808;Orocó (PE);5311
2609907;Ouricuri (PE);25644
2610004;Palmares (PE);21426
2610103;Palmeirina (PE);3102
2610202;Panelas (PE);9955
2610301;Paranatama (PE);4129
2610400;Parnamirim (PE);7587
2610509;Passira (PE);9427
2610608;Paudalho (PE);18195
2610707;Paulista (PE);87649
2610806;Pedra (PE);7821
2610905;Pesqueira (PE);21805
2611002;Petrolândia (PE);12368
2611101;Petrolina (PE);106815
2611200;Poção (PE);4212
2611309;Pombos (PE);7900
2611408;Primavera (PE);5008
2611507;Quipapá (PE);9739
2611533;Quixaba (PE);2530
2611606;Recife (PE);422702
2611705;Riacho das Almas (PE);6262
2611804;Ribeirão (PE);15690
2611903;Rio Formoso (PE);8507
2612000;Sairé (PE);3727
2612109;Salgadinho (PE);2905
2612208;Salgueiro (PE);20039
2612307;Saloá (PE);5531
2612406;Sanharó (PE);8258
2612455;Santa Cruz (PE);5402
2612471;Santa Cruz da Baixa Verde (PE);4026
2612505;Santa Cruz do Capibaribe (PE);30474
2612554;Santa Filomena (PE);5230
2612604;Santa Maria da Boa Vista (PE);16264
2612703;Santa Maria do Cambucá (PE);4752
2612802;Santa Terezinha (PE);3982
2612901;São Benedito do Sul (PE);4817
2613008;São Bento do Una (PE);20501
2613107;São Caitano (PE);12604
2613206;São João (PE);8053
2613305;São Joaquim do Monte (PE);7313
2613404;São José da Coroa Grande (PE);7169
2613503;São José do Belmonte (PE);11804
2613602;São José do Egito (PE);10320
2613701;São Lourenço da Mata (PE);33269
2613800;São Vicente Férrer (PE);6482
2613909;Serra Talhada (PE);26894
2614006;Serrita (PE);7017
2614105;Sertânia (PE);11340
2614204;Sirinhaém (PE);15512
2614303;Moreilândia (PE);4082
2614402;Solidão (PE);2159
2614501;Surubim (PE);19176
2614600;Tabira (PE);9104
2614709;Tacaimbó (PE);4495
2614808;Tacaratu (PE);8508
2614857;Tamandaré (PE);8003
2615003;Taquaritinga do Norte (PE);8506
2615102;Terezinha (PE);2511
2615201;Terra Nova (PE);3352
2615300;Timbaúba (PE);18247
2615409;Toritama (PE);13035
2615508;Tracunhaém (PE);4472
2615607;Trindade (PE);10571
2615706;Triunfo (PE);4789
2615805;Tupanatinga (PE);10465
2615904;Tuparetama (PE);2439
2616001;Venturosa (PE);5807
2616100;Verdejante (PE);3450
2616183;Vertente do Lério (PE);2758
2616209;Vertentes (PE);6122
2616308;Vicência (PE);10854
2616407;Vitória de Santo Antão (PE);41616
2616506;Xexéu (PE);5787
2700102;Água Branca (AL);8041
2700201;Anadia (AL);6665
2700300;Arapiraca (AL);76273
2700409;Atalaia (AL);18552
2700508;Barra de Santo Antônio (AL);5923
2700607;Barra de São Miguel (AL);2963
2700706;Batalha (AL);6599
2700805;Belém (AL);1642
2700904;Belo Monte (AL);2901
2701001;Boca da Mata (AL);10056
2701100;Branquinha (AL);4571
2701209;Cacimbinhas (AL);3940
2701308;Cajueiro (AL);8465
2701357;Campestre (AL);2830
2701407;Campo Alegre (AL);20573
2701506;Campo Grande (AL);3605
2701605;Canapi (AL);7712
2701704;Capela (AL);7020
2701803;Carneiros (AL);3735
2701902;Chã Preta (AL);3038
2702009;Coité do Nóia (AL);4234
2702108;Colônia Leopoldina (AL);8449
2702207;Coqueiro Seco (AL);2008
2702306;Coruripe (AL);20577
2702355;Craíbas (AL);9050
2702405;Delmiro Gouveia (AL);17797
2702504;Dois Riachos (AL);4351
2702553;Estrela de Alagoas (AL);6343
2702603;Feira Grande (AL);8425
2702702;Feliz Deserto (AL);1742
2702801;Flexeiras (AL);5234
2702900;Girau do Ponciano (AL);14984
2703007;Ibateguara (AL);6497
2703106;Igaci (AL);9383
2703205;Igreja Nova (AL);8817
2703304;Inhapi (AL);7909
2703403;Jacaré dos Homens (AL);2236
2703502;Jacuípe (AL);2990
2703601;Japaratinga (AL);3279
2703700;Jaramataia (AL);2128
2703759;Jequiá da Praia (AL);4965
2703809;Joaquim Gomes (AL);9941
2703908;Jundiá (AL);1691
2704005;Junqueiro (AL);9184
2704104;Lagoa da Canoa (AL);7119
2704203;Limoeiro de Anadia (AL);10343
2704302;Maceió (AL);300941
2704401;Major Isidoro (AL);7322
2704500;Maragogi (AL);12127
2704609;Maravilha (AL);4181
2704708;Marechal Deodoro (AL);17378
2704807;Maribondo (AL);4884
2704906;Mar Vermelho (AL);1321
2705002;Mata Grande (AL);10882
2705101;Matriz de Camaragibe (AL);9839
2705200;Messias (AL);6514
2705309;Minador do Negrão (AL);1903
2705408;Monteirópolis (AL);3018
2705507;Murici (AL);11127
2705606;Novo Lino (AL);5010
2705705;Olho d'Água das Flores (AL);8095
2705804;Olho d'Água do Casado (AL);3693
2705903;Olho d'Água Grande (AL);2099
2706000;Olivença (AL);4515
2706109;Ouro Branco (AL);4436
2706208;Palestina (AL);2280
2706307;Palmeira dos Índios (AL);24113
2706406;Pão de Açúcar (AL);9702
2706422;Pariconha (AL);4161
2706448;Paripueira (AL);4482
2706505;Passo de Camaragibe (AL);6354
2706604;Paulo Jacinto (AL);2750
2706703;Penedo (AL);22358
2706802;Piaçabuçu (AL);6749
2706901;Pilar (AL);12700
2707008;Pindoba (AL);1090
2707107;Piranhas (AL);10126
2707206;Poço das Trincheiras (AL);6132
2707305;Porto Calvo (AL);10734
2707404;Porto de Pedras (AL);3304
2707503;Porto Real do Colégio (AL);7460
2707602;Quebrangulo (AL);4350
2707701;Rio Largo (AL);25328
2707800;Roteiro (AL);3003
2707909;Santa Luzia do Norte (AL);2648
2708006;Santana do Ipanema (AL);18168
2708105;Santana do Mundaú (AL);4437
2708204;São Brás (AL);2638
2708303;São José da Laje (AL);9393
2708402;São José da Tapera (AL);13950
2708501;São Luís do Quitunde (AL);14258
2708600;São Miguel dos Campos (AL);20683
2708709;São Miguel dos Milagres (AL);2719
2708808;São Sebastião (AL);13024
2708907;Satuba (AL);5082
2708956;Senador Rui Palmeira (AL);6032
2709004;Tanque d'Arca (AL);2251
2709103;Taquarana (AL);7242
2709152;Teotônio Vilela (AL);17725
2709202;Traipu (AL);11068
2709301;União dos Palmares (AL);24748
2709400;Viçosa (AL);9829
2800100;Amparo do São Francisco (SE);836
2800209;Aquidabã (SE);7211
2800308;Aracaju (SE);167060
2800407;Arauá (SE);4142
2800506;Areia Branca (SE);6366
2800605;Barra dos Coqueiros (SE);8837
2800670;Boquim (SE);9169
2800704;Brejo Grande (SE);3364
2801009;Campo do Brito (SE);5857
2801108;Canhoba (SE);1559
2801207;Canindé de São Francisco (SE);10822
2801306;Capela (SE);11743
2801405;Carira (SE);7192
2801504;Carmópolis (SE);5288
2801603;Cedro de São João (SE);1844
2801702;Cristinápolis (SE);6893
2801900;Cumbe (SE);1315
2802007;Divina Pastora (SE);1688
2802106;Estância (SE);23098
2802205;Feira Nova (SE);2051
2802304;Frei Paulo (SE);4881
2802403;Gararu (SE);4272
2802502;General Maynard (SE);1044
2802601;Gracho Cardoso (SE);1951
2802700;Ilha das Flores (SE);3425
2802809;Indiaroba (SE);6888
2802908;Itabaiana (SE);29949
2803005;Itabaianinha (SE);15360
2803104;Itabi (SE);1694
2803203;Itaporanga d'Ajuda (SE);11697
2803302;Japaratuba (SE);6169
2803401;Japoatã (SE);4999
2803500;Lagarto (SE);33311
2803609;Laranjeiras (SE);10129
2803708;Macambira (SE);2211
2803807;Malhada dos Bois (SE);1326
2803906;Malhador (SE);4328
2804003;Maruim (SE);6117
2804102;Moita Bonita (SE);3491
2804201;Monte Alegre de Sergipe (SE);5529
2804300;Muribeca (SE);2667
2804409;Neópolis (SE);6876
2804458;Nossa Senhora Aparecida (SE);2850
2804508;Nossa Senhora da Glória (SE);11694
2804607;Nossa Senhora das Dores (SE);8895
2804706;Nossa Senhora de Lourdes (SE);2294
2804805;Nossa Senhora do Socorro (SE);59606
2804904;Pacatuba (SE);5294
2805000;Pedra Mole (SE);962
2805109;Pedrinhas (SE);3465
2805208;Pinhão (SE);2038
2805307;Pirambu (SE);3296
2805406;Poço Redondo (SE);13422
2805505;Poço Verde (SE);7786
2805604;Porto da Folha (SE);10641
2805703;Propriá (SE);9932
2805802;Riachão do Dantas (SE);7431
2805901;Riachuelo (SE);3617
2806008;Ribeirópolis (SE);5567
2806107;Rosário do Catete (SE);3495
2806206;Salgado (SE);7157
2806305;Santa Luzia do Itanhy (SE);5702
2806404;Santana do São Francisco (SE);2748
2806503;Santa Rosa de Lima (SE);1458
2806602;Santo Amaro das Brotas (SE);4188
2806701;São Cristóvão (SE);27970
2806800;São Domingos (SE);3719
2806909;São Francisco (SE);1215
2807006;São Miguel do Aleixo (SE);1361
2807105;Simão Dias (SE);13460
2807204;Siriri (SE);3107
2807303;Telha (SE);1080
2807402;Tobias Barreto (SE);17091
2807501;Tomar do Geru (SE);5035
2807600;Umbaúba (SE);8703
2900108;Abaíra (BA);2130
2900207;Abaré (BA);6776
2900306;Acajutiba (BA);5622
2900355;Adustina (BA);5566
2900405;Água Fria (BA);5623
2900504;Érico Cardoso (BA);3389
2900603;Aiquara (BA);1560
2900702;Alagoinhas (BA);43680
2900801;Alcobaça (BA);8137
2900900;Almadina (BA);2127
2901007;Amargosa (BA);11490
2901106;Amélia Rodrigues (BA);8508
2901155;América Dourada (BA);6378
2901205;Anagé (BA);8452
2901304;Andaraí (BA);5663
2901353;Andorinha (BA);4798
2901403;Angical (BA);4928
2901502;Anguera (BA);3131
2901601;Antas (BA);5020
2901700;Antônio Cardoso (BA);4129
2901809;Antônio Gonçalves (BA);3941
2901908;Aporá (BA);6602
2901957;Apuarema (BA);2770
2902005;Aracatu (BA);4365
2902054;Araçás (BA);4534
2902104;Araci (BA);21283
2902203;Aramari (BA);3359
2902252;Arataca (BA);4296
2902302;Aratuípe (BA);3201
2902401;Aurelino Leal (BA);5153
2902500;Baianópolis (BA);4996
2902609;Baixa Grande (BA);7500
2902658;Banzaê (BA);4373
2902708;Barra (BA);21813
2902807;Barra da Estiva (BA);7602
2902906;Barra do Choça (BA);12855
2903003;Barra do Mendes (BA);4912
2903102;Barra do Rocha (BA);2195
2903201;Barreiras (BA);47988
2903235;Barro Alto (BA);4899
2903276;Barrocas (BA);4960
2903300;Barro Preto (BA);2172
2903409;Belmonte (BA);8413
2903508;Belo Campo (BA);5514
2903607;Biritinga (BA);5352
2903706;Boa Nova (BA);5583
2903805;Boa Vista do Tupim (BA);7205
2903904;Bom Jesus da Lapa (BA);24080
2903953;Bom Jesus da Serra (BA);3595
2904001;Boninal (BA);4914
2904050;Bonito (BA);6368
2904100;Boquira (BA);7793
2904209;Botuporã (BA);3910
2904308;Brejões (BA);4898
2904407;Brejolândia (BA);3580
2904506;Brotas de Macaúbas (BA);3696
2904605;Brumado (BA);19568
2904704;Buerarema (BA);6252
2904753;Buritirama (BA);8209
2904803;Caatiba (BA);3841
2904852;Cabaceiras do Paraguaçu (BA);7045
2904902;Cachoeira (BA);10699
2905008;Caculé (BA);6786
2905107;Caém (BA);4056
2905156;Caetanos (BA);4354
2905206;Caetité (BA);15329
2905305;Cafarnaum (BA);6689
2905404;Cairu (BA);5532
2905503;Caldeirão Grande (BA);4784
2905602;Camacan (BA);11946
2905701;Camaçari (BA);80269
2905800;Camamu (BA);15006
2905909;Campo Alegre de Lourdes (BA);11053
2906006;Campo Formoso (BA);25138
2906105;Canápolis (BA);3558
2906204;Canarana (BA);9085
2906303;Canavieiras (BA);11432
2906402;Candeal (BA);2954
2906501;Candeias (BA);26543
2906600;Candiba (BA);3937
2906709;Cândido Sales (BA);9860
2906808;Cansanção (BA);12684
2906824;Canudos (BA);5960
2906857;Capela do Alto Alegre (BA);3617
2906873;Capim Grosso (BA);9270
2906899;Caraíbas (BA);3242
2906907;Caravelas (BA);7930
2907004;Cardeal da Silva (BA);3809
2907103;Carinhanha (BA);11557
2907202;Casa Nova (BA);24372
2907301;Castro Alves (BA);8745
2907400;Catolândia (BA);875
2907509;Catu (BA);15478
2907558;Caturama (BA);2684
2907608;Central (BA);6165
2907707;Chorrochó (BA);4109
2907806;Cícero Dantas (BA);10227
2907905;Cipó (BA);5780
2908002;Coaraci (BA);6923
2908101;Cocos (BA);6533
2908200;Conceição da Feira (BA);6864
2908309;Conceição do Almeida (BA);5383
2908408;Conceição do Coité (BA);21218
2908507;Conceição do Jacuípe (BA);9518
2908606;Conde (BA);10075
2908705;Condeúba (BA);5672
2908804;Contendas do Sincorá (BA);1514
2908903;Coração de Maria (BA);7849
2909000;Cordeiros (BA);2632
2909109;Coribe (BA);4867
2909208;Coronel João Sá (BA);6598
2909307;Correntina (BA);11210
2909406;Cotegipe (BA);5162
2909505;Cravolândia (BA);1800
2909604;Crisópolis (BA);7508
2909703;Cristópolis (BA);4693
2909802;Cruz das Almas (BA);17863
2909901;Curaçá (BA);12213
2910008;Dário Meira (BA);4891
2910057;Dias d'Ávila (BA);23295
2910107;Dom Basílio (BA);3465
2910206;Dom Macedo Costa (BA);1180
2910305;Elísio Medrado (BA);2398
2910404;Encruzilhada (BA);8975
2910503;Entre Rios (BA);15369
2910602;Esplanada (BA);13185
2910701;Euclides da Cunha (BA);19891
2910727;Eunápolis (BA);35089
2910750;Fátima (BA);6086
2910776;Feira da Mata (BA);2105
2910800;Feira de Santana (BA);174993
2910859;Filadélfia (BA);5921
2910909;Firmino Alves (BA);1856
2911006;Floresta Azul (BA);3604
2911105;Formosa do Rio Preto (BA);8995
2911204;Gandu (BA);10641
2911253;Gavião (BA);1418
2911303;Gentio do Ouro (BA);3741
2911402;Glória (BA);5030
2911501;Gongogi (BA);2937
2911600;Governador Mangabeira (BA);6725
2911659;Guajeru (BA);3328
2911709;Guanambi (BA);24245
2911808;Guaratinga (BA);8007
2911857;Heliópolis (BA);4726
2911907;Iaçu (BA);9749
2912004;Ibiassucê (BA);2836
2912103;Ibicaraí (BA);8083
2912202;Ibicoara (BA);6737
2912301;Ibicuí (BA);5306
2912400;Ibipeba (BA);5773
2912509;Ibipitanga (BA);4752
2912608;Ibiquera (BA);1823
2912707;Ibirapitanga (BA);9457
2912806;Ibirapuã (BA);2659
2912905;Ibirataia (BA);6406
2913002;Ibitiara (BA);5067
2913101;Ibititá (BA);6217
2913200;Ibotirama (BA);9223
2913309;Ichu (BA);1680
2913408;Igaporã (BA);4789
2913457;Igrapiúna (BA);5636
2913507;Iguaí (BA);8936
2913606;Ilhéus (BA);59943
2913705;Inhambupe (BA);13895
2913804;Ipecaetá (BA);5278
2913903;Ipiaú (BA);14505
2914000;Ipirá (BA);21056
2914109;Ipupiara (BA);2892
2914208;Irajuba (BA);2523
2914307;Iramaia (BA);4433
2914406;Iraquara (BA);8737
2914505;Irará (BA);9798
2914604;Irecê (BA);22733
2914653;Itabela (BA);11288
2914703;Itaberaba (BA);21150
2914802;Itabuna (BA);60963
2914901;Itacaré (BA);9684
2915007;Itaeté (BA);5973
2915106;Itagi (BA);4825
2915205;Itagibá (BA);5108
2915304;Itagimirim (BA);2505
2915353;Itaguaçu da Bahia (BA);5279
2915403;Itaju do Colônia (BA);2797
2915502;Itajuípe (BA);7068
2915601;Itamaraju (BA);22577
2915700;Itamari (BA);2873
2915809;Itambé (BA);8235
2915908;Itanagra (BA);3104
2916005;Itanhém (BA);6534
2916104;Itaparica (BA);7015
2916203;Itapé (BA);3735
2916302;Itapebi (BA);4134
2916401;Itapetinga (BA);22011
2916500;Itapicuru (BA);13078
2916609;Itapitanga (BA);3504
2916708;Itaquara (BA);2599
2916807;Itarantim (BA);6093
2916856;Itatim (BA);5312
2916906;Itiruçu (BA);4200
2917003;Itiúba (BA);13811
2917102;Itororó (BA);6546
2917201;Ituaçu (BA);6021
2917300;Ituberá (BA);10111
2917334;Iuiu (BA);4156
2917359;Jaborandi (BA);2946
2917409;Jacaraci (BA);3913
2917508;Jacobina (BA);26467
2917607;Jaguaquara (BA);18626
2917706;Jaguarari (BA);9986
2917805;Jaguaripe (BA);6208
2917904;Jandaíra (BA);4297
2918001;Jequié (BA);48076
2918100;Jeremoabo (BA);14098
2918209;Jiquiriçá (BA);4834
2918308;Jitaúna (BA);4913
2918357;João Dourado (BA);8655
2918407;Juazeiro (BA);70993
2918456;Jucuruçu (BA);3801
2918506;Jussara (BA);5740
2918555;Jussari (BA);2330
2918605;Jussiape (BA);2104
2918704;Lafaiete Coutinho (BA);1104
2918753;Lagoa Real (BA);4822
2918803;Laje (BA);7889
2918902;Lajedão (BA);1172
2919009;Lajedinho (BA);1433
2919058;Lajedo do Tabocal (BA);2918
2919108;Lamarão (BA);3536
2919157;Lapão (BA);9452
2919207;Lauro de Freitas (BA);50256
2919306;Lençóis (BA);3944
2919405;Licínio de Almeida (BA);3897
2919504;Livramento de Nossa Senhora (BA);13375
2919553;Luís Eduardo Magalhães (BA);22184
2919603;Macajuba (BA);4380
2919702;Macarani (BA);5881
2919801;Macaúbas (BA);16233
2919900;Macururé (BA);2923
2919926;Madre de Deus (BA);5410
2919959;Maetinga (BA);2278
2920007;Maiquinique (BA);3015
2920106;Mairi (BA);6782
2920205;Malhada (BA);6598
2920304;Malhada de Pedras (BA);2725
2920403;Manoel Vitorino (BA);5168
2920452;Mansidão (BA);4924
2920502;Maracás (BA);8369
2920601;Maragogipe (BA);14059
2920700;Maraú (BA);7546
2920809;Marcionílio Souza (BA);4146
2920908;Mascote (BA);5673
2921005;Mata de São João (BA);13639
2921054;Matina (BA);4120
2921104;Medeiros Neto (BA);7071
2921203;Miguel Calmon (BA);9129
2921302;Milagres (BA);3617
2921401;Mirangaba (BA);6131
2921450;Mirante (BA);3585
2921500;Monte Santo (BA);19465
2921609;Morpará (BA);2943
2921708;Morro do Chapéu (BA);13613
2921807;Mortugaba (BA);3825
2921906;Mucugê (BA);3686
2922003;Mucuri (BA);13754
2922052;Mulungu do Morro (BA);4991
2922102;Mundo Novo (BA);9162
2922201;Muniz Ferreira (BA);2203
2922250;Muquém do São Francisco (BA);4433
2922300;Muritiba (BA);9357
2922409;Mutuípe (BA);6923
2922508;Nazaré (BA);8889
2922607;Nilo Peçanha (BA);4667
2922656;Nordestina (BA);4700
2922706;Nova Canaã (BA);5736
2922730;Nova Fátima (BA);2363
2922755;Nova Ibiá (BA);2352
2922805;Nova Itarana (BA);2996
2922854;Nova Redenção (BA);2766
2922904;Nova Soure (BA);9200
2923001;Nova Viçosa (BA);14813
2923035;Novo Horizonte (BA);3409
2923050;Novo Triunfo (BA);5321
2923100;Olindina (BA);9229
2923209;Oliveira dos Brejinhos (BA);7940
2923308;Ouriçangas (BA);2742
2923357;Ourolândia (BA);6377
2923407;Palmas de Monte Alto (BA);6941
2923506;Palmeiras (BA);3089
2923605;Paramirim (BA);6068
2923704;Paratinga (BA);11524
2923803;Paripiranga (BA);9582
2923902;Pau Brasil (BA);4329
2924009;Paulo Afonso (BA);36142
2924058;Pé de Serra (BA);4797
2924108;Pedrão (BA);2424
2924207;Pedro Alexandre (BA);6945
2924306;Piatã (BA);6281
2924405;Pilão Arcado (BA);13498
2924504;Pindaí (BA);4959
2924603;Pindobaçu (BA);7325
2924652;Pintadas (BA);3526
2924678;Piraí do Norte (BA);3788
2924702;Piripá (BA);3610
2924801;Piritiba (BA);7958
2924900;Planaltino (BA);2904
2925006;Planalto (BA);8623
2925105;Poções (BA);15969
2925204;Pojuca (BA);10664
2925253;Ponto Novo (BA);5994
2925303;Porto Seguro (BA);48529
2925402;Potiraguá (BA);3552
2925501;Prado (BA);10892
2925600;Presidente Dutra (BA);4598
2925709;Presidente Jânio Quadros (BA);4452
2925758;Presidente Tancredo Neves (BA);9143
2925808;Queimadas (BA);8980
2925907;Quijingue (BA);10207
2925931;Quixabeira (BA);3226
2925956;Rafael Jambeiro (BA);8565
2926004;Remanso (BA);13938
2926103;Retirolândia (BA);3861
2926202;Riachão das Neves (BA);8128
2926301;Riachão do Jacuípe (BA);10469
2926400;Riacho de Santana (BA);10399
2926509;Ribeira do Amparo (BA);5601
2926608;Ribeira do Pombal (BA);16687
2926657;Ribeirão do Largo (BA);3312
2926707;Rio de Contas (BA);3655
2926806;Rio do Antônio (BA);4891
2926905;Rio do Pires (BA);3671
2927002;Rio Real (BA);14223
2927101;Rodelas (BA);2998
2927200;Ruy Barbosa (BA);10792
2927309;Salinas da Margarida (BA);4705
2927408;Salvador (BA);727312
2927507;Santa Bárbara (BA);6739
2927606;Santa Brígida (BA);5838
2927705;Santa Cruz Cabrália (BA);10350
2927804;Santa Cruz da Vitória (BA);2121
2927903;Santa Inês (BA);3413
2928000;Santaluz (BA);11949
2928059;Santa Luzia (BA);5027
2928109;Santa Maria da Vitória (BA);14378
2928208;Santana (BA);8561
2928307;Santanópolis (BA);3099
2928406;Santa Rita de Cássia (BA);9869
2928505;Santa Terezinha (BA);3316
2928604;Santo Amaro (BA);18135
2928703;Santo Antônio de Jesus (BA);27746
2928802;Santo Estêvão (BA);17210
2928901;São Desidério (BA);10754
2928950;São Domingos (BA);2752
2929008;São Félix (BA);4266
2929057;São Félix do Coribe (BA);4860
2929107;São Felipe (BA);6317
2929206;São Francisco do Conde (BA);11692
2929255;São Gabriel (BA);6777
2929305;São Gonçalo dos Campos (BA);11004
2929354;São José da Vitória (BA);2182
2929370;São José do Jacuípe (BA);3641
2929404;São Miguel das Matas (BA);3567
2929503;São Sebastião do Passé (BA);13488
2929602;Sapeaçu (BA);5412
2929701;Sátiro Dias (BA);7206
2929750;Saubara (BA);3473
2929800;Saúde (BA);3976
2929909;Seabra (BA);15416
2930006;Sebastião Laranjeiras (BA);3534
2930105;Senhor do Bonfim (BA);24770
2930154;Serra do Ramalho (BA);12935
2930204;Sento Sé (BA);15314
2930303;Serra Dourada (BA);6169
2930402;Serra Preta (BA);5235
2930501;Serrinha (BA);26201
2930600;Serrolândia (BA);3986
2930709;Simões Filho (BA);41139
2930758;Sítio do Mato (BA);5046
2930766;Sítio do Quinto (BA);4576
2930774;Sobradinho (BA);8066
2930808;Souto Soares (BA);6327
2930907;Tabocas do Brejo Velho (BA);4082
2931004;Tanhaçu (BA);6288
2931053;Tanque Novo (BA);5641
2931103;Tanquinho (BA);2561
2931202;Taperoá (BA);7462
2931301;Tapiramutá (BA);6637
2931350;Teixeira de Freitas (BA);47560
2931400;Teodoro Sampaio (BA);2573
2931509;Teofilândia (BA);8376
2931608;Teolândia (BA);5709
2931707;Terra Nova (BA);4476
2931806;Tremedal (BA);5346
2931905;Tucano (BA);18828
2932002;Uauá (BA);8311
2932101;Ubaíra (BA);6684
2932200;Ubaitaba (BA);7425
2932309;Ubatã (BA);8997
2932408;Uibaí (BA);4266
2932457;Umburanas (BA);6288
2932507;Una (BA);8951
2932606;Urandi (BA);5425
2932705;Uruçuca (BA);7054
2932804;Utinga (BA);7392
2932903;Valença (BA);31176
2933000;Valente (BA);7432
2933059;Várzea da Roça (BA);4825
2933109;Várzea do Poço (BA);2663
2933158;Várzea Nova (BA);4742
2933174;Varzedo (BA);2919
2933208;Vera Cruz (BA);12663
2933257;Vereda (BA);2378
2933307;Vitória da Conquista (BA);99106
2933406;Wagner (BA);3352
2933455;Wanderley (BA);4626
2933505;Wenceslau Guimarães (BA);8873
2933604;Xique-Xique (BA);18459
3100104;Abadia dos Dourados (MG);1774
3100203;Abaeté (MG);6288
3100302;Abre Campo (MG);4060
3100401;Acaiaca (MG);1225
3100500;Açucena (MG);3438
3100609;Água Boa (MG);6048
3100708;Água Comprida (MG);539
3100807;Aguanil (MG);1121
3100906;Águas Formosas (MG);6507
3101003;Águas Vermelhas (MG);4626
3101102;Aimorés (MG);7283
3101201;Aiuruoca (MG);1641
3101300;Alagoa (MG);762
3101409;Albertina (MG);849
3101508;Além Paraíba (MG);9555
3101607;Alfenas (MG);20807
3101631;Alfredo Vasconcelos (MG);1880
3101706;Almenara (MG);12298
3101805;Alpercata (MG);2370
3101904;Alpinópolis (MG);5503
3102001;Alterosa (MG);3870
3102050;Alto Caparaó (MG);1642
3102100;Alto Rio Doce (MG);3554
3102209;Alvarenga (MG);1372
3102308;Alvinópolis (MG);4447
3102407;Alvorada de Minas (MG);1453
3102506;Amparo do Serra (MG);1554
3102605;Andradas (MG);9627
3102704;Cachoeira de Pajeú (MG);3173
3102803;Andrelândia (MG);3260
